REGION_CORTO;COD_COMUNA_FINAL;FECHA_INMUNIZACION;SUM_of_SUM_of_1aDOSIS;SUM_of_SUM_of_2aDOSIS;SUM_of_ÚnicaDOSIS
" Los Ríos";14108;26/04/2021;16;143;
" Los Ríos";14201;26/04/2021;59;217;
" Los Ríos";14202;26/04/2021;8;126;
" Los Ríos";14203;26/04/2021;9;63;
" Los Ríos";14204;26/04/2021;2;312;
" Arica y Parinacota";15101;26/04/2021;602;1574;
" Arica y Parinacota";15102;26/04/2021;2;4;
" Arica y Parinacota";15201;26/04/2021;5;15;
" Ñuble";16101;26/04/2021;418;1546;
" Ñuble";16102;26/04/2021;83;210;
" Ñuble";16103;26/04/2021;94;317;
" Ñuble";16104;26/04/2021;23;61;
" Ñuble";16105;26/04/2021;14;57;
" Ñuble";16106;26/04/2021;32;114;
" Ñuble";16107;26/04/2021;51;171;
" Ñuble";16108;26/04/2021;39;116;
" Ñuble";16109;26/04/2021;73;164;
" Ñuble";16201;26/04/2021;26;69;
" Ñuble";16202;26/04/2021;17;39;
" Ñuble";16203;26/04/2021;41;162;
" Ñuble";16204;26/04/2021;14;96;
" Ñuble";16205;26/04/2021;12;32;
" Ñuble";16206;26/04/2021;22;50;
" Ñuble";16207;26/04/2021;13;45;
" Ñuble";16301;26/04/2021;139;370;
" Ñuble";16302;26/04/2021;63;223;
" Ñuble";16303;26/04/2021;9;47;
" Ñuble";16304;26/04/2021;7;34;
" Ñuble";16305;26/04/2021;48;127;
" Tarapacá";1101;27/04/2021;976;1338;
" Tarapacá";1107;27/04/2021;368;561;
" Tarapacá";1401;27/04/2021;78;94;
" Tarapacá";1402;27/04/2021;6;3;
" Tarapacá";1403;27/04/2021;1;2;
" Tarapacá";1404;27/04/2021;15;14;
" Tarapacá";1405;27/04/2021;50;25;
" Antofagasta";2101;27/04/2021;542;1754;
" Antofagasta";2102;27/04/2021;10;144;
" Antofagasta";2103;27/04/2021;1;24;
" Antofagasta";2104;27/04/2021;14;71;
" Antofagasta";2201;27/04/2021;262;1159;
" Antofagasta";2203;27/04/2021;28;314;
" Antofagasta";2301;27/04/2021;53;147;
" Antofagasta";2302;27/04/2021;2;71;
" Atacama";3101;27/04/2021;531;1113;
" Atacama";3102;27/04/2021;62;106;
" Atacama";3103;27/04/2021;86;85;
" Atacama";3201;27/04/2021;82;107;
" Atacama";3202;27/04/2021;76;62;
" Atacama";3301;27/04/2021;208;554;
" Atacama";3302;27/04/2021;19;20;
" Atacama";3303;27/04/2021;21;35;
" Atacama";3304;27/04/2021;42;146;
" Coquimbo";4101;27/04/2021;694;1057;
" Coquimbo";4102;27/04/2021;687;1677;
" Coquimbo";4103;27/04/2021;23;48;
" Coquimbo";4104;27/04/2021;20;44;
" Coquimbo";4105;27/04/2021;11;19;
" Coquimbo";4106;27/04/2021;36;51;
" Coquimbo";4201;27/04/2021;115;172;
" Coquimbo";4202;27/04/2021;24;43;
" Coquimbo";4203;27/04/2021;68;168;
" Coquimbo";4204;27/04/2021;55;291;
" Coquimbo";4301;27/04/2021;338;721;
" Coquimbo";4302;27/04/2021;41;57;
" Coquimbo";4303;27/04/2021;111;234;
" Coquimbo";4304;27/04/2021;59;78;
" Coquimbo";4305;27/04/2021;6;23;
" Valparaíso";5101;27/04/2021;849;2086;
" Valparaíso";5102;27/04/2021;62;277;
" Valparaíso";5103;27/04/2021;179;445;
" Valparaíso";5104;27/04/2021;;7;
" Valparaíso";5105;27/04/2021;83;220;
" Valparaíso";5107;27/04/2021;76;495;
" Valparaíso";5109;27/04/2021;480;2033;
" Valparaíso";5201;27/04/2021;5;17;
" Valparaíso";5301;27/04/2021;214;659;
" Valparaíso";5302;27/04/2021;2;95;
" Valparaíso";5303;27/04/2021;40;78;
" Valparaíso";5304;27/04/2021;7;65;
" Valparaíso";5401;27/04/2021;83;201;
" Valparaíso";5402;27/04/2021;73;152;
" Valparaíso";5403;27/04/2021;35;63;
" Valparaíso";5404;27/04/2021;22;52;
" Valparaíso";5405;27/04/2021;36;166;
" Valparaíso";5501;27/04/2021;126;591;
" Valparaíso";5502;27/04/2021;74;320;
" Valparaíso";5503;27/04/2021;3;122;
" Valparaíso";5504;27/04/2021;14;127;
" Valparaíso";5506;27/04/2021;8;157;
" Valparaíso";5601;27/04/2021;175;657;
" Valparaíso";5602;27/04/2021;76;143;
" Valparaíso";5603;27/04/2021;41;177;
" Valparaíso";5604;27/04/2021;15;60;
" Valparaíso";5605;27/04/2021;;127;
" Valparaíso";5606;27/04/2021;;129;
" Valparaíso";5701;27/04/2021;203;666;
" Valparaíso";5702;27/04/2021;4;83;
" Valparaíso";5703;27/04/2021;;130;
" Valparaíso";5704;27/04/2021;17;53;
" Valparaíso";5705;27/04/2021;36;105;
" Valparaíso";5706;27/04/2021;30;85;
" Valparaíso";5801;27/04/2021;497;1224;
" Valparaíso";5802;27/04/2021;131;346;
" Valparaíso";5803;27/04/2021;2;167;
" Valparaíso";5804;27/04/2021;256;836;
Libertador B. O'Higgins;6101;27/04/2021;660;2294;
Libertador B. O'Higgins;6102;27/04/2021;43;110;
Libertador B. O'Higgins;6103;27/04/2021;26;53;
Libertador B. O'Higgins;6104;27/04/2021;45;124;
Libertador B. O'Higgins;6105;27/04/2021;62;412;
Libertador B. O'Higgins;6106;27/04/2021;46;268;
Libertador B. O'Higgins;6107;27/04/2021;34;214;
Libertador B. O'Higgins;6108;27/04/2021;77;261;
Libertador B. O'Higgins;6109;27/04/2021;43;128;
Libertador B. O'Higgins;6110;27/04/2021;5;175;
Libertador B. O'Higgins;6111;27/04/2021;35;163;
Libertador B. O'Higgins;6112;27/04/2021;25;117;
Libertador B. O'Higgins;6113;27/04/2021;51;145;
Libertador B. O'Higgins;6114;27/04/2021;37;108;
Libertador B. O'Higgins;6115;27/04/2021;116;637;
Libertador B. O'Higgins;6116;27/04/2021;;333;
Libertador B. O'Higgins;6117;27/04/2021;99;738;
Libertador B. O'Higgins;6201;27/04/2021;64;145;
Libertador B. O'Higgins;6202;27/04/2021;28;27;
Libertador B. O'Higgins;6203;27/04/2021;39;78;
Libertador B. O'Higgins;6204;27/04/2021;48;100;
Libertador B. O'Higgins;6205;27/04/2021;5;50;
Libertador B. O'Higgins;6206;27/04/2021;43;80;
Libertador B. O'Higgins;6301;27/04/2021;23;567;
Libertador B. O'Higgins;6302;27/04/2021;39;142;
Libertador B. O'Higgins;6303;27/04/2021;113;342;
Libertador B. O'Higgins;6304;27/04/2021;20;85;
Libertador B. O'Higgins;6305;27/04/2021;35;135;
Libertador B. O'Higgins;6306;27/04/2021;41;116;
Libertador B. O'Higgins;6307;27/04/2021;20;125;
Libertador B. O'Higgins;6308;27/04/2021;39;69;
Libertador B. O'Higgins;6309;27/04/2021;20;37;
Libertador B. O'Higgins;6310;27/04/2021;134;248;
Maule;7101;27/04/2021;503;2178;
Maule;7102;27/04/2021;56;375;
Maule;7103;27/04/2021;14;40;
Maule;7104;27/04/2021;9;37;
Maule;7105;27/04/2021;37;181;
Maule;7106;27/04/2021;30;70;
Maule;7107;27/04/2021;8;44;
Maule;7108;27/04/2021;15;114;
Maule;7109;27/04/2021;105;387;
Maule;7110;27/04/2021;20;69;
Maule;7201;27/04/2021;54;256;
Maule;7202;27/04/2021;20;34;
Maule;7203;27/04/2021;4;53;
Maule;7301;27/04/2021;305;1110;
Maule;7302;27/04/2021;20;86;
Maule;7303;27/04/2021;10;44;
Maule;7304;27/04/2021;55;325;
Maule;7305;27/04/2021;16;49;
Maule;7306;27/04/2021;30;120;
Maule;7307;27/04/2021;39;139;
Maule;7308;27/04/2021;47;183;
Maule;7309;27/04/2021;11;40;
Maule;7401;27/04/2021;140;872;
Maule;7402;27/04/2021;86;171;
Maule;7403;27/04/2021;14;211;
Maule;7404;27/04/2021;211;257;
Maule;7405;27/04/2021;40;211;
Maule;7406;27/04/2021;62;275;
Maule;7407;27/04/2021;40;86;
Maule;7408;27/04/2021;48;172;
Bíobío;8101;27/04/2021;318;2002;
Bíobío;8102;27/04/2021;81;738;
Bíobío;8103;27/04/2021;86;582;
Bíobío;8104;27/04/2021;18;95;
Bíobío;8105;27/04/2021;20;163;
Bíobío;8106;27/04/2021;96;298;
Bíobío;8107;27/04/2021;97;356;
Bíobío;8108;27/04/2021;240;949;
Bíobío;8109;27/04/2021;40;84;
Bíobío;8110;27/04/2021;276;1112;
Bíobío;8111;27/04/2021;95;407;
Bíobío;8112;27/04/2021;119;754;
Bíobío;8201;27/04/2021;25;129;
Bíobío;8202;27/04/2021;78;239;
Bíobío;8203;27/04/2021;47;173;
Bíobío;8204;27/04/2021;11;32;
Bíobío;8205;27/04/2021;39;149;
Bíobío;8206;27/04/2021;15;113;
Bíobío;8207;27/04/2021;32;43;
Bíobío;8301;27/04/2021;632;1649;
Bíobío;8302;27/04/2021;8;31;
Bíobío;8303;27/04/2021;67;223;
Bíobío;8304;27/04/2021;55;141;
Bíobío;8305;27/04/2021;29;104;
Bíobío;8306;27/04/2021;62;220;
Bíobío;8307;27/04/2021;21;74;
Bíobío;8308;27/04/2021;6;35;
Bíobío;8309;27/04/2021;16;47;
Bíobío;8310;27/04/2021;3;15;
Bíobío;8311;27/04/2021;43;109;
Bíobío;8312;27/04/2021;31;129;
Bíobío;8313;27/04/2021;46;199;
Bíobío;8314;27/04/2021;48;16;
" La Araucanía";9101;27/04/2021;699;1955;
" La Araucanía";9102;27/04/2021;69;118;
" La Araucanía";9103;27/04/2021;37;118;
" La Araucanía";9104;27/04/2021;31;28;
" La Araucanía";9105;27/04/2021;42;171;
" La Araucanía";9106;27/04/2021;20;84;
" La Araucanía";9107;27/04/2021;36;123;
" La Araucanía";9108;27/04/2021;111;256;
" La Araucanía";9109;27/04/2021;34;142;
" La Araucanía";9110;27/04/2021;14;28;
" La Araucanía";9111;27/04/2021;97;215;
" La Araucanía";9112;27/04/2021;168;424;
" La Araucanía";9113;27/04/2021;27;53;
" La Araucanía";9114;27/04/2021;68;125;
" La Araucanía";9115;27/04/2021;110;285;
" La Araucanía";9116;27/04/2021;33;89;
" La Araucanía";9117;27/04/2021;35;143;
" La Araucanía";9118;27/04/2021;22;78;
" La Araucanía";9119;27/04/2021;61;180;
" La Araucanía";9120;27/04/2021;262;392;
" La Araucanía";9121;27/04/2021;22;33;
" La Araucanía";9201;27/04/2021;128;355;
" La Araucanía";9202;27/04/2021;60;145;
" La Araucanía";9203;27/04/2021;29;129;
" La Araucanía";9204;27/04/2021;10;28;
" La Araucanía";9205;27/04/2021;39;80;
" La Araucanía";9206;27/04/2021;25;33;
" La Araucanía";9207;27/04/2021;17;41;
" La Araucanía";9208;27/04/2021;15;45;
" La Araucanía";9209;27/04/2021;20;94;
" La Araucanía";9210;27/04/2021;16;115;
" La Araucanía";9211;27/04/2021;131;317;
" Los Lagos";10101;27/04/2021;715;1702;
" Los Lagos";10102;27/04/2021;105;210;
" Los Lagos";10103;27/04/2021;;13;
" Los Lagos";10104;27/04/2021;15;60;
" Los Lagos";10105;27/04/2021;97;225;
" Los Lagos";10106;27/04/2021;73;117;
" Los Lagos";10107;27/04/2021;34;179;
" Los Lagos";10108;27/04/2021;96;182;
" Los Lagos";10109;27/04/2021;306;240;
" Los Lagos";10201;27/04/2021;147;281;
" Los Lagos";10202;27/04/2021;144;240;
" Los Lagos";10203;27/04/2021;80;48;
" Los Lagos";10204;27/04/2021;7;17;
" Los Lagos";10205;27/04/2021;70;149;
" Los Lagos";10206;27/04/2021;9;18;
" Los Lagos";10207;27/04/2021;;19;
" Los Lagos";10208;27/04/2021;49;306;
" Los Lagos";10209;27/04/2021;15;36;
" Los Lagos";10210;27/04/2021;19;14;
" Los Lagos";10301;27/04/2021;517;1278;
" Los Lagos";10302;27/04/2021;15;70;
" Los Lagos";10303;27/04/2021;93;154;
" Los Lagos";10304;27/04/2021;92;140;
" Los Lagos";10305;27/04/2021;77;68;
" Los Lagos";10306;27/04/2021;18;53;
" Los Lagos";10307;27/04/2021;83;63;
" Los Lagos";10401;27/04/2021;4;10;
" Los Lagos";10402;27/04/2021;13;29;
" Los Lagos";10403;27/04/2021;53;46;
" Los Lagos";10404;27/04/2021;2;5;
" Aisén Gral. C. Ibáñez Campo";11101;27/04/2021;130;286;
" Aisén Gral. C. Ibáñez Campo";11201;27/04/2021;84;99;
" Aisén Gral. C. Ibáñez Campo";11202;27/04/2021;10;44;
" Aisén Gral. C. Ibáñez Campo";11203;27/04/2021;1;11;
" Aisén Gral. C. Ibáñez Campo";11301;27/04/2021;5;9;
" Aisén Gral. C. Ibáñez Campo";11302;27/04/2021;11;32;
" Aisén Gral. C. Ibáñez Campo";11401;27/04/2021;15;37;
" Aisén Gral. C. Ibáñez Campo";11402;27/04/2021;4;17;
" Magallanes y  La Antártica Chilena";12101;27/04/2021;552;1171;
" Magallanes y  La Antártica Chilena";12102;27/04/2021;;4;
" Magallanes y  La Antártica Chilena";12104;27/04/2021;6;20;
" Magallanes y  La Antártica Chilena";12201;27/04/2021;4;12;
" Magallanes y  La Antártica Chilena";12301;27/04/2021;9;56;
" Magallanes y  La Antártica Chilena";12303;27/04/2021;;6;
" Magallanes y  La Antártica Chilena";12401;27/04/2021;54;184;
" Magallanes y  La Antártica Chilena";12402;27/04/2021;;5;
Metropolitana  Santiago;13101;27/04/2021;750;3955;
Metropolitana  Santiago;13102;27/04/2021;124;569;
Metropolitana  Santiago;13103;27/04/2021;316;843;
Metropolitana  Santiago;13104;27/04/2021;348;1345;
Metropolitana  Santiago;13105;27/04/2021;152;897;
Metropolitana  Santiago;13106;27/04/2021;218;1102;
Metropolitana  Santiago;13107;27/04/2021;210;985;
Metropolitana  Santiago;13108;27/04/2021;250;795;
Metropolitana  Santiago;13109;27/04/2021;115;754;
Metropolitana  Santiago;13110;27/04/2021;693;2762;
Metropolitana  Santiago;13111;27/04/2021;216;832;
Metropolitana  Santiago;13112;27/04/2021;185;795;
Metropolitana  Santiago;13113;27/04/2021;316;1351;
Metropolitana  Santiago;13114;27/04/2021;740;3095;
Metropolitana  Santiago;13115;27/04/2021;430;1370;
Metropolitana  Santiago;13116;27/04/2021;98;710;
Metropolitana  Santiago;13117;27/04/2021;212;874;
Metropolitana  Santiago;13118;27/04/2021;250;936;
Metropolitana  Santiago;13119;27/04/2021;564;3536;
Metropolitana  Santiago;13120;27/04/2021;512;1931;
Metropolitana  Santiago;13121;27/04/2021;89;561;
Metropolitana  Santiago;13122;27/04/2021;380;1584;
Metropolitana  Santiago;13123;27/04/2021;575;2390;
Metropolitana  Santiago;13124;27/04/2021;198;1429;
Metropolitana  Santiago;13125;27/04/2021;772;1253;
Metropolitana  Santiago;13126;27/04/2021;256;843;
Metropolitana  Santiago;13127;27/04/2021;584;1026;
Metropolitana  Santiago;13128;27/04/2021;184;923;
Metropolitana  Santiago;13129;27/04/2021;115;764;
Metropolitana  Santiago;13130;27/04/2021;265;948;
Metropolitana  Santiago;13131;27/04/2021;173;517;
Metropolitana  Santiago;13132;27/04/2021;327;1184;
Metropolitana  Santiago;13201;27/04/2021;869;3594;
Metropolitana  Santiago;13202;27/04/2021;90;256;
Metropolitana  Santiago;13203;27/04/2021;60;156;
Metropolitana  Santiago;13301;27/04/2021;311;1048;
Metropolitana  Santiago;13302;27/04/2021;259;631;
Metropolitana  Santiago;13303;27/04/2021;79;138;
Metropolitana  Santiago;13401;27/04/2021;322;1665;
Metropolitana  Santiago;13402;27/04/2021;149;744;
Metropolitana  Santiago;13403;27/04/2021;88;201;
Metropolitana  Santiago;13404;27/04/2021;29;613;
Metropolitana  Santiago;13501;27/04/2021;35;322;
Metropolitana  Santiago;13502;27/04/2021;16;95;
Metropolitana  Santiago;13503;27/04/2021;82;323;
Metropolitana  Santiago;13504;27/04/2021;25;99;
Metropolitana  Santiago;13505;27/04/2021;49;89;
Metropolitana  Santiago;13601;27/04/2021;136;474;
Metropolitana  Santiago;13602;27/04/2021;53;224;
Metropolitana  Santiago;13603;27/04/2021;63;238;
Metropolitana  Santiago;13604;27/04/2021;43;202;
Metropolitana  Santiago;13605;27/04/2021;256;969;
" Los Ríos";14101;27/04/2021;295;1419;
" Los Ríos";14102;27/04/2021;1;26;
" Los Ríos";14103;27/04/2021;8;87;
" Los Ríos";14104;27/04/2021;3;36;
" Los Ríos";14105;27/04/2021;2;45;
" Los Ríos";14106;27/04/2021;;79;
" Los Ríos";14107;27/04/2021;52;149;
" Los Ríos";14108;27/04/2021;4;73;
" Los Ríos";14201;27/04/2021;65;322;
" Los Ríos";14202;27/04/2021;2;39;
" Los Ríos";14203;27/04/2021;4;68;
" Los Ríos";14204;27/04/2021;14;389;
" Arica y Parinacota";15101;27/04/2021;747;1633;
" Arica y Parinacota";15102;27/04/2021;2;3;
" Arica y Parinacota";15201;27/04/2021;2;10;
" Arica y Parinacota";15202;27/04/2021;;2;
" Ñuble";16101;27/04/2021;324;1268;
" Ñuble";16102;27/04/2021;34;190;
" Ñuble";16103;27/04/2021;73;214;
" Ñuble";16104;27/04/2021;35;71;
" Ñuble";16105;27/04/2021;15;27;
" Ñuble";16106;27/04/2021;20;83;
" Ñuble";16107;27/04/2021;49;169;
" Ñuble";16108;27/04/2021;30;93;
" Ñuble";16109;27/04/2021;45;146;
" Ñuble";16201;27/04/2021;31;95;
" Ñuble";16202;27/04/2021;15;37;
" Ñuble";16203;27/04/2021;49;124;
" Ñuble";16204;27/04/2021;7;21;
" Ñuble";16205;27/04/2021;6;41;
" Ñuble";16206;27/04/2021;5;170;
" Ñuble";16207;27/04/2021;12;44;
" Ñuble";16301;27/04/2021;102;398;
" Ñuble";16302;27/04/2021;6;166;
" Ñuble";16303;27/04/2021;15;87;
" Ñuble";16304;27/04/2021;24;40;
" Ñuble";16305;27/04/2021;37;76;
" Tarapacá";1101;28/04/2021;911;1306;
" Tarapacá";1107;28/04/2021;713;591;
" Tarapacá";1401;28/04/2021;91;76;
" Tarapacá";1402;28/04/2021;2;5;
" Tarapacá";1403;28/04/2021;2;;
" Tarapacá";1404;28/04/2021;9;9;
" Tarapacá";1405;28/04/2021;93;53;
" Antofagasta";2101;28/04/2021;697;3144;
" Antofagasta";2102;28/04/2021;14;145;
" Antofagasta";2103;28/04/2021;1;23;
" Antofagasta";2104;28/04/2021;14;54;
" Antofagasta";2201;28/04/2021;160;599;
" Antofagasta";2202;28/04/2021;;1;
" Antofagasta";2203;28/04/2021;;13;
" Antofagasta";2301;28/04/2021;9;41;
" Antofagasta";2302;28/04/2021;3;67;
" Atacama";3101;28/04/2021;569;1101;
" Atacama";3102;28/04/2021;63;264;
" Atacama";3103;28/04/2021;52;203;
" Atacama";3201;28/04/2021;44;31;
" Atacama";3202;28/04/2021;66;135;
" Atacama";3301;28/04/2021;227;368;
" Atacama";3302;28/04/2021;17;30;
" Atacama";3303;28/04/2021;23;45;
" Atacama";3304;28/04/2021;40;74;
" Coquimbo";4101;28/04/2021;709;1794;
" Coquimbo";4102;28/04/2021;663;1677;
" Coquimbo";4103;28/04/2021;35;110;
" Coquimbo";4104;28/04/2021;31;38;
" Coquimbo";4105;28/04/2021;11;29;
" Coquimbo";4106;28/04/2021;79;331;
" Coquimbo";4201;28/04/2021;128;291;
" Coquimbo";4202;28/04/2021;19;89;
" Coquimbo";4203;28/04/2021;65;129;
" Coquimbo";4204;28/04/2021;70;352;
" Coquimbo";4301;28/04/2021;346;589;
" Coquimbo";4302;28/04/2021;48;109;
" Coquimbo";4303;28/04/2021;78;163;
" Coquimbo";4304;28/04/2021;38;60;
" Coquimbo";4305;28/04/2021;16;39;
" Valparaíso";5101;28/04/2021;884;1744;
" Valparaíso";5102;28/04/2021;78;272;
" Valparaíso";5103;28/04/2021;369;635;
" Valparaíso";5104;28/04/2021;9;2;
" Valparaíso";5105;28/04/2021;9;178;
" Valparaíso";5107;28/04/2021;74;337;
" Valparaíso";5109;28/04/2021;603;2118;
" Valparaíso";5201;28/04/2021;9;33;
" Valparaíso";5301;28/04/2021;204;481;
" Valparaíso";5302;28/04/2021;44;91;
" Valparaíso";5303;28/04/2021;44;81;
" Valparaíso";5304;28/04/2021;54;167;
" Valparaíso";5401;28/04/2021;27;285;
" Valparaíso";5402;28/04/2021;98;134;
" Valparaíso";5403;28/04/2021;43;45;
" Valparaíso";5404;28/04/2021;30;71;
" Valparaíso";5405;28/04/2021;53;112;
" Valparaíso";5501;28/04/2021;132;467;
" Valparaíso";5502;28/04/2021;119;442;
" Valparaíso";5503;28/04/2021;;184;
" Valparaíso";5504;28/04/2021;23;162;
" Valparaíso";5506;28/04/2021;78;134;
" Valparaíso";5601;28/04/2021;161;570;
" Valparaíso";5602;28/04/2021;8;58;
" Valparaíso";5603;28/04/2021;56;145;
" Valparaíso";5604;28/04/2021;61;171;
" Valparaíso";5605;28/04/2021;40;107;
" Valparaíso";5606;28/04/2021;81;178;
" Valparaíso";5701;28/04/2021;195;448;
" Valparaíso";5702;28/04/2021;29;107;
" Valparaíso";5703;28/04/2021;80;213;
" Valparaíso";5704;28/04/2021;17;33;
" Valparaíso";5705;28/04/2021;28;95;
" Valparaíso";5706;28/04/2021;43;137;
" Valparaíso";5801;28/04/2021;628;1332;
" Valparaíso";5802;28/04/2021;144;315;
" Valparaíso";5803;28/04/2021;20;127;
" Valparaíso";5804;28/04/2021;305;814;
Libertador B. O'Higgins;6101;28/04/2021;747;2016;
Libertador B. O'Higgins;6102;28/04/2021;77;118;
Libertador B. O'Higgins;6103;28/04/2021;14;52;
Libertador B. O'Higgins;6104;28/04/2021;15;165;
Libertador B. O'Higgins;6105;28/04/2021;31;237;
Libertador B. O'Higgins;6106;28/04/2021;69;208;
Libertador B. O'Higgins;6107;28/04/2021;35;233;
Libertador B. O'Higgins;6108;28/04/2021;140;368;
Libertador B. O'Higgins;6109;28/04/2021;34;134;
Libertador B. O'Higgins;6110;28/04/2021;48;184;
Libertador B. O'Higgins;6111;28/04/2021;47;131;
Libertador B. O'Higgins;6112;28/04/2021;50;106;
Libertador B. O'Higgins;6113;28/04/2021;49;166;
Libertador B. O'Higgins;6114;28/04/2021;40;98;
Libertador B. O'Higgins;6115;28/04/2021;147;395;
Libertador B. O'Higgins;6116;28/04/2021;120;307;
Libertador B. O'Higgins;6117;28/04/2021;140;538;
Libertador B. O'Higgins;6201;28/04/2021;40;180;
Libertador B. O'Higgins;6202;28/04/2021;10;32;
Libertador B. O'Higgins;6203;28/04/2021;25;84;
Libertador B. O'Higgins;6204;28/04/2021;16;98;
Libertador B. O'Higgins;6205;28/04/2021;15;127;
Libertador B. O'Higgins;6206;28/04/2021;35;42;
Libertador B. O'Higgins;6301;28/04/2021;181;482;
Libertador B. O'Higgins;6302;28/04/2021;31;128;
Libertador B. O'Higgins;6303;28/04/2021;;244;
Libertador B. O'Higgins;6304;28/04/2021;12;43;
Libertador B. O'Higgins;6305;28/04/2021;52;166;
Libertador B. O'Higgins;6306;28/04/2021;10;80;
Libertador B. O'Higgins;6307;28/04/2021;31;81;
Libertador B. O'Higgins;6308;28/04/2021;40;60;
Libertador B. O'Higgins;6309;28/04/2021;15;30;
Libertador B. O'Higgins;6310;28/04/2021;27;310;
Maule;7101;28/04/2021;455;1680;
Maule;7102;28/04/2021;71;265;
Maule;7103;28/04/2021;11;15;
Maule;7104;28/04/2021;9;20;
Maule;7105;28/04/2021;45;179;
Maule;7106;28/04/2021;10;74;
Maule;7107;28/04/2021;14;97;
Maule;7108;28/04/2021;22;122;
Maule;7109;28/04/2021;70;318;
Maule;7110;28/04/2021;8;54;
Maule;7201;28/04/2021;58;211;
Maule;7202;28/04/2021;16;77;
Maule;7203;28/04/2021;10;57;
Maule;7301;28/04/2021;331;913;
Maule;7302;28/04/2021;25;71;
Maule;7303;28/04/2021;6;78;
Maule;7304;28/04/2021;108;257;
Maule;7305;28/04/2021;22;46;
Maule;7306;28/04/2021;34;99;
Maule;7307;28/04/2021;40;171;
Maule;7308;28/04/2021;90;231;
Maule;7309;28/04/2021;9;38;
Maule;7401;28/04/2021;149;790;
Maule;7402;28/04/2021;28;171;
Maule;7403;28/04/2021;36;208;
Maule;7404;28/04/2021;35;247;
Maule;7405;28/04/2021;53;123;
Maule;7406;28/04/2021;93;334;
Maule;7407;28/04/2021;35;81;
Maule;7408;28/04/2021;20;149;
Bíobío;8101;28/04/2021;472;2019;
Bíobío;8102;28/04/2021;114;716;
Bíobío;8103;28/04/2021;137;443;
Bíobío;8104;28/04/2021;18;75;
Bíobío;8105;28/04/2021;21;98;
Bíobío;8106;28/04/2021;89;248;
Bíobío;8107;28/04/2021;117;311;
Bíobío;8108;28/04/2021;235;623;
Bíobío;8109;28/04/2021;31;62;
Bíobío;8110;28/04/2021;210;1461;
Bíobío;8111;28/04/2021;110;356;
Bíobío;8112;28/04/2021;152;666;
Bíobío;8201;28/04/2021;36;171;
Bíobío;8202;28/04/2021;90;254;
Bíobío;8203;28/04/2021;53;180;
Bíobío;8204;28/04/2021;7;14;
Bíobío;8205;28/04/2021;47;197;
Bíobío;8206;28/04/2021;36;130;
Bíobío;8207;28/04/2021;25;37;
Bíobío;8301;28/04/2021;865;1837;
Bíobío;8302;28/04/2021;5;34;
Bíobío;8303;28/04/2021;96;233;
Bíobío;8304;28/04/2021;53;164;
Bíobío;8305;28/04/2021;31;100;
Bíobío;8306;28/04/2021;71;231;
Bíobío;8307;28/04/2021;23;57;
Bíobío;8308;28/04/2021;8;26;
Bíobío;8309;28/04/2021;15;69;
Bíobío;8310;28/04/2021;4;30;
Bíobío;8311;28/04/2021;49;64;
Bíobío;8312;28/04/2021;45;90;
Bíobío;8313;28/04/2021;61;145;
Bíobío;8314;28/04/2021;42;12;
" La Araucanía";9101;28/04/2021;778;1819;
" La Araucanía";9102;28/04/2021;40;90;
" La Araucanía";9103;28/04/2021;47;120;
" La Araucanía";9104;28/04/2021;14;39;
" La Araucanía";9105;28/04/2021;50;154;
" La Araucanía";9106;28/04/2021;23;55;
" La Araucanía";9107;28/04/2021;32;91;
" La Araucanía";9108;28/04/2021;151;229;
" La Araucanía";9109;28/04/2021;19;100;
" La Araucanía";9110;28/04/2021;13;6;
" La Araucanía";9111;28/04/2021;100;178;
" La Araucanía";9112;28/04/2021;232;363;
" La Araucanía";9113;28/04/2021;17;47;
" La Araucanía";9114;28/04/2021;110;226;
" La Araucanía";9115;28/04/2021;85;224;
" La Araucanía";9116;28/04/2021;48;40;
" La Araucanía";9117;28/04/2021;22;60;
" La Araucanía";9118;28/04/2021;16;50;
" La Araucanía";9119;28/04/2021;71;147;
" La Araucanía";9120;28/04/2021;211;301;
" La Araucanía";9121;28/04/2021;15;56;
" La Araucanía";9201;28/04/2021;148;361;
" La Araucanía";9202;28/04/2021;47;152;
" La Araucanía";9203;28/04/2021;41;127;
" La Araucanía";9204;28/04/2021;12;20;
" La Araucanía";9205;28/04/2021;23;57;
" La Araucanía";9206;28/04/2021;11;42;
" La Araucanía";9207;28/04/2021;13;40;
" La Araucanía";9208;28/04/2021;12;41;
" La Araucanía";9209;28/04/2021;24;65;
" La Araucanía";9210;28/04/2021;32;106;
" La Araucanía";9211;28/04/2021;87;235;
" Los Lagos";10101;28/04/2021;63;1600;
" Los Lagos";10102;28/04/2021;114;92;
" Los Lagos";10103;28/04/2021;;21;
" Los Lagos";10104;28/04/2021;26;112;
" Los Lagos";10105;28/04/2021;3;160;
" Los Lagos";10106;28/04/2021;55;109;
" Los Lagos";10107;28/04/2021;72;161;
" Los Lagos";10108;28/04/2021;99;145;
" Los Lagos";10109;28/04/2021;65;123;
" Los Lagos";10201;28/04/2021;162;362;
" Los Lagos";10202;28/04/2021;119;178;
" Los Lagos";10203;28/04/2021;74;93;
" Los Lagos";10204;28/04/2021;5;23;
" Los Lagos";10205;28/04/2021;68;92;
" Los Lagos";10206;28/04/2021;16;26;
