FECHA_INMUNIZACION;EDAD_ANOS;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_SUM_of_ÚnicaDOSIS;SUM_of_Refuerzo_DOSIS;SUM_of_4aDOSIS
02/11/2021;13;951;4735;;2;
02/11/2021;14;714;2637;;1;
02/11/2021;15;488;1489;;2;
02/11/2021;16;417;1024;;213;
02/11/2021;17;329;809;;191;
03/11/2021;3;1;;;;
03/11/2021;4;3;2;;;
03/11/2021;5;2;1;;;
03/11/2021;6;2707;8130;;;
03/11/2021;7;2157;9340;;1;
03/11/2021;8;2010;10255;;;
03/11/2021;9;2223;10705;;;
03/11/2021;10;2230;10888;;;
03/11/2021;11;2065;11228;;;
03/11/2021;12;1374;6308;;1;
03/11/2021;13;1032;4496;;1;
03/11/2021;14;816;2413;;3;
03/11/2021;15;502;1322;;3;
03/11/2021;16;398;953;;378;
03/11/2021;17;345;726;;398;
04/11/2021;3;1;2;;1;
04/11/2021;4;;3;;;
04/11/2021;5;1;2;;1;
04/11/2021;6;2742;7947;;;
04/11/2021;7;2407;8803;;;
04/11/2021;8;1952;9309;;;
04/11/2021;9;1956;9701;;;
04/11/2021;10;2057;9897;;;
04/11/2021;11;1929;10414;;;
04/11/2021;12;1311;5659;;4;
04/11/2021;13;1057;4089;;;
04/11/2021;14;758;2351;;5;
04/11/2021;15;504;1251;;1;
04/11/2021;16;422;860;;282;
04/11/2021;17;321;641;;329;
05/11/2021;3;2;1;;;
05/11/2021;4;1;2;;1;
05/11/2021;5;3;3;;;
05/11/2021;6;2812;6787;;;
05/11/2021;7;2231;7345;;1;
05/11/2021;8;1791;7796;;;
05/11/2021;9;1883;8369;;;
05/11/2021;10;1904;8564;;;
05/11/2021;11;1727;8698;;;
05/11/2021;12;1207;5091;;4;
05/11/2021;13;977;3879;;;
05/11/2021;14;688;2120;;5;
05/11/2021;15;471;1193;;9;
05/11/2021;16;369;855;;936;
05/11/2021;17;290;626;;905;
06/11/2021;6;262;410;;1;
06/11/2021;7;245;405;;;
06/11/2021;8;180;418;;2;
06/11/2021;9;220;403;;;
06/11/2021;10;207;451;;;
06/11/2021;11;208;442;;;
06/11/2021;12;129;314;;;
06/11/2021;13;96;262;;1;
06/11/2021;14;74;139;;;
06/11/2021;15;53;81;;1;
06/11/2021;16;36;60;;92;
06/11/2021;17;36;58;;101;
07/11/2021;6;16;16;;;
07/11/2021;7;6;14;;;
07/11/2021;8;9;11;;;
07/11/2021;9;10;12;;;
07/11/2021;10;8;16;;;
07/11/2021;11;9;16;;;
07/11/2021;12;13;21;;;
07/11/2021;13;9;11;;;
07/11/2021;14;10;11;;;
07/11/2021;15;6;4;;;
07/11/2021;16;6;2;;3;
07/11/2021;17;6;3;;6;
08/11/2021;3;2;;;;
08/11/2021;4;2;3;;;
08/11/2021;5;2;1;;;
08/11/2021;6;2222;3741;;2;
08/11/2021;7;1908;4640;;;
08/11/2021;8;1536;4713;;;
08/11/2021;9;1589;4600;;;
08/11/2021;10;1676;4707;;;
08/11/2021;11;1571;4755;;;
08/11/2021;12;1089;2776;;4;
08/11/2021;13;938;2234;;4;
08/11/2021;14;661;1239;;2;
08/11/2021;15;490;743;;4;
08/11/2021;16;417;554;;220;
08/11/2021;17;330;445;;241;
09/11/2021;3;1;3;;;
09/11/2021;4;3;;;;
09/11/2021;5;2;2;;;
09/11/2021;6;2261;5743;;2;
09/11/2021;7;1737;6576;;;
09/11/2021;8;1542;6507;;;
09/11/2021;9;1598;6879;;;
09/11/2021;10;1624;7020;;;
09/11/2021;11;1621;6505;;;
09/11/2021;12;1029;3476;;2;
09/11/2021;13;841;2606;;1;
09/11/2021;14;701;1564;;2;
09/11/2021;15;442;931;;6;
09/11/2021;16;345;638;;278;
09/11/2021;17;257;556;;343;
10/11/2021;5;1;2;;;
10/11/2021;6;2108;5346;;;
10/11/2021;7;1541;6292;;;
10/11/2021;8;1306;6384;;;
10/11/2021;9;1415;6548;;1;
10/11/2021;10;1480;6832;;;
10/11/2021;11;1390;7024;;;
10/11/2021;12;914;3469;;;
10/11/2021;13;730;2585;;;
10/11/2021;14;544;1490;;;
10/11/2021;15;384;892;;3;
10/11/2021;16;325;582;;210;
10/11/2021;17;292;496;;270;
11/11/2021;3;;1;;;
11/11/2021;4;3;;;;
11/11/2021;5;2;1;;;
11/11/2021;6;1834;5070;;;
11/11/2021;7;1441;5758;;;
11/11/2021;8;1268;5972;;;
11/11/2021;9;1234;6227;;;
11/11/2021;10;1270;6647;;;
11/11/2021;11;1162;6938;;;
11/11/2021;12;903;3519;;;
11/11/2021;13;666;2473;;4;
11/11/2021;14;545;1493;;3;
11/11/2021;15;347;748;;1;
11/11/2021;16;279;610;;204;
11/11/2021;17;245;520;;231;
12/11/2021;3;;1;;;
12/11/2021;4;;4;;;
12/11/2021;5;2;2;;;
12/11/2021;6;1967;5001;;;
12/11/2021;7;1428;5199;;;
12/11/2021;8;1292;5109;;;
12/11/2021;9;1253;5319;;;
12/11/2021;10;1262;5525;;;
12/11/2021;11;1123;5216;;;
12/11/2021;12;779;2907;;;
12/11/2021;13;669;2275;;1;
12/11/2021;14;531;1356;;1;
12/11/2021;15;381;772;;3;
12/11/2021;16;303;568;;648;
12/11/2021;17;263;460;;557;
13/11/2021;6;264;314;;;
13/11/2021;7;182;333;;;
13/11/2021;8;167;315;;;
13/11/2021;9;174;347;;;
13/11/2021;10;183;344;;;
13/11/2021;11;170;341;;;
13/11/2021;12;98;237;;1;
13/11/2021;13;98;198;;4;
13/11/2021;14;79;114;;2;
13/11/2021;15;66;86;;;
13/11/2021;16;42;59;;73;
13/11/2021;17;29;47;;74;
14/11/2021;6;13;20;;;
14/11/2021;7;14;21;;;
14/11/2021;8;9;17;;;
14/11/2021;9;10;12;;;
14/11/2021;10;7;14;;;
14/11/2021;11;10;21;;;
14/11/2021;12;17;17;;;
14/11/2021;13;6;16;;;
14/11/2021;14;5;6;;;
14/11/2021;15;3;6;;;
14/11/2021;16;;4;;3;
14/11/2021;17;;3;;5;
15/11/2021;4;;1;;;
15/11/2021;5;1;1;;;
15/11/2021;6;1879;4478;;;
15/11/2021;7;1362;5064;;;
15/11/2021;8;1185;4691;;;
15/11/2021;9;1219;4752;;;
15/11/2021;10;1191;4923;;;
15/11/2021;11;1108;4887;;;
15/11/2021;12;845;2608;;;
15/11/2021;13;738;1883;;4;
15/11/2021;14;525;1160;;1;
15/11/2021;15;375;723;;5;
15/11/2021;16;346;545;;261;
15/11/2021;17;299;475;;298;
16/11/2021;3;1;;;;
16/11/2021;4;1;1;;;
16/11/2021;5;1;1;;;
16/11/2021;6;1819;4464;;;
16/11/2021;7;1330;5141;;;
16/11/2021;8;1141;4827;;;
16/11/2021;9;1164;5066;;;
16/11/2021;10;1135;5238;;;
16/11/2021;11;1093;4990;;;
16/11/2021;12;756;2509;;1;
16/11/2021;13;609;1858;;4;
16/11/2021;14;483;1264;;4;
16/11/2021;15;382;665;;1;
16/11/2021;16;276;481;;217;
16/11/2021;17;271;419;;276;
17/11/2021;3;;1;;;
17/11/2021;5;1;1;;;
17/11/2021;6;1645;4186;;;
17/11/2021;7;1195;4760;;;
17/11/2021;8;976;4490;;;
17/11/2021;9;996;4832;;;
17/11/2021;10;996;4954;;;
17/11/2021;11;921;4871;;;
17/11/2021;12;678;2169;;1;
17/11/2021;13;570;1712;;1;
17/11/2021;14;407;1041;;;
17/11/2021;15;301;647;;;
17/11/2021;16;272;428;;182;
17/11/2021;17;221;370;;240;
18/11/2021;3;;1;;;
18/11/2021;4;2;2;;;
18/11/2021;6;1404;3732;;;
18/11/2021;7;947;3930;;;
18/11/2021;8;902;3789;;;
18/11/2021;9;923;4029;;1;
18/11/2021;10;878;4252;;;
18/11/2021;11;816;4221;;;
18/11/2021;12;552;2058;;3;
18/11/2021;13;445;1518;;3;
18/11/2021;14;366;1004;;1;
18/11/2021;15;274;589;;3;
18/11/2021;16;230;424;;204;
18/11/2021;17;185;359;;213;
19/11/2021;5;1;;;;
19/11/2021;6;1393;3423;;;
19/11/2021;7;904;3307;;;
19/11/2021;8;731;3031;;;
19/11/2021;9;754;3178;;;
19/11/2021;10;795;3420;;;
19/11/2021;11;692;3294;;;
19/11/2021;12;559;1681;;1;
19/11/2021;13;425;1244;;1;
19/11/2021;14;342;867;;3;
19/11/2021;15;271;539;;2;
19/11/2021;16;240;424;;555;
19/11/2021;17;199;363;;592;
20/11/2021;6;153;222;;;
20/11/2021;7;77;183;;;
20/11/2021;8;93;188;;;
20/11/2021;9;88;155;;;
20/11/2021;10;72;166;;;
20/11/2021;11;80;180;;;
20/11/2021;12;62;110;;;
20/11/2021;13;43;105;;;
20/11/2021;14;43;73;;;
20/11/2021;15;32;41;;2;
20/11/2021;16;32;42;;82;
20/11/2021;17;25;36;;83;
21/11/2021;6;13;8;;;
21/11/2021;7;12;8;;;
21/11/2021;8;4;10;;;
21/11/2021;9;10;10;;;
21/11/2021;10;3;11;;;
21/11/2021;11;4;8;;;
21/11/2021;12;5;8;;;
21/11/2021;13;2;10;;;
21/11/2021;14;3;2;;;
21/11/2021;15;2;2;;;
21/11/2021;16;4;4;;10;
21/11/2021;17;1;;;21;
22/11/2021;3;;1;;;
22/11/2021;4;1;2;;;
22/11/2021;5;;1;;;
22/11/2021;6;1285;3057;;;
22/11/2021;7;767;3125;;;
22/11/2021;8;687;2830;;1;
22/11/2021;9;757;2902;;;
22/11/2021;10;753;2997;;;
22/11/2021;11;663;2961;;;
22/11/2021;12;543;1566;;6;
22/11/2021;13;434;1235;;4;
22/11/2021;14;372;814;;;
22/11/2021;15;302;545;;10;
22/11/2021;16;251;393;;247;
22/11/2021;17;194;389;;295;
23/11/2021;4;1;;;;
23/11/2021;5;2;;;;
23/11/2021;6;1317;3177;;;
23/11/2021;7;863;3586;;;
23/11/2021;8;773;3438;;;
23/11/2021;9;719;3405;;;
23/11/2021;10;765;3449;;;
23/11/2021;11;651;3393;;;
23/11/2021;12;484;1718;;4;
23/11/2021;13;383;1239;;2;
23/11/2021;14;317;859;;4;
23/11/2021;15;274;530;;1;
23/11/2021;16;189;444;;201;
23/11/2021;17;183;383;;254;
24/11/2021;3;;2;;;
24/11/2021;4;1;1;;;
24/11/2021;5;;1;;;
24/11/2021;6;1061;3118;;;
24/11/2021;7;746;3302;;;
24/11/2021;8;639;2994;;;
24/11/2021;9;629;3286;;;
24/11/2021;10;633;3417;;;
24/11/2021;11;584;3214;;;
24/11/2021;12;455;1554;;4;
24/11/2021;13;320;1216;;4;
24/11/2021;14;287;824;;2;
24/11/2021;15;234;490;;4;
24/11/2021;16;195;392;;178;
24/11/2021;17;156;321;;192;
25/11/2021;3;;1;;;
25/11/2021;4;1;2;;;
25/11/2021;5;;2;;1;
25/11/2021;6;1082;3091;;;
25/11/2021;7;651;3166;;;
25/11/2021;8;575;2971;;;
25/11/2021;9;588;3229;;;
25/11/2021;10;529;3242;;;
25/11/2021;11;592;3100;;;
25/11/2021;12;391;1511;;2;
25/11/2021;13;336;1164;;1;
25/11/2021;14;284;786;;4;
25/11/2021;15;211;495;;11;
25/11/2021;16;166;389;;142;
25/11/2021;17;184;317;;172;
26/11/2021;4;1;;;;
26/11/2021;5;;2;;;
26/11/2021;6;1096;3046;;;
26/11/2021;7;656;2712;;;
26/11/2021;8;539;2665;;;
26/11/2021;9;527;2628;;;
26/11/2021;10;623;2841;;;
26/11/2021;11;538;2659;;;
26/11/2021;12;360;1499;;3;
26/11/2021;13;310;1122;;3;
26/11/2021;14;257;768;;3;
26/11/2021;15;192;551;;9;
26/11/2021;16;175;373;;349;
26/11/2021;17;162;301;;404;
27/11/2021;6;197;288;;;
27/11/2021;7;118;249;;;
27/11/2021;8;97;203;;;
27/11/2021;9;116;230;;;
27/11/2021;10;101;239;;;
27/11/2021;11;89;261;;;
27/11/2021;12;78;170;;;
27/11/2021;13;48;127;;1;
27/11/2021;14;44;91;;1;
27/11/2021;15;42;52;;3;
27/11/2021;16;25;43;;67;
27/11/2021;17;33;43;;62;
28/11/2021;6;22;22;;;
28/11/2021;7;14;17;;;
28/11/2021;8;10;17;;1;
28/11/2021;9;15;25;;;
28/11/2021;10;11;26;;;
28/11/2021;11;10;18;;;
28/11/2021;12;12;16;;;
28/11/2021;13;6;8;;;
28/11/2021;14;5;14;;;
28/11/2021;15;4;6;;;
28/11/2021;16;4;7;;10;
28/11/2021;17;5;4;;6;
29/11/2021;3;1;;;;
29/11/2021;6;1330;1844;;;
29/11/2021;7;778;1889;;1;
29/11/2021;8;693;1820;;;
29/11/2021;9;637;1780;;1;
29/11/2021;10;697;1883;;;
29/11/2021;11;630;1825;;;
29/11/2021;12;476;1000;;6;
29/11/2021;13;363;803;;4;
29/11/2021;14;310;566;;3;
29/11/2021;15;263;345;;10;
29/11/2021;16;172;294;;235;
29/11/2021;17;166;223;;405;
30/11/2021;6;1329;2449;;;
30/11/2021;7;818;2470;;;
30/11/2021;8;634;2289;;;
30/11/2021;9;694;2352;;;
30/11/2021;10;678;2352;;;
30/11/2021;11;656;2318;;1;
30/11/2021;12;471;1443;;2;
30/11/2021;13;335;1047;;2;
30/11/2021;14;307;754;;4;
30/11/2021;15;267;497;;8;
30/11/2021;16;220;422;;253;
30/11/2021;17;195;355;;497;
01/12/2021;4;2;;;;
01/12/2021;5;1;;;;
01/12/2021;6;1152;2149;;;
01/12/2021;7;672;2011;;;
01/12/2021;8;575;1811;;;
01/12/2021;9;607;1873;;;
01/12/2021;10;592;1931;;1;
01/12/2021;11;595;1994;;;
01/12/2021;12;423;1227;;1;
01/12/2021;13;347;1019;;7;
01/12/2021;14;279;790;;4;
01/12/2021;15;236;500;;12;
01/12/2021;16;197;384;;222;
01/12/2021;17;186;361;;382;
02/12/2021;3;4;2;;;
02/12/2021;4;;2;;;
02/12/2021;5;7;3;;;
02/12/2021;6;978;2174;;;
02/12/2021;7;587;1937;;;
02/12/2021;8;502;1715;;;
02/12/2021;9;530;1748;;1;
02/12/2021;10;491;1919;;;
02/12/2021;11;488;1890;;;
02/12/2021;12;363;1170;;3;
02/12/2021;13;306;960;;4;
02/12/2021;14;262;694;;1;
02/12/2021;15;175;453;;10;
02/12/2021;16;178;395;;225;
02/12/2021;17;179;314;;296;
03/12/2021;3;5;1;;;
03/12/2021;4;2;2;;;
03/12/2021;5;10;2;;;
03/12/2021;6;997;2218;;;
03/12/2021;7;559;1855;;1;
03/12/2021;8;465;1533;;;
03/12/2021;9;474;1624;;;
03/12/2021;10;484;1672;;;
03/12/2021;11;472;1661;;;
03/12/2021;12;306;1142;;3;
03/12/2021;13;281;912;;4;
03/12/2021;14;227;658;;5;
03/12/2021;15;170;458;;12;
03/12/2021;16;173;353;;558;
03/12/2021;17;159;291;;693;
04/12/2021;5;1;;;;
04/12/2021;6;137;227;;;
04/12/2021;7;91;171;;;
04/12/2021;8;75;149;;1;
04/12/2021;9;74;154;;;
04/12/2021;10;68;158;;;
04/12/2021;11;70;161;;1;
04/12/2021;12;56;127;;1;
04/12/2021;13;48;99;;;
04/12/2021;14;44;66;;2;
04/12/2021;15;30;58;;4;
04/12/2021;16;29;44;;64;
04/12/2021;17;28;31;;75;
05/12/2021;6;22;21;;;
05/12/2021;7;14;9;;;
05/12/2021;8;8;10;;;
05/12/2021;9;10;13;;;
05/12/2021;10;9;12;;;
05/12/2021;11;8;16;;;
05/12/2021;12;7;12;;;
05/12/2021;13;5;11;;;
05/12/2021;14;6;15;;;
05/12/2021;15;5;2;;1;
05/12/2021;16;3;5;;5;
05/12/2021;17;2;6;;15;
06/12/2021;3;954;2;;;
06/12/2021;4;1387;3;;;
06/12/2021;5;1792;3;;;
06/12/2021;6;1262;2126;;;
06/12/2021;7;686;1931;;;
06/12/2021;8;613;1663;;1;
06/12/2021;9;568;1672;;;
06/12/2021;10;575;1766;;;
06/12/2021;11;522;1689;;;
06/12/2021;12;385;1163;;69;
06/12/2021;13;348;970;;79;
06/12/2021;14;264;733;;130;
06/12/2021;15;222;502;;179;
06/12/2021;16;187;448;;586;
06/12/2021;17;159;328;;2362;
07/12/2021;3;1344;3;;;
07/12/2021;4;1752;2;;;
07/12/2021;5;2331;1;;;
07/12/2021;6;1284;2203;;;
07/12/2021;7;660;1976;;;
07/12/2021;8;556;1695;;;
07/12/2021;9;547;1754;;;
07/12/2021;10;580;1794;;1;
07/12/2021;11;500;1758;;;
07/12/2021;12;402;1150;;119;
07/12/2021;13;301;944;;131;
07/12/2021;14;256;665;;158;
07/12/2021;15;187;495;;255;
07/12/2021;16;201;403;;691;
07/12/2021;17;152;259;;3348;
08/12/2021;3;34;;;;
08/12/2021;4;29;;;;
08/12/2021;5;60;;;;
08/12/2021;6;30;23;;;
08/12/2021;7;12;16;;;
08/12/2021;8;11;14;;;
08/12/2021;9;8;14;;;
08/12/2021;10;10;18;;;
08/12/2021;11;8;10;;;
08/12/2021;12;6;9;;3;
08/12/2021;13;4;6;;3;
08/12/2021;14;6;9;;5;
08/12/2021;15;2;7;;14;
08/12/2021;16;3;8;;30;
08/12/2021;17;2;2;;58;
09/12/2021;3;7416;2;;;
09/12/2021;4;9941;1;;;
09/12/2021;5;12941;1;;;
09/12/2021;6;1312;2220;;;
09/12/2021;7;654;1816;;;
09/12/2021;8;526;1670;;;
09/12/2021;9;501;1662;;;
09/12/2021;10;525;1812;;;
09/12/2021;11;469;1726;;;
09/12/2021;12;331;1178;;715;
09/12/2021;13;286;919;;717;
09/12/2021;14;240;690;;870;
09/12/2021;15;193;492;;1089;
09/12/2021;16;159;404;;2824;
09/12/2021;17;139;311;;5373;
10/12/2021;3;7189;;;;
10/12/2021;4;9486;4;;;
10/12/2021;5;11653;1;;;
10/12/2021;6;1290;2126;;;
10/12/2021;7;576;1626;;;
10/12/2021;8;447;1440;;;
10/12/2021;9;469;1448;;;
10/12/2021;10;430;1512;;;
10/12/2021;11;410;1367;;;
10/12/2021;12;356;1013;;547;
10/12/2021;13;249;804;;525;
10/12/2021;14;222;673;;646;
10/12/2021;15;172;435;;850;
10/12/2021;16;153;358;;2392;
10/12/2021;17;128;260;;4962;
11/12/2021;3;683;;;;
11/12/2021;4;788;;;;
11/12/2021;5;971;;;;
11/12/2021;6;209;260;;;
11/12/2021;7;95;212;;;
11/12/2021;8;79;160;;;
11/12/2021;9;78;179;;;
11/12/2021;10;79;173;;;
11/12/2021;11;68;163;;;
11/12/2021;12;48;123;;96;
11/12/2021;13;38;92;;82;
11/12/2021;14;45;77;;113;
11/12/2021;15;29;54;;138;
11/12/2021;16;24;53;;316;
11/12/2021;17;19;29;;1037;
12/12/2021;3;33;;;;
12/12/2021;4;42;;;;
12/12/2021;5;58;;;;
12/12/2021;6;30;26;;;
12/12/2021;7;10;25;;;
12/12/2021;8;8;13;;;
12/12/2021;9;9;25;;;
12/12/2021;10;12;17;;;
12/12/2021;11;10;14;;;
12/12/2021;12;7;13;;1;
12/12/2021;13;8;13;;10;
12/12/2021;14;7;8;;4;
12/12/2021;15;5;6;;11;
12/12/2021;16;6;5;;35;
12/12/2021;17;3;4;;92;
13/12/2021;3;5670;2;;;
13/12/2021;4;7412;2;;;
13/12/2021;5;9531;2;;;
13/12/2021;6;1574;2106;;;
13/12/2021;7;732;1621;;;
13/12/2021;8;659;1581;;;
13/12/2021;9;583;1520;;;
13/12/2021;10;525;1545;;;
13/12/2021;11;516;1432;;;
13/12/2021;12;400;1035;;513;
13/12/2021;13;304;917;;502;
13/12/2021;14;245;703;;648;
13/12/2021;15;215;511;;1501;
13/12/2021;16;178;395;;4726;
13/12/2021;17;184;330;;6535;
14/12/2021;3;5130;1;;;
14/12/2021;4;7127;2;;;
14/12/2021;5;8555;2;;;
14/12/2021;6;1508;2008;;;
14/12/2021;7;662;1585;;;
14/12/2021;8;588;1420;;;
14/12/2021;9;531;1445;;;
14/12/2021;10;494;1456;;;
14/12/2021;11;475;1383;;1;
14/12/2021;12;363;981;;532;
14/12/2021;13;260;781;;496;
14/12/2021;14;234;568;;687;
14/12/2021;15;223;444;;1559;
14/12/2021;16;153;343;;5349;
14/12/2021;17;173;331;;6042;
15/12/2021;3;4639;;;;
15/12/2021;4;6128;1;;;
15/12/2021;5;7326;1;;;
15/12/2021;6;1436;1820;;;
15/12/2021;7;634;1544;;;
15/12/2021;8;497;1279;;;
15/12/2021;9;502;1375;;;
15/12/2021;10;548;1346;;;
15/12/2021;11;421;1284;;;
15/12/2021;12;346;944;;477;
15/12/2021;13;227;717;;480;
15/12/2021;14;228;539;;628;
15/12/2021;15;183;392;;1572;
15/12/2021;16;170;310;;5193;
15/12/2021;17;125;261;;5200;
16/12/2021;3;4615;;;;
16/12/2021;4;5603;;;;
16/12/2021;5;6485;1;;1;
16/12/2021;6;1239;1612;;;
16/12/2021;7;552;1209;;;
16/12/2021;8;494;1079;;;
16/12/2021;9;468;1171;;;
16/12/2021;10;446;1129;;;
16/12/2021;11;453;1117;;;
16/12/2021;12;355;836;;488;
16/12/2021;13;229;592;;481;
16/12/2021;14;195;494;;571;
16/12/2021;15;150;376;;1639;
16/12/2021;16;143;299;;5233;
16/12/2021;17;135;280;;4606;
17/12/2021;3;4135;;;;
17/12/2021;4;5010;1;;;
17/12/2021;5;5440;;;;
17/12/2021;6;1067;1474;;;
17/12/2021;7;460;1022;;;
17/12/2021;8;358;939;;;
17/12/2021;9;380;950;;;
17/12/2021;10;351;962;;;
17/12/2021;11;309;959;;1;
17/12/2021;12;258;711;;451;
17/12/2021;13;199;587;;447;
17/12/2021;14;179;416;;504;
17/12/2021;15;155;313;;1355;
17/12/2021;16;135;273;;4636;
17/12/2021;17;104;237;;4161;
18/12/2021;3;465;;;;
18/12/2021;4;546;;;;
18/12/2021;5;649;;;;
18/12/2021;6;177;186;;;
18/12/2021;7;69;107;;;
18/12/2021;8;59;111;;;
18/12/2021;9;70;102;;;
18/12/2021;10;57;119;;;
18/12/2021;11;60;113;;;
18/12/2021;12;45;76;;81;
18/12/2021;13;33;63;;100;
18/12/2021;14;34;58;;104;
18/12/2021;15;20;42;;223;
18/12/2021;16;16;19;;612;
18/12/2021;17;13;29;;774;
19/12/2021;3;25;;;;
19/12/2021;4;53;;;;
19/12/2021;5;33;;;;
19/12/2021;6;8;11;;;
19/12/2021;7;8;7;;;
19/12/2021;8;7;9;;;
19/12/2021;9;6;10;;;
19/12/2021;10;6;10;;;
19/12/2021;11;11;9;;;
19/12/2021;12;3;10;;9;
19/12/2021;13;4;3;;9;
19/12/2021;14;2;1;;10;
19/12/2021;15;2;5;;19;
19/12/2021;16;;2;;29;
19/12/2021;17;1;2;;62;
20/12/2021;3;3325;;;;
20/12/2021;4;4119;1;;;
20/12/2021;5;5045;;;;
20/12/2021;6;1185;1460;;;
20/12/2021;7;473;1074;;;
20/12/2021;8;424;927;;;
20/12/2021;9;378;947;;;
20/12/2021;10;371;968;;;
20/12/2021;11;396;873;;;
20/12/2021;12;291;729;;444;
20/12/2021;13;215;549;;479;
20/12/2021;14;197;446;;1082;
20/12/2021;15;171;309;;4597;
20/12/2021;16;143;269;;4090;
20/12/2021;17;142;213;;4696;
21/12/2021;3;2874;;;;
21/12/2021;4;3712;1;;;
21/12/2021;5;4341;1;;;
21/12/2021;6;1084;1402;;;
21/12/2021;7;433;1057;;;
21/12/2021;8;401;906;;;
21/12/2021;9;355;967;;;
21/12/2021;10;369;981;;1;
21/12/2021;11;322;873;;;
21/12/2021;12;292;682;;525;
21/12/2021;13;191;482;;547;
21/12/2021;14;176;435;;1177;
21/12/2021;15;159;313;;5462;
21/12/2021;16;132;275;;4054;
21/12/2021;17;105;211;;4448;
22/12/2021;3;2396;;;;
22/12/2021;4;2787;2;;;
22/12/2021;5;3367;;;;
22/12/2021;6;834;1228;;;
22/12/2021;7;356;880;;;
22/12/2021;8;311;752;;;
22/12/2021;9;284;786;;;
22/12/2021;10;273;824;;;
22/12/2021;11;295;750;;;
22/12/2021;12;189;559;;407;
22/12/2021;13;168;454;;464;
22/12/2021;14;139;370;;1096;
22/12/2021;15;124;325;;4928;
22/12/2021;16;117;219;;3774;
22/12/2021;17;107;174;;3775;
23/12/2021;3;1642;;;;
23/12/2021;4;1910;;;;
23/12/2021;5;2077;1;;;
23/12/2021;6;593;1015;;;
23/12/2021;7;240;695;;;
23/12/2021;8;186;592;;;
23/12/2021;9;198;600;;;
23/12/2021;10;189;625;;;
23/12/2021;11;207;634;;;
23/12/2021;12;134;426;;317;
23/12/2021;13;140;347;;360;
23/12/2021;14;112;319;;856;
23/12/2021;15;85;240;;3910;
23/12/2021;16;83;207;;3073;
23/12/2021;17;91;168;;3114;
24/12/2021;3;255;;;;
24/12/2021;4;289;;;;
24/12/2021;5;315;;;;
24/12/2021;6;69;210;;;
24/12/2021;7;42;132;;;
24/12/2021;8;29;107;;1;
24/12/2021;9;28;108;;;
24/12/2021;10;49;133;;;
24/12/2021;11;23;137;;;
24/12/2021;12;22;93;;65;
24/12/2021;13;19;92;;94;
24/12/2021;14;16;80;;210;
24/12/2021;15;25;57;;949;
24/12/2021;16;17;45;;785;
24/12/2021;17;17;49;;791;
26/12/2021;3;10;;;;
26/12/2021;4;16;;;;
26/12/2021;5;20;;;;
26/12/2021;6;7;7;;;
26/12/2021;7;1;5;;;
26/12/2021;8;1;3;;;
26/12/2021;9;3;8;;;
26/12/2021;10;;7;;;
26/12/2021;11;3;7;;;
26/12/2021;12;1;8;;1;
26/12/2021;13;1;1;;2;
26/12/2021;14;1;2;;6;
26/12/2021;15;4;3;;24;
26/12/2021;16;;4;;22;
26/12/2021;17;2;3;;33;
27/12/2021;3;2823;;;;
27/12/2021;4;3439;;;;
27/12/2021;5;4115;;;1;
27/12/2021;6;1262;1651;;;
27/12/2021;7;520;1098;;1;
27/12/2021;8;448;948;;;
27/12/2021;9;435;970;;1;
27/12/2021;10;461;991;;1;
27/12/2021;11;436;932;;1;
27/12/2021;12;328;741;;771;
27/12/2021;13;249;593;;824;
27/12/2021;14;195;455;;4321;
27/12/2021;15;177;354;;5368;
27/12/2021;16;160;270;;4886;
27/12/2021;17;105;248;;5905;
28/12/2021;3;3206;;;;
28/12/2021;4;3800;2;;;
28/12/2021;5;4599;;;;
28/12/2021;6;1552;1862;;;
28/12/2021;7;685;1220;;;
28/12/2021;8;507;1038;;1;
28/12/2021;9;536;1107;;1;
28/12/2021;10;535;1117;;;
28/12/2021;11;492;1141;;1;
28/12/2021;12;327;795;;850;
28/12/2021;13;255;606;;950;
28/12/2021;14;198;490;;5296;
28/12/2021;15;166;397;;6670;
28/12/2021;16;154;258;;6143;
28/12/2021;17;136;254;;7638;
29/12/2021;3;3000;;;;
29/12/2021;4;3256;2;;;
29/12/2021;5;4137;;;;
29/12/2021;6;1464;1765;;2;
29/12/2021;7;683;1219;;;
29/12/2021;8;582;1016;;1;
29/12/2021;9;534;1073;;1;
29/12/2021;10;550;1130;;;
29/12/2021;11;488;1105;;2;
29/12/2021;12;360;779;;882;
29/12/2021;13;241;621;;984;
29/12/2021;14;211;497;;4969;
29/12/2021;15;175;364;;6559;
29/12/2021;16;163;293;;6260;
29/12/2021;17;131;233;;8125;
30/12/2021;3;2316;1;;;
30/12/2021;4;2737;2;;;
30/12/2021;5;3283;7;;;
30/12/2021;6;1212;1455;;;
30/12/2021;7;600;1030;;;
30/12/2021;8;506;934;;1;
30/12/2021;9;503;984;;1;
30/12/2021;10;462;933;;1;
30/12/2021;11;468;1008;;2;
30/12/2021;12;331;743;;733;
30/12/2021;13;262;604;;884;
30/12/2021;14;222;524;;4335;
30/12/2021;15;193;372;;6143;
30/12/2021;16;157;326;;6229;
30/12/2021;17;152;254;;7554;
31/12/2021;3;453;3;;;
31/12/2021;4;522;4;;;
31/12/2021;5;555;12;;;
31/12/2021;6;194;321;;;
31/12/2021;7;101;183;;;
