FECHA_INMUNIZACION;EDAD_ANOS;SUM_of_1aDOSIS;SUM_of_2aDOSIS;SUM_of_SUM_of_ÚnicaDOSIS;SUM_of_Refuerzo_DOSIS;SUM_of_4aDOSIS
19/04/2022;13;17;35;;696;
19/04/2022;14;15;24;;476;
19/04/2022;15;14;20;;310;
19/04/2022;16;10;29;;237;30
19/04/2022;17;18;33;;251;158
20/04/2022;3;271;426;;;
20/04/2022;4;161;309;;1;
20/04/2022;5;122;288;;4;
20/04/2022;6;80;178;;1173;
20/04/2022;7;44;97;;1182;
20/04/2022;8;44;90;;1232;
20/04/2022;9;40;106;;1331;
20/04/2022;10;27;81;;1337;
20/04/2022;11;36;62;;1110;1
20/04/2022;12;28;36;;883;
20/04/2022;13;13;31;;761;2
20/04/2022;14;9;24;;500;2
20/04/2022;15;13;18;;311;5
20/04/2022;16;13;10;;202;32
20/04/2022;17;15;29;;266;168
21/04/2022;3;270;367;;;
21/04/2022;4;150;258;;;
21/04/2022;5;140;284;;;
21/04/2022;6;90;132;;1023;
21/04/2022;7;62;93;;1135;
21/04/2022;8;42;70;;1054;
21/04/2022;9;33;57;;1079;
21/04/2022;10;31;68;;1062;
21/04/2022;11;27;57;;1024;1
21/04/2022;12;19;34;;874;1
21/04/2022;13;11;26;;674;
21/04/2022;14;12;24;;504;2
21/04/2022;15;8;13;;313;
21/04/2022;16;15;18;;232;22
21/04/2022;17;7;17;;229;177
22/04/2022;3;314;527;;;
22/04/2022;4;153;375;;;
22/04/2022;5;130;362;;4;
22/04/2022;6;90;224;;1210;
22/04/2022;7;48;105;;1227;1
22/04/2022;8;33;94;;1277;
22/04/2022;9;42;100;;1390;
22/04/2022;10;40;85;;1333;1
22/04/2022;11;23;78;;1401;
22/04/2022;12;19;64;;1285;3
22/04/2022;13;21;49;;1132;4
22/04/2022;14;13;35;;766;3
22/04/2022;15;9;21;;425;2
22/04/2022;16;12;29;;309;44
22/04/2022;17;19;27;;269;229
23/04/2022;3;65;80;;;
23/04/2022;4;26;75;;;
23/04/2022;5;24;73;;4;
23/04/2022;6;22;47;;399;
23/04/2022;7;7;20;;358;2
23/04/2022;8;7;18;;372;
23/04/2022;9;3;17;;382;
23/04/2022;10;5;18;;432;
23/04/2022;11;3;14;;400;
23/04/2022;12;6;8;;283;
23/04/2022;13;2;8;;260;
23/04/2022;14;4;6;;184;2
23/04/2022;15;3;8;;109;2
23/04/2022;16;5;8;;53;19
23/04/2022;17;;2;;40;56
24/04/2022;3;1;2;;;
24/04/2022;4;;2;;;
24/04/2022;5;1;1;;;
24/04/2022;6;1;;;6;
24/04/2022;7;1;;;1;
24/04/2022;8;;2;;8;
24/04/2022;9;;;;4;
24/04/2022;10;;1;;6;
24/04/2022;11;;;;9;
24/04/2022;12;;;;7;
24/04/2022;13;;;;6;
24/04/2022;14;;;;9;
24/04/2022;15;;;;1;
24/04/2022;16;;;;5;
24/04/2022;17;;;;2;4
25/04/2022;3;313;408;;;
25/04/2022;4;157;303;;;
25/04/2022;5;161;309;;5;
25/04/2022;6;87;195;;805;
25/04/2022;7;34;93;;782;
25/04/2022;8;22;64;;757;2
25/04/2022;9;28;74;;776;
25/04/2022;10;29;60;;834;
25/04/2022;11;26;56;;902;
25/04/2022;12;13;42;;865;1
25/04/2022;13;28;42;;709;4
25/04/2022;14;12;29;;566;1
25/04/2022;15;17;32;;347;3
25/04/2022;16;11;34;;245;41
25/04/2022;17;12;17;;277;203
26/04/2022;3;277;335;;;
26/04/2022;4;134;248;;1;
26/04/2022;5;124;230;;11;
26/04/2022;6;80;126;;962;1
26/04/2022;7;36;78;;960;
26/04/2022;8;30;81;;978;
26/04/2022;9;33;73;;1044;
26/04/2022;10;25;52;;1075;1
26/04/2022;11;25;58;;940;
26/04/2022;12;24;32;;815;3
26/04/2022;13;18;37;;637;
26/04/2022;14;11;29;;449;4
26/04/2022;15;9;29;;301;3
26/04/2022;16;13;22;;207;26
26/04/2022;17;11;16;;241;172
27/04/2022;3;213;313;;;
27/04/2022;4;134;251;;1;
27/04/2022;5;113;239;;13;
27/04/2022;6;65;157;;858;
27/04/2022;7;46;77;;967;
27/04/2022;8;30;75;;1029;
27/04/2022;9;33;69;;898;
27/04/2022;10;28;65;;933;
27/04/2022;11;20;53;;862;
27/04/2022;12;22;56;;797;2
27/04/2022;13;11;28;;656;
27/04/2022;14;10;22;;527;1
27/04/2022;15;7;27;;293;2
27/04/2022;16;14;13;;247;41
27/04/2022;17;13;20;;233;175
28/04/2022;3;282;350;;;
28/04/2022;4;160;259;;1;
28/04/2022;5;143;263;;7;
28/04/2022;6;95;160;;1024;
28/04/2022;7;55;105;;978;1
28/04/2022;8;44;73;;949;1
28/04/2022;9;31;59;;990;2
28/04/2022;10;32;47;;975;1
28/04/2022;11;19;52;;903;
28/04/2022;12;13;43;;753;2
28/04/2022;13;13;31;;674;
28/04/2022;14;11;25;;477;6
28/04/2022;15;16;24;;279;3
28/04/2022;16;10;17;;229;37
28/04/2022;17;13;20;;224;187
29/04/2022;3;390;481;;1;
29/04/2022;4;185;355;;;
29/04/2022;5;158;337;;12;
29/04/2022;6;102;195;;1253;
29/04/2022;7;47;101;;1234;1
29/04/2022;8;48;86;;1360;
29/04/2022;9;54;93;;1360;
29/04/2022;10;31;71;;1475;1
29/04/2022;11;34;66;;1546;
29/04/2022;12;19;48;;1246;2
29/04/2022;13;21;40;;1104;2
29/04/2022;14;13;29;;772;3
29/04/2022;15;11;28;;426;3
29/04/2022;16;9;18;;308;58
29/04/2022;17;15;21;;309;287
30/04/2022;3;62;94;;;
30/04/2022;4;32;55;;1;
30/04/2022;5;29;42;;9;
30/04/2022;6;21;44;;391;
30/04/2022;7;8;18;;363;
30/04/2022;8;10;10;;383;
30/04/2022;9;8;21;;392;
30/04/2022;10;6;5;;475;
30/04/2022;11;8;14;;425;
30/04/2022;12;7;3;;360;1
30/04/2022;13;5;9;;338;
30/04/2022;14;1;7;;242;
30/04/2022;15;2;6;;153;3
30/04/2022;16;4;3;;99;16
30/04/2022;17;2;3;;87;51
01/05/2022;11;;;;3;
01/05/2022;13;;;;1;
01/05/2022;16;;;;;1
01/05/2022;17;;;;1;1
02/05/2022;3;282;380;;12;
02/05/2022;4;171;282;;29;
02/05/2022;5;141;264;;88;
02/05/2022;6;117;182;;889;1
02/05/2022;7;50;92;;776;
02/05/2022;8;46;71;;721;1
02/05/2022;9;40;65;;803;1
02/05/2022;10;34;70;;909;
02/05/2022;11;38;61;;1095;3
02/05/2022;12;28;46;;1074;1
02/05/2022;13;21;28;;919;2
02/05/2022;14;15;29;;693;3
02/05/2022;15;13;27;;438;
02/05/2022;16;22;21;;348;39
02/05/2022;17;14;27;;382;266
03/05/2022;3;268;349;;16;
03/05/2022;4;147;244;;21;
03/05/2022;5;112;270;;118;
03/05/2022;6;94;181;;1127;
03/05/2022;7;60;87;;1067;1
03/05/2022;8;49;75;;1016;
03/05/2022;9;43;65;;1009;
03/05/2022;10;34;56;;1052;1
03/05/2022;11;33;48;;1087;1
03/05/2022;12;16;45;;988;1
03/05/2022;13;17;32;;808;1
03/05/2022;14;14;35;;631;3
03/05/2022;15;12;24;;449;
03/05/2022;16;8;21;;356;41
03/05/2022;17;11;34;;414;226
04/05/2022;3;277;318;;31;
04/05/2022;4;130;276;;38;
04/05/2022;5;123;243;;185;
04/05/2022;6;112;207;;1357;1
04/05/2022;7;53;106;;1412;1
04/05/2022;8;52;89;;1371;1
04/05/2022;9;41;79;;1465;
04/05/2022;10;47;81;;1546;1
04/05/2022;11;24;55;;1386;
04/05/2022;12;21;49;;999;
04/05/2022;13;24;44;;876;2
04/05/2022;14;17;32;;669;1
04/05/2022;15;8;23;;411;3
04/05/2022;16;14;31;;323;46
04/05/2022;17;12;33;;363;214
05/05/2022;3;274;330;;27;1
05/05/2022;4;142;222;;60;
05/05/2022;5;121;249;;196;
05/05/2022;6;143;149;;1708;
05/05/2022;7;61;93;;1749;
05/05/2022;8;48;90;;1680;
05/05/2022;9;63;69;;1700;
05/05/2022;10;46;66;;1715;
05/05/2022;11;43;60;;1361;
05/05/2022;12;22;36;;1018;1
05/05/2022;13;19;37;;833;2
05/05/2022;14;13;29;;578;1
05/05/2022;15;16;19;;404;3
05/05/2022;16;9;22;;306;33
05/05/2022;17;14;28;;340;219
06/05/2022;3;349;435;;29;
06/05/2022;4;154;259;;94;
06/05/2022;5;121;274;;336;
06/05/2022;6;152;234;;2043;1
06/05/2022;7;85;113;;1922;1
06/05/2022;8;58;108;;1857;
06/05/2022;9;63;100;;2049;1
06/05/2022;10;37;97;;2028;
06/05/2022;11;48;67;;1877;1
06/05/2022;12;26;60;;1442;1
06/05/2022;13;27;41;;1234;7
06/05/2022;14;18;28;;908;2
06/05/2022;15;10;28;;571;3
06/05/2022;16;11;39;;445;49
06/05/2022;17;9;27;;344;221
07/05/2022;3;87;99;;9;
07/05/2022;4;37;59;;23;
07/05/2022;5;30;74;;100;
07/05/2022;6;29;38;;582;
07/05/2022;7;11;22;;553;
07/05/2022;8;11;11;;517;
07/05/2022;9;7;14;;560;
07/05/2022;10;5;12;;592;
07/05/2022;11;3;14;;503;
07/05/2022;12;11;11;;409;
07/05/2022;13;6;9;;345;
07/05/2022;14;5;7;;223;1
07/05/2022;15;2;6;;146;1
07/05/2022;16;1;7;;91;11
07/05/2022;17;1;6;;74;48
08/05/2022;3;1;1;;3;
08/05/2022;4;;2;;1;
08/05/2022;5;1;;;4;
08/05/2022;6;3;1;;15;
08/05/2022;7;;1;;19;
08/05/2022;8;;;;20;
08/05/2022;9;2;;;15;
08/05/2022;10;;;;18;
08/05/2022;11;;;;29;
08/05/2022;12;;1;;18;
08/05/2022;13;;;;13;
08/05/2022;14;;;;17;
08/05/2022;15;;;;5;
08/05/2022;16;;;;1;
08/05/2022;17;;;;2;2
09/05/2022;3;284;338;;63;
09/05/2022;4;154;262;;113;
09/05/2022;5;135;271;;379;
09/05/2022;6;126;178;;1631;1
09/05/2022;7;83;100;;1511;
09/05/2022;8;41;92;;1488;
09/05/2022;9;49;78;;1581;1
09/05/2022;10;37;67;;1467;
09/05/2022;11;33;62;;1316;
09/05/2022;12;21;49;;1086;1
09/05/2022;13;32;43;;976;1
09/05/2022;14;21;31;;629;2
09/05/2022;15;13;32;;493;4
09/05/2022;16;13;33;;301;72
09/05/2022;17;16;32;;388;235
10/05/2022;3;296;345;;73;
10/05/2022;4;137;198;;93;
10/05/2022;5;117;250;;285;
10/05/2022;6;117;172;;1127;
10/05/2022;7;69;93;;1064;
10/05/2022;8;44;75;;978;
10/05/2022;9;37;67;;1000;
10/05/2022;10;27;58;;1087;
10/05/2022;11;29;46;;1162;
10/05/2022;12;15;60;;1151;5
10/05/2022;13;19;30;;942;1
10/05/2022;14;12;33;;707;
10/05/2022;15;11;12;;487;5
10/05/2022;16;17;20;;336;102
10/05/2022;17;17;28;;364;238
11/05/2022;3;301;337;;87;
11/05/2022;4;167;245;;124;
11/05/2022;5;131;251;;322;
11/05/2022;6;121;177;;1283;
11/05/2022;7;57;113;;1294;1
11/05/2022;8;61;83;;1252;
11/05/2022;9;43;88;;1165;
11/05/2022;10;48;82;;1226;
11/05/2022;11;47;69;;1507;1
11/05/2022;12;24;47;;1409;5
11/05/2022;13;20;32;;1221;5
11/05/2022;14;13;31;;857;6
11/05/2022;15;15;27;;655;4
11/05/2022;16;7;18;;498;161
11/05/2022;17;19;22;;418;290
12/05/2022;3;286;342;;91;
12/05/2022;4;153;211;;151;
12/05/2022;5;135;253;;355;
12/05/2022;6;144;174;;1183;1
12/05/2022;7;66;95;;1142;
12/05/2022;8;70;87;;1231;
12/05/2022;9;40;77;;1305;1
12/05/2022;10;51;72;;1285;
12/05/2022;11;32;71;;1495;
12/05/2022;12;28;46;;1430;5
12/05/2022;13;22;33;;1190;4
12/05/2022;14;11;22;;893;2
12/05/2022;15;12;29;;619;4
12/05/2022;16;14;22;;506;148
12/05/2022;17;13;28;;419;311
13/05/2022;3;387;381;;115;
13/05/2022;4;145;262;;193;
13/05/2022;5;188;310;;522;
13/05/2022;6;158;230;;1575;
13/05/2022;7;79;110;;1538;
13/05/2022;8;58;84;;1534;1
13/05/2022;9;69;82;;1559;
13/05/2022;10;49;71;;1588;1
13/05/2022;11;32;72;;1976;2
13/05/2022;12;27;48;;1842;3
13/05/2022;13;23;39;;1690;3
13/05/2022;14;17;29;;1255;7
13/05/2022;15;22;31;;832;8
13/05/2022;16;23;28;;603;224
13/05/2022;17;16;24;;455;322
14/05/2022;3;103;98;;38;
14/05/2022;4;24;64;;82;
14/05/2022;5;35;80;;194;
14/05/2022;6;42;44;;644;
14/05/2022;7;8;32;;605;
14/05/2022;8;14;22;;622;
14/05/2022;9;11;10;;630;
14/05/2022;10;12;18;;684;
14/05/2022;11;7;15;;776;
14/05/2022;12;9;14;;692;1
14/05/2022;13;3;10;;636;3
14/05/2022;14;7;7;;447;2
14/05/2022;15;5;7;;293;6
14/05/2022;16;5;5;;220;75
14/05/2022;17;8;2;;104;125
15/05/2022;3;4;7;;6;
15/05/2022;4;2;5;;;
15/05/2022;5;3;8;;11;
15/05/2022;6;2;5;;36;
15/05/2022;7;;2;;46;
15/05/2022;8;1;1;;30;
15/05/2022;9;;2;;59;
15/05/2022;10;1;;;53;
15/05/2022;11;1;;;72;
15/05/2022;12;1;;;42;
15/05/2022;13;;;;46;1
15/05/2022;14;;1;;34;1
15/05/2022;15;;1;;24;
15/05/2022;16;1;;;16;8
15/05/2022;17;;;;6;7
16/05/2022;3;376;321;;128;
16/05/2022;4;179;316;;204;
16/05/2022;5;184;298;;475;
16/05/2022;6;173;223;;1492;
16/05/2022;7;89;133;;1413;
16/05/2022;8;59;109;;1282;
16/05/2022;9;51;96;;1325;1
16/05/2022;10;58;93;;1398;
16/05/2022;11;55;64;;1643;1
16/05/2022;12;42;54;;1709;7
16/05/2022;13;31;50;;1458;5
16/05/2022;14;28;25;;1137;4
16/05/2022;15;14;30;;824;15
16/05/2022;16;20;23;;656;234
16/05/2022;17;28;23;;510;440
17/05/2022;3;413;363;;135;
17/05/2022;4;201;298;;243;
17/05/2022;5;192;364;;643;1
17/05/2022;6;198;259;;1862;
17/05/2022;7;104;126;;1713;
17/05/2022;8;77;102;;1631;
17/05/2022;9;65;106;;1868;2
17/05/2022;10;52;86;;1868;
17/05/2022;11;56;75;;1886;
17/05/2022;12;26;60;;1684;5
17/05/2022;13;31;52;;1407;9
17/05/2022;14;23;37;;1056;12
17/05/2022;15;13;36;;707;14
17/05/2022;16;18;29;;595;237
17/05/2022;17;18;32;;522;446
18/05/2022;3;345;380;;154;
18/05/2022;4;202;286;;258;
18/05/2022;5;218;377;;673;
18/05/2022;6;220;287;;2195;
18/05/2022;7;91;155;;1938;
18/05/2022;8;90;147;;1810;
18/05/2022;9;74;125;;2065;
18/05/2022;10;69;97;;2131;
18/05/2022;11;60;99;;2104;
18/05/2022;12;44;58;;1843;10
18/05/2022;13;28;36;;1605;8
18/05/2022;14;24;34;;1166;10
18/05/2022;15;26;36;;811;10
18/05/2022;16;23;35;;635;225
18/05/2022;17;15;25;;471;411
19/05/2022;3;339;371;;134;
19/05/2022;4;177;281;;258;
19/05/2022;5;174;329;;565;1
19/05/2022;6;208;229;;1778;1
19/05/2022;7;110;150;;1808;
19/05/2022;8;90;119;;1781;
19/05/2022;9;79;120;;1855;
19/05/2022;10;69;118;;1919;
19/05/2022;11;58;91;;1909;
19/05/2022;12;37;52;;1705;4
19/05/2022;13;34;41;;1480;4
19/05/2022;14;15;27;;1091;6
19/05/2022;15;21;35;;714;7
19/05/2022;16;13;24;;610;250
19/05/2022;17;19;19;;474;400
20/05/2022;3;458;411;;198;1
20/05/2022;4;201;335;;360;
20/05/2022;5;188;372;;787;
20/05/2022;6;221;283;;1991;
20/05/2022;7;106;151;;1881;
20/05/2022;8;84;125;;1916;2
20/05/2022;9;71;111;;1985;
20/05/2022;10;65;123;;2178;2
20/05/2022;11;72;99;;2528;3
20/05/2022;12;65;76;;2242;8
20/05/2022;13;37;59;;1955;6
20/05/2022;14;32;44;;1453;9
20/05/2022;15;24;33;;963;15
20/05/2022;16;19;22;;744;284
20/05/2022;17;15;31;;480;428
21/05/2022;3;69;51;;45;
21/05/2022;4;17;60;;60;
21/05/2022;5;20;39;;151;
21/05/2022;6;15;44;;358;
21/05/2022;7;11;17;;366;
21/05/2022;8;7;12;;353;
21/05/2022;9;5;14;;372;
21/05/2022;10;6;10;;424;1
21/05/2022;11;7;8;;490;
21/05/2022;12;6;5;;464;1
21/05/2022;13;3;7;;412;3
21/05/2022;14;1;4;;316;4
21/05/2022;15;;3;;170;5
21/05/2022;16;2;2;;147;63
21/05/2022;17;4;3;;59;79
22/05/2022;3;7;6;;5;
22/05/2022;4;;5;;8;
22/05/2022;5;1;5;;14;
22/05/2022;6;6;6;;45;
22/05/2022;7;1;3;;45;
22/05/2022;8;;3;;41;
22/05/2022;9;;1;;43;
22/05/2022;10;;1;;51;
22/05/2022;11;;3;;67;1
22/05/2022;12;1;1;;64;
22/05/2022;13;;2;;43;
22/05/2022;14;;3;;42;
22/05/2022;15;;1;;26;
22/05/2022;16;;;;24;11
22/05/2022;17;;1;;12;11
23/05/2022;3;405;382;;229;
23/05/2022;4;198;313;;325;
23/05/2022;5;194;312;;632;1
23/05/2022;6;210;251;;1602;
23/05/2022;7;104;127;;1466;
23/05/2022;8;84;83;;1342;
23/05/2022;9;61;87;;1409;
23/05/2022;10;57;95;;1560;
23/05/2022;11;59;101;;1926;
23/05/2022;12;47;74;;1826;62
23/05/2022;13;47;51;;1698;64
23/05/2022;14;38;51;;1254;76
23/05/2022;15;31;31;;881;104
23/05/2022;16;23;32;;650;405
23/05/2022;17;34;39;;550;1310
24/05/2022;3;400;338;;210;
24/05/2022;4;203;285;;349;
24/05/2022;5;223;310;;736;
24/05/2022;6;250;252;;1742;
24/05/2022;7;93;138;;1598;
24/05/2022;8;80;107;;1631;
24/05/2022;9;71;93;;1794;
24/05/2022;10;64;105;;1950;
24/05/2022;11;56;78;;2057;1
24/05/2022;12;51;72;;1771;57
24/05/2022;13;38;53;;1553;70
24/05/2022;14;22;39;;1193;85
24/05/2022;15;27;30;;804;124
24/05/2022;16;12;31;;640;418
24/05/2022;17;19;27;;476;1505
25/05/2022;3;419;372;;208;
25/05/2022;4;165;305;;383;
25/05/2022;5;191;310;;736;
25/05/2022;6;159;218;;1719;
25/05/2022;7;123;121;;1714;
25/05/2022;8;98;126;;1638;
25/05/2022;9;60;113;;1776;
25/05/2022;10;97;94;;1965;1
25/05/2022;11;56;107;;2098;
25/05/2022;12;54;80;;1903;56
25/05/2022;13;54;56;;1592;69
25/05/2022;14;30;42;;1208;73
25/05/2022;15;31;39;;857;115
25/05/2022;16;23;31;;716;490
25/05/2022;17;30;33;;530;1465
26/05/2022;3;230;196;;134;
26/05/2022;4;103;168;;209;
26/05/2022;5;115;174;;417;
26/05/2022;6;98;123;;934;
26/05/2022;7;54;85;;912;
26/05/2022;8;40;62;;799;
26/05/2022;9;35;50;;932;
26/05/2022;10;29;54;;958;
26/05/2022;11;28;71;;1190;
26/05/2022;12;34;46;;1114;23
26/05/2022;13;28;31;;891;26
26/05/2022;14;23;29;;721;32
26/05/2022;15;20;18;;502;54
26/05/2022;16;12;22;;405;257
26/05/2022;17;20;20;;269;890
