"fecha";"region";"r.estimado";"r.liminf";"r.lisup"
"2021-08-24";4;0.777873610280284;0.529972651354435;1.02577456920613
"2021-08-25";4;0.815741034612956;0.563146975483352;1.06833509374256
"2021-08-26";4;0.845292641511159;0.588643485494125;1.10194179752819
"2021-08-27";4;0.880693045100793;0.625252248996776;1.13613384120481
"2021-08-28";4;0.910260391684268;0.646898813979148;1.17362196938939
"2021-08-29";4;0.929074800150154;0.670022615360566;1.18812698493974
"2021-08-30";4;0.923391617671696;0.658754351657283;1.18802888368611
"2021-08-31";4;0.927400430052226;0.655495362684139;1.19930549742031
"2021-09-01";4;0.926724566233023;0.652835180814408;1.20061395165164
"2021-09-02";4;0.926047311261147;0.650061858328798;1.2020327641935
"2021-09-03";4;0.919466645258694;0.64178954244125;1.19714374807614
"2021-09-04";4;0.907163901864847;0.628851642649879;1.18547616107982
"2021-09-05";4;0.902084576261947;0.627457627582401;1.17671152494149
"2021-09-06";4;0.917605029982048;0.629481000113133;1.20572905985096
"2021-09-07";4;0.933561366832707;0.646720713511948;1.22040202015347
"2021-09-08";4;0.953483170929408;0.661953517832487;1.24501282402633
"2021-09-09";4;0.97026556420873;0.671219905862703;1.26931122255476
"2021-09-10";4;0.991838862822755;0.678574102705988;1.30510362293952
"2021-09-11";4;1.03860627220316;0.719224268559459;1.35798827584685
"2021-09-12";4;1.06890115961238;0.757639965404167;1.3801623538206
"2021-09-13";4;1.09507135736703;0.77874501839183;1.41139769634223
"2021-09-14";4;1.10798850468572;0.776805645476592;1.43917136389484
"2021-09-15";4;1.13218170139055;0.800377463937214;1.46398593884389
"2021-09-16";4;1.15901722324336;0.827696424529063;1.49033802195765
"2021-09-17";4;1.1846179747244;0.861656846725819;1.50757910272298
"2021-09-18";4;1.19290805982799;0.874991483068446;1.51082463658754
"2021-09-19";4;1.2101034009506;0.89938202086208;1.52082478103912
"2021-09-20";4;1.24281632272184;0.924267903785584;1.56136474165809
"2021-09-21";4;1.2865925560827;0.954813354049151;1.61837175811624
"2021-09-22";4;1.29762701183253;0.956786233234432;1.63846779043062
"2021-09-23";4;1.28205080500094;0.949241701247618;1.61485990875427
"2021-09-24";4;1.27175096130644;0.955080222311182;1.5884217003017
"2021-09-25";4;1.23495363721268;0.944143147657428;1.52576412676793
"2021-09-26";4;1.20108864805569;0.928661277795875;1.4735160183155
"2021-09-27";4;1.1901556406187;0.917050451934049;1.46326082930336
