"semana_epidemiologica","grupo_edad","tasa_incidencia","tasa_incidencia_categoria"
124,"50 - 59 años",146.461814227683,"(70, 150]"
124,"60 - 69 años",105.653984862544,"(70, 150]"
124,"70 - 79 años",93.2635628285535,"(70, 150]"
124,"80 años o más",90.8868139142775,"(70, 150]"
125,"00 - 09 años",83.4691796928868,"(70, 150]"
125,"10 - 19 años",263.648606855893,"> 250"
125,"20 - 29 años",231.767134663593,"(150, 250]"
125,"30 - 39 años",255.785100930215,"> 250"
125,"40 - 49 años",232.994210470036,"(150, 250]"
125,"50 - 59 años",188.573277955493,"(150, 250]"
125,"60 - 69 años",146.618462728977,"(70, 150]"
125,"70 - 79 años",124.050566902065,"(70, 150]"
125,"80 años o más",129.10682218004,"(70, 150]"
126,"00 - 09 años",103.28502177114,"(70, 150]"
126,"10 - 19 años",333.025650894873,"> 250"
126,"20 - 29 años",309.96065100468,"> 250"
126,"30 - 39 años",332.580008715298,"> 250"
126,"40 - 49 años",300.780593617769,"> 250"
126,"50 - 59 años",251.909256968962,"> 250"
126,"60 - 69 años",195.565193386704,"(150, 250]"
126,"70 - 79 años",166.370162078033,"(150, 250]"
126,"80 años o más",162.023575710362,"(150, 250]"
127,"00 - 09 años",119.825183832376,"(70, 150]"
127,"10 - 19 años",338.331885998311,"> 250"
127,"20 - 29 años",336.380875508678,"> 250"
127,"30 - 39 años",393.969752438684,"> 250"
127,"40 - 49 años",337.633472343156,"> 250"
127,"50 - 59 años",275.11697746024,"> 250"
127,"60 - 69 años",217.239227007509,"(150, 250]"
127,"70 - 79 años",198.761700565799,"(150, 250]"
127,"80 años o más",187.076882563996,"(150, 250]"
128,"00 - 09 años",158.203212673727,"(150, 250]"
128,"10 - 19 años",434.160908015623,"> 250"
128,"20 - 29 años",395.721281830388,"> 250"
128,"30 - 39 años",491.546787330556,"> 250"
128,"40 - 49 años",445.404274170142,"> 250"
128,"50 - 59 años",366.808571328507,"> 250"
128,"60 - 69 años",299.112750429323,"> 250"
128,"70 - 79 años",280.191822089224,"> 250"
128,"80 años o más",260.225223742489,"> 250"
129,"00 - 09 años",169.769193968381,"(150, 250]"
129,"10 - 19 años",419.192573171596,"> 250"
129,"20 - 29 años",381.815900512494,"> 250"
129,"30 - 39 años",476.40552329561,"> 250"
129,"40 - 49 años",444.258588821166,"> 250"
129,"50 - 59 años",377.737297887127,"> 250"
129,"60 - 69 años",333.425350969677,"> 250"
129,"70 - 79 años",290.119878777425,"> 250"
129,"80 años o más",298.99384456709,"> 250"
130,"00 - 09 años",152.177579062177,"(150, 250]"
130,"10 - 19 años",319.245279133706,"> 250"
130,"20 - 29 años",343.07486139892,"> 250"
130,"30 - 39 años",457.866546416221,"> 250"
130,"40 - 49 años",425.240212028169,"> 250"
130,"50 - 59 años",363.601686315167,"> 250"
130,"60 - 69 años",328.713604530372,"> 250"
130,"70 - 79 años",301.351619677208,"> 250"
130,"80 años o más",306.674420390832,"> 250"
131,"00 - 09 años",128.196366098087,"(70, 150]"
131,"10 - 19 años",207.933138269795,"(150, 250]"
131,"20 - 29 años",352.161866399683,"> 250"
131,"30 - 39 años",447.145607829386,"> 250"
131,"40 - 49 años",401.37176725784,"> 250"
131,"50 - 59 años",352.082217780405,"> 250"
131,"60 - 69 años",329.711386129284,"> 250"
131,"70 - 79 años",306.867206726208,"> 250"
131,"80 años o más",314.354996214573,"> 250"
