"fecha";"region";"provincia";"carga.estimada";"carga.liminf";"carga.lisup"
"2021-12-18";8;83;4.81742445536767;2.59826766408651;7.32829584348036
"2021-12-19";8;83;4.57413211954866;2.59236251030449;6.85588354091917
"2021-12-20";8;83;6.35866959247353;3.77929842048947;8.9817389024445
"2021-12-21";8;83;6.79210788007341;4.71821787182982;9.92065835378485
"2021-12-22";8;83;5.99491211950142;3.54309226920887;9.21203989994307
"2021-12-23";8;83;5.43274147945361;3.07067996664769;7.80070814604154
"2021-12-24";8;83;4.94261371554638;2.59826766408651;7.56450199476095
"2021-12-25";8;83;4.789079717214;2.59236251030449;7.09208969219977
"2021-12-26";8;83;4.94615680781559;2.82856866158509;7.79480299225952
"2021-12-27";8;83;6.89840064814968;4.24580556926864;9.92656350756687
"2021-12-28";8;83;6.4295314378577;4.01550457177006;8.97583374866248
"2021-12-29";8;83;6.10238591833409;3.54309226920887;8.73962759738189
"2021-12-30";8;83;4.92489825420034;3.06477481286568;7.32239068969834
"2021-12-31";8;83;4.03558209462891;2.3561563590239;6.61967738963858
"2022-01-01";8;83;4.46311522844678;2.59236251030449;6.61967738963858
"2022-01-02";8;83;4.50208924340808;2.36206151280592;7.32829584348036
"2022-01-03";8;83;6.36811783852475;4.01550457177006;8.97583374866248
"2022-01-04";8;83;6.9054868326881;4.00959941798804;9.68445220250426
"2022-01-05";8;83;6.65747037384348;4.25171072305065;9.68445220250426
"2022-01-06";8;83;5.79295586015651;3.30688611792828;8.03691429732213
"2022-01-07";8;83;6.8653317869704;4.24580556926864;9.69626251006829
"2022-01-08";8;83;7.59638982518383;4.71821787182982;10.8654829589072
"2022-01-09";8;83;8.701834613177;5.42683632567159;12.0465137153102
"2022-01-10";8;83;12.6382101242681;8.5034214461013;16.776541894704
"2022-01-11";8;83;15.4963045547632;11.8103075640296;20.3255393176949
"2022-01-12";8;83;20.8546410965634;15.8258121357996;25.9885817946471
"2022-01-13";8;83;22.7785401987439;17.4733500409818;28.8230556100142
"2022-01-14";8;83;25.7334791512641;19.6051105562891;32.8385601817843
"2022-01-15";8;83;26.5436662501565;20.0716177050683;32.8326550280022
"2022-01-16";8;83;27.7128866989954;22.1856627590296;34.9585103895276
"2022-01-17";8;83;45.2370210625025;38.4779820436084;54.1089241046015
"2022-01-18";8;83;44.239050073342;36.6060482947097;53.8550024919749
"2022-01-19";8;83;48.1022016775361;39.4287118025128;57.4158102225298
"2022-01-20";8;83;70.8086990001394;60.2325685765509;81.2549160405235
"2022-01-21";8;83;74.5478423749111;64.9507864483807;85.9790390661354
"2022-01-22";8;83;73.9006375204023;64.0059618432583;85.5184370711382
"2022-01-23";8;83;83.1469273122811;72.0369709867985;94.2934955912122
"2022-01-24";8;83;143.055893461578;127.539511383955;158.045535821844
"2022-01-25";8;83;134.25249020335;120.465137153102;149.057891765617
"2022-01-26";8;83;137.385764800087;123.051594509624;154.95714039385
"2022-01-27";8;83;158.963196719569;143.607434824818;172.666696586112
"2022-01-28";8;83;163.187743735222;148.550048540364;178.359264831975
"2022-01-29";8;83;154.343004400521;138.387278881517;169.596016619465
"2022-01-30";8;83;144.079847127379;131.283378881753;159.202945963119
"2022-01-31";8;83;202.004681605918;186.100921440196;219.441419693452
"2022-02-01";8;83;217.758450865577;199.794973060688;237.156881039496
"2022-02-02";8;83;199.203276651731;179.280468821969;217.102978795774
"2022-02-03";8;83;227.086231779648;209.278650034604;248.27628561103
"2022-02-04";8;83;225.117453508724;208.977487191721;245.459527257009
"2022-02-05";8;83;190.900630434218;174.302424183731;213.548076219001
"2022-02-06";8;83;159.152161640593;143.365323519755;176.930217616727
"2022-02-07";8;83;247.903079892007;229.119966742174;266.918856100851
"2022-02-08";8;83;246.412619077426;231.003710798637;268.099886857254
"2022-02-09";8;83;215.776681256333;196.275501406608;233.371677465225
"2022-02-10";8;83;188.686197765962;171.237649370865;206.225685529303
"2022-02-11";8;83;178.920254441266;164.387670983728;197.710453775637
"2022-02-12";8;83;168.457502970292;153.758394176101;184.010497001363
"2022-02-13";8;83;151.312479479591;137.235773894024;166.395423269613
"2022-02-14";8;83;226.748456983317;206.674477216736;246.599221936938
"2022-02-15";8;83;189.339307774253;171.928552363361;205.286766077962
"2022-02-16";8;83;154.261513278329;135.576425681278;169.596016619465
"2022-02-17";8;83;124.102711882823;110.544478799317;138.901027260552
"2022-02-18";8;83;126.278170536117;111.944000245654;140.076152863173
"2022-02-19";8;83;135.048504933165;119.036089937854;151.419953278423
"2022-02-20";8;83;137.368049338741;123.524006812185;152.595078881044
"2022-02-21";8;83;257.056068254129;235.485722519186;280.618812875125
"2022-02-22";8;83;223.721475154656;201.920828422214;244.792244879641
"2022-02-23";8;83;198.270262354172;180.685895422089;216.843152029365
"2022-02-24";8;83;189.931004183211;169.353905314402;207.631112129422
"2022-02-25";8;83;182.893241905806;166.03520888891;200.344152362416
"2022-02-26";8;83;150.249551798828;135.316598914869;168.657097168124
"2022-02-27";8;83;154.098531033945;138.393184035299;172.206094591115
"2022-02-28";8;83;203.614426526896;189.165696253062;220.457106143958
"2022-03-01";8;83;201.851147607586;185.415923601482;223.699035570284
"2022-03-02";8;83;172.320654574486;157.289676137746;187.317383119291
"2022-03-03";8;83;156.806634558377;142.160672148224;173.387125347518
"2022-03-04";8;83;148.997659197041;131.797127260788;162.515737234829
"2022-03-05";8;83;125.007381442228;111.489303404439;140.306453860671
"2022-03-06";8;83;105.118823504402;90.6854466304011;117.630663337735
"2022-03-07";8;83;163.334191549016;148.307937235301;178.359264831975
"2022-03-08";8;83;142.409869637825;127.078909388958;157.325107060438
"2022-03-09";8;83;138.800639646258;123.978703653401;155.199251698913
"2022-03-10";8;83;128.323715806207;115.498902822427;143.146832829821
