fecha_primeros_sintomas;region;provincia;prop3d
2021-05-25;15;151;0.72319265161328
2021-05-26;15;151;0.72772779900557
2021-05-27;15;151;0.734806306084077
2021-05-28;15;151;0.725521511084997
2021-05-29;15;151;0.707784075102151
2021-05-30;15;151;0.743933143425133
2021-05-31;15;151;0.737409481328715
2021-06-01;15;151;0.738116425697631
2021-06-02;15;151;0.748839358938724
2021-06-03;15;151;0.757034886002176
2021-06-04;15;151;0.765082822621541
2021-06-05;15;151;0.786359418366222
2021-06-06;15;151;0.767969453684697
2021-06-07;15;151;0.780375468722291
2021-06-08;15;151;0.764963850074233
2021-06-09;15;151;0.75424091683314
2021-06-10;15;151;0.756936334622897
2021-06-11;15;151;0.768638917754052
2021-06-12;15;151;0.774138990123425
2021-06-13;15;151;0.789326315053397
2021-06-14;15;151;0.778799999263923
2021-06-15;15;151;0.80146501483674
2021-06-16;15;151;0.812505496603217
2021-06-17;15;151;0.806440806576263
2021-06-18;15;151;0.806618048688989
2021-06-19;15;151;0.795082999886859
2021-06-20;15;151;0.778961968140828
2021-06-21;15;151;0.78805971250173
2021-06-22;15;151;0.774252708218535
2021-06-23;15;151;0.768092439406805
2021-06-24;15;151;0.778165699480065
2021-06-25;15;151;0.766749696128578
2021-06-26;15;151;0.742457080531615
2021-06-27;15;151;0.743900081974616
2021-06-28;15;151;0.740179151742058
2021-06-29;15;151;0.768167489934478
2021-06-30;15;151;0.758298614848211
2021-07-01;15;151;0.736320592870189
2021-07-02;15;151;0.743896350445947
2021-07-03;15;151;0.755701906001503
2021-07-04;15;151;0.757433507733104
2021-07-05;15;151;0.756800696469064
2021-07-06;15;151;0.727219526021791
2021-07-07;15;151;0.740711589513854
2021-07-08;15;151;0.761544922847188
2021-07-09;15;151;0.719216880519145
2021-07-10;15;151;0.747695944558554
2021-07-11;15;151;0.751636831258062
2021-07-12;15;151;0.773745674795477
2021-07-13;15;151;0.796200185054865
2021-07-14;15;151;0.793819232673913
2021-07-15;15;151;0.759380457163708
2021-07-16;15;151;0.82075611853937
2021-07-17;15;151;0.850312768785675
2021-07-18;15;151;0.789229024943311
2021-07-19;15;151;0.74671201814059
2021-07-20;15;151;0.747547440028643
2021-07-21;15;151;0.743976011457214
2021-07-22;15;151;0.78734335839599
2021-07-23;15;151;0.806390977443609
2021-07-24;15;151;0.785982814178303
2021-07-25;15;151;0.84312567132116
2021-07-26;15;151;0.862173290368779
2021-07-27;15;151;0.866221873364731
2021-07-28;15;151;0.884079016221873
2021-07-29;15;151;0.866221873364731
2021-07-30;15;151;0.797823604966462
2021-07-31;15;151;0.818231768231768
2021-08-01;15;151;0.816190951905238
2021-08-02;15;151;0.830476666190952
2021-08-03;15;151;0.797509633223919
2021-08-04;15;151;0.775531611245897
2021-08-05;15;151;0.775531611245897
2021-08-06;15;151;0.799882260596546
2021-08-07;15;151;0.759065934065934
2021-08-08;15;151;0.742059131344846
2021-08-09;15;151;0.743357832643547
2021-08-10;15;151;0.787313876599591
2021-08-11;15;151;0.795006184291899
2021-08-12;15;151;0.810312306740878
2021-08-13;15;151;0.828169449598021
2021-08-14;15;151;0.868985776128633
2021-08-15;15;151;0.916604823747681
2021-08-16;15;151;0.929591836734694
2021-08-17;15;151;0.913718820861678
2021-08-18;15;151;0.928004535147392
2021-08-19;15;151;0.891269841269841
2021-08-20;15;151;0.86984126984127
2021-08-21;15;151;0.86984126984127
2021-08-22;15;151;0.774603174603175
2021-08-23;15;151;0.754195011337868
2021-08-24;15;151;0.698639455782313
2021-08-25;15;151;0.698639455782313
2021-08-26;15;151;0.75578231292517
2021-08-27;15;151;0.812925170068027
2021-08-28;15;151;0.76530612244898
2021-08-29;15;151;NA
2021-08-30;15;151;NA
2021-08-31;15;151;NA
2021-09-01;15;151;NA
2021-09-02;15;151;NA
2021-09-03;15;151;NA
2021-09-04;15;151;NA
2021-09-05;15;151;0.943056943056943
2021-09-06;15;151;0.920500552079499
2021-09-07;15;151;0.884786266365214
2021-09-08;15;151;0.875857694936642
2021-09-09;15;151;0.847286266365214
2021-09-10;15;151;0.831701850780798
2021-09-11;15;151;0.875657894736842
2021-09-12;15;151;0.836696855775803
2021-09-13;15;151;0.823538961038961
2021-09-14;15;151;0.846266233766234
2021-09-15;15;151;0.826623376623377
2021-09-16;15;151;0.80024975024975
2021-09-17;15;151;0.80977355977356
2021-09-18;15;151;0.783318533318533
2021-09-19;15;151;0.809292559292559
2021-09-20;15;151;0.827149702149702
2021-09-21;15;151;0.824263699263699
2021-09-22;15;151;0.832426964569822
2021-09-23;15;151;0.865943448086305
2021-09-24;15;151;0.849276781419639
2021-09-25;15;151;0.863309447626218
2021-09-26;15;151;0.876296460613231
2021-09-27;15;151;0.894153603470374
2021-09-28;15;151;0.904312333629104
2021-09-29;15;151;0.902164105916966
2021-09-30;15;151;0.87597362972649
2021-10-01;15;151;0.859739863492724
2021-10-02;15;151;0.820214171793119
2021-10-03;15;151;0.820214171793119
2021-10-04;15;151;0.791642743221691
2021-10-05;15;151;0.78148401306296
2021-10-06;15;151;0.756421356421356
2021-10-07;15;151;0.804040404040404
2021-10-08;15;151;0.748845598845599
2021-10-09;15;151;0.800793650793651
2021-10-10;15;151;0.783986928104575
2021-10-11;15;151;0.794701213818861
2021-10-12;15;151;0.800370148059224
2021-10-13;15;151;0.81624316393224
2021-10-14;15;151;0.797195544884621
2021-10-15;15;151;0.891351389040465
2021-10-16;15;151;0.891351389040465
2021-10-17;15;151;0.892285095856524
2021-10-18;15;151;0.903339517625232
2021-10-19;15;151;0.904019789734075
2021-10-20;15;151;0.927829313543599
2021-10-21;15;151;0.946876932591218
2021-10-22;15;151;0.943057222889156
2021-10-23;15;151;0.934128651460584
2021-10-24;15;151;0.938096905428838
2021-10-25;15;151;0.912432094049741
2021-10-26;15;151;0.886241617859265
2021-10-27;15;151;0.870368601986249
2021-10-28;15;151;0.832273363891011
2021-10-29;15;151;0.818467841682127
2021-10-30;15;151;0.803586889301175
2021-10-31;15;151;0.815491651205937
2021-11-01;15;151;0.82891156462585
2021-11-02;15;151;0.853636839351125
2021-11-03;15;151;0.877446363160649
2021-11-04;15;151;0.85839874411303
2021-11-05;15;151;0.866153846153846
2021-11-06;15;151;0.861391941391941
2021-11-07;15;151;0.853455433455434
2021-11-08;15;151;0.872503052503052
2021-11-09;15;151;0.872503052503052
2021-11-10;15;151;0.865360195360195
2021-11-11;15;151;0.897292968469439
2021-11-12;15;151;0.893364397040868
2021-11-13;15;151;0.900507254183725
2021-11-14;15;151;0.908443762120233
2021-11-15;15;151;0.900507254183725
2021-11-16;15;151;0.900507254183725
2021-11-17;15;151;0.893364397040868
2021-11-18;15;151;0.902701465201465
2021-11-19;15;151;0.92948717948718
2021-11-20;15;151;0.879487179487179
2021-11-21;15;151;0.879487179487179
2021-11-22;15;151;0.875518925518926
2021-11-23;15;151;0.886507936507936
2021-11-24;15;151;0.900793650793651
2021-11-25;15;151;0.903679653679654
2021-11-26;15;151;0.903679653679654
2021-11-27;15;151;0.946536796536797
2021-11-28;15;151;0.946536796536797
2021-11-29;15;151;0.940584415584416
2021-11-30;15;151;0.940584415584416
2021-12-01;15;151;0.940584415584416
2021-12-02;15;151;0.953571428571429
2021-12-03;15;151;0.933163265306122
2021-12-04;15;151;0.904591836734694
2021-12-05;15;151;0.847448979591837
2021-12-06;15;151;0.829591836734694
2021-12-07;15;151;0.813718820861678
2021-12-08;15;151;0.813718820861678
2021-12-09;15;151;0.742290249433107
2021-12-10;15;151;0.715079365079365
2021-12-11;15;151;0.736507936507936
2021-12-12;15;151;0.793650793650794
2021-12-13;15;151;0.796398046398046
2021-12-14;15;151;0.8003663003663
2021-12-15;15;151;0.787379287379287
2021-12-16;15;151;0.811188811188811
2021-12-17;15;151;0.817991532277247
2021-12-18;15;151;0.853705817991532
2021-12-19;15;151;0.853705817991532
2021-12-20;15;151;0.870799835085549
2021-12-21;15;151;0.882704596990311
2021-12-22;15;151;0.887288248632786
2021-12-23;15;151;0.892050153394691
2021-12-24;15;151;0.877921424980248
2021-12-25;15;151;0.830302377361201
2021-12-26;15;151;0.830302377361201
2021-12-27;15;151;0.817603964662788
2021-12-28;15;151;0.799746821805645
2021-12-29;15;151;0.778593532903878
2021-12-30;15;151;0.80784523358415
2021-12-31;15;151;0.82815825389717
2022-01-01;15;151;0.822205872944789
2022-01-02;15;151;0.790600310365775
2022-01-03;15;151;0.800738559213702
2022-01-04;15;151;0.805028263922401
2022-01-05;15;151;0.808539136741713
2022-01-06;15;151;0.794637924082737
2022-01-07;15;151;0.800386274093382
2022-01-08;15;151;0.819073981734578
2022-01-09;15;151;0.823688102575606
2022-01-10;15;151;0.816480256658083
2022-01-11;15;151;0.811000075758907
2022-01-12;15;151;0.812241075969548
2022-01-13;15;151;0.810151828699533
2022-01-14;15;151;0.801620547334528
2022-01-15;15;151;0.816096104999454
2022-01-16;15;151;0.82351236972786
2022-01-17;15;151;0.829763603524004
2022-01-18;15;151;0.832229589918562
2022-01-19;15;151;0.844449333121309
2022-01-20;15;151;0.863511989670885
2022-01-21;15;151;0.884533513034328
2022-01-22;15;151;0.891176795347253
2022-01-23;15;151;0.899370496689643
2022-01-24;15;151;0.908313252577285
2022-01-25;15;151;0.915136143023786
2022-01-26;15;151;0.921338198313987
2022-01-27;15;151;0.922924232417843
2022-01-28;15;151;0.928454013987019
2022-01-29;15;151;0.928007974969318
2022-01-30;15;151;0.929840176381351
2022-01-31;15;151;0.936159718644484
2022-02-01;15;151;0.938601387680313
2022-02-02;15;151;0.938849397078563
2022-02-03;15;151;0.939162385611057
2022-02-04;15;151;0.940378551303051
2022-02-05;15;151;0.94643990272088
2022-02-06;15;151;0.940737524713708
2022-02-07;15;151;0.93666829709634
2022-02-08;15;151;0.936696740529462
2022-02-09;15;151;0.936810910730368
2022-02-10;15;151;0.93150785142034
2022-02-11;15;151;0.929250584877359
2022-02-12;15;151;0.932981891279391
2022-02-13;15;151;0.942419590053348
2022-02-14;15;151;0.941379858162853
2022-02-15;15;151;0.939451898038711
2022-02-16;15;151;0.940646442336703
2022-02-17;15;151;0.943699370825172
2022-02-18;15;151;0.945252165856228
2022-02-19;15;151;0.933003761339782
2022-02-20;15;151;0.934616034155885
2022-02-21;15;151;0.938561482066851
2022-02-22;15;151;0.944376711384384
2022-02-23;15;151;0.942991786086415
2022-02-24;15;151;0.939446125397897
2022-02-25;15;151;0.937452413259258
2022-02-26;15;151;0.946885806869867
2020-03-10;15;152;NA
2020-03-11;15;152;NA
2020-03-12;15;152;NA
2020-03-13;15;152;NA
2020-03-14;15;152;NA
2020-03-15;15;152;NA
2020-03-16;15;152;NA
2020-03-17;15;152;NA
2020-03-18;15;152;NA
2020-03-19;15;152;NA
2020-03-20;15;152;NA
2020-03-21;15;152;NA
2020-03-22;15;152;NA
2020-03-23;15;152;NA
2020-03-24;15;152;NA
2020-03-25;15;152;NA
2020-03-26;15;152;NA
2020-03-27;15;152;NA
2020-03-28;15;152;NA
2020-03-29;15;152;NA
2020-03-30;15;152;NA
2020-03-31;15;152;NA
2020-04-01;15;152;NA
2020-04-02;15;152;NA
2020-04-03;15;152;NA
2020-04-04;15;152;NA
2020-04-05;15;152;NA
2020-04-06;15;152;NA
2020-04-07;15;152;NA
