"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2021-02-12";8;81012;1.06133226255786;0.941138869700287;1.18152565541543
"2021-02-13";8;81012;1.04526893270255;0.923098748763569;1.16743911664152
"2021-02-14";8;81012;1.0520084679356;0.935896539698186;1.16812039617302
"2021-02-15";8;81012;1.04111354248068;0.913421656785869;1.16880542817548
"2021-02-16";8;81012;1.0074932098454;0.880010770730241;1.13497564896057
"2021-02-17";8;81012;0.998838496925538;0.873954772546576;1.1237222213045
"2021-02-18";8;81012;1.02661351417245;0.898073630425702;1.1551533979192
"2021-02-19";8;81012;1.04819147259413;0.922931420766742;1.17345152442152
"2021-02-20";8;81012;1.0559762727538;0.934603790501377;1.17734875500623
"2021-02-21";8;81012;1.06094598011832;0.939991216715445;1.1819007435212
"2021-02-22";8;81012;1.07846931808584;0.963047478897581;1.19389115727411
"2021-02-23";8;81012;1.1057146904518;0.985866859870875;1.22556252103273
"2021-02-24";8;81012;1.14362215285629;1.02430533445852;1.26293897125406
"2021-02-25";8;81012;1.12238371395903;0.992531984547029;1.25223544337104
"2021-02-26";8;81012;1.1293162900826;1.00574846382442;1.25288411634077
"2021-02-27";8;81012;1.15542970947147;1.03326135652357;1.27759806241937
"2021-02-28";8;81012;1.18826042862806;1.05759642920234;1.31892442805379
"2021-03-01";8;81012;1.20670619215585;1.06401968896128;1.34939269535042
"2021-03-02";8;81012;1.21283632850382;1.06781806526991;1.35785459173772
"2021-03-03";8;81012;1.21996597285228;1.07498499733281;1.36494694837176
"2021-03-04";8;81012;1.23894325381064;1.09387310715187;1.38401340046941
"2021-03-05";8;81012;1.25541723302127;1.10074178551125;1.41009268053128
"2021-03-06";8;81012;1.24098875528108;1.08831552467586;1.3936619858863
"2021-03-07";8;81012;1.18626859661497;1.03986232648366;1.33267486674628
"2021-03-08";8;81012;1.16679295985651;1.03006655186924;1.30351936784378
"2021-03-09";8;81012;1.15437510026015;1.02581162114355;1.28293857937675
"2021-03-10";8;81012;1.11673515902763;0.992881638161522;1.24058867989374
"2021-03-11";8;81012;1.09974182860676;0.994148855515159;1.20533480169836
"2021-03-12";8;81012;1.06214868094218;0.965152960064317;1.15914440182004
"2021-03-13";8;81012;1.05371405285402;0.963172479950264;1.14425562575778
"2021-03-14";8;81012;1.0798690634043;0.988793090903806;1.17094503590479
"2021-03-15";8;81012;1.08637707127683;0.997167852454248;1.17558629009941
"2021-03-16";8;81012;1.09632947194776;1.00527463852292;1.18738430537259
"2021-03-17";8;81012;1.11084789457786;1.02283866701474;1.19885712214098
"2021-03-18";8;81012;1.07078551836715;0.987297235955352;1.15427380077895
"2021-03-19";8;81012;1.04821848117016;0.969190023512316;1.12724693882799
"2021-03-20";8;81012;1.01798681858257;0.942828662543527;1.09314497462162
"2021-03-21";8;81012;0.985697945848972;0.911674731039018;1.05972116065893
"2021-03-22";8;81012;0.975684228568189;0.894391704573029;1.05697675256335
"2021-03-23";8;81012;0.933988649094851;0.850216586596981;1.01776071159272
"2021-03-24";8;81012;0.916780626278737;0.833421823294402;1.00013942926307
"2021-03-25";8;81012;0.932022131340497;0.848485433863801;1.01555882881719
"2021-03-26";8;81012;0.953499482084034;0.873008055345624;1.03399090882244
"2021-03-27";8;81012;0.964153611671318;0.883377321446795;1.04492990189584
