region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
De Valparaíso,Quillota,2020-08-03,,2.0,2.0
De Valparaíso,Quillota,2020-08-07,4.0,,4.0
De Valparaíso,Quillota,2020-08-16,2.0,,2.0
De Valparaíso,Quillota,2020-08-18,,2.0,2.0
De Valparaíso,Quillota,2020-08-20,2.0,,2.0
De Valparaíso,Quillota,2020-08-21,2.0,,2.0
De Valparaíso,Quillota,2020-08-22,2.0,,2.0
De Valparaíso,Quillota,2020-08-23,2.0,,2.0
De Valparaíso,Quillota,2020-08-25,2.0,,2.0
De Valparaíso,Quillota,2020-08-26,2.0,,2.0
De Valparaíso,Quillota,2020-08-27,2.0,,2.0
De Valparaíso,Quillota,2020-08-30,2.0,,2.0
De Valparaíso,Quillota,2020-09-01,2.0,,2.0
De Valparaíso,Quillota,2020-09-02,2.0,,2.0
De Valparaíso,Quillota,2020-09-05,2.0,,2.0
De Valparaíso,Quillota,2020-09-08,2.0,,2.0
De Valparaíso,Quillota,2020-09-09,2.0,,2.0
De Valparaíso,Quillota,2020-09-10,2.0,,2.0
De Valparaíso,Quillota,2020-09-16,2.0,,2.0
De Valparaíso,Quillota,2020-09-20,2.0,,2.0
De Valparaíso,Quillota,2020-09-26,2.0,,2.0
De Valparaíso,Quillota,2020-09-28,2.0,,2.0
De Valparaíso,Quillota,2020-09-29,4.0,,4.0
De Valparaíso,Quillota,2020-10-04,2.0,,2.0
De Valparaíso,Quillota,2020-10-05,2.0,,2.0
De Valparaíso,Quillota,2020-10-10,2.0,,2.0
De Valparaíso,Quillota,2020-10-11,2.0,,2.0
De Valparaíso,Quillota,2020-10-16,2.0,,2.0
De Valparaíso,Quillota,2020-10-17,2.0,,2.0
De Valparaíso,Quillota,2020-10-19,,2.0,2.0
De Valparaíso,Quillota,2020-10-21,2.0,,2.0
De Valparaíso,Quillota,2020-10-23,2.0,,2.0
De Valparaíso,Quillota,2020-11-14,2.0,,2.0
De Valparaíso,Quillota,2020-11-15,2.0,,2.0
De Valparaíso,Quillota,2020-11-25,,2.0,2.0
De Valparaíso,Quillota,2020-12-09,4.0,,4.0
De Valparaíso,Quillota,2020-12-12,2.0,,2.0
De Valparaíso,Quillota,2020-12-18,2.0,,2.0
De Valparaíso,Quillota,2021-01-03,2.0,,2.0
De Valparaíso,Quillota,2021-01-11,2.0,,2.0
De Valparaíso,Quillota,2021-01-16,2.0,,2.0
De Valparaíso,Quillota,2021-01-19,,2.0,2.0
De Valparaíso,Quillota,2021-01-20,2.0,,2.0
De Valparaíso,Quillota,2021-01-28,2.0,,2.0
De Valparaíso,Quillota,2021-01-31,2.0,,2.0
De Valparaíso,Quillota,2021-02-02,2.0,,2.0
De Valparaíso,Quillota,2021-02-11,4.0,2.0,6.0
De Valparaíso,Quillota,2021-02-16,2.0,2.0,4.0
De Valparaíso,Quillota,2021-02-25,,2.0,2.0
De Valparaíso,Quillota,2021-02-26,2.0,,2.0
De Valparaíso,Quillota,2021-02-27,,2.0,2.0
