region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
Del Bíobío,Coronel,2022-05-30,1.0,,1.0
Del Bíobío,Coronel,2022-06-02,1.0,,1.0
Del Bíobío,Coronel,2022-06-08,1.0,,1.0
Del Bíobío,Coronel,2022-06-15,1.0,,1.0
Del Bíobío,Coronel,2022-06-17,1.0,,1.0
Del Bíobío,Coronel,2022-06-21,1.0,,1.0
Del Bíobío,Coronel,2022-07-12,1.0,,1.0
Del Bíobío,Coronel,2022-07-17,,1.0,1.0
Del Bíobío,Coronel,2022-08-04,1.0,,1.0
Del Bíobío,Coronel,2022-08-13,1.0,,1.0
Del Bíobío,Coronel,2022-08-14,2.0,,2.0
Del Bíobío,Coronel,2022-08-26,1.0,,1.0
Del Bíobío,Coronel,2022-08-27,1.0,,1.0
Del Bíobío,Coronel,2022-08-29,1.0,,1.0
Del Bíobío,Coronel,2022-09-01,1.0,,1.0
Del Bíobío,Coronel,2022-09-02,1.0,,1.0
Del Bíobío,Coronel,2022-09-05,1.0,,1.0
Del Bíobío,Coronel,2022-09-13,1.0,,1.0
Del Bíobío,Coronel,2022-09-14,1.0,,1.0
Del Bíobío,Coronel,2022-09-20,2.0,,2.0
Del Bíobío,Coronel,2022-09-21,1.0,,1.0
Del Bíobío,Coronel,2022-09-22,1.0,,1.0
Del Bíobío,Curanilahue,2020-06-11,2.0,,2.0
Del Bíobío,Curanilahue,2020-06-19,,2.0,2.0
Del Bíobío,Curanilahue,2020-06-24,,2.0,2.0
Del Bíobío,Curanilahue,2020-07-11,,2.0,2.0
Del Bíobío,Curanilahue,2020-07-15,,2.0,2.0
Del Bíobío,Curanilahue,2020-08-06,2.0,,2.0
Del Bíobío,Curanilahue,2020-08-08,,2.0,2.0
Del Bíobío,Curanilahue,2020-08-16,2.0,,2.0
Del Bíobío,Curanilahue,2020-08-18,,2.0,2.0
Del Bíobío,Curanilahue,2020-08-20,2.0,,2.0
Del Bíobío,Curanilahue,2020-08-27,,2.0,2.0
Del Bíobío,Curanilahue,2020-08-30,,2.0,2.0
Del Bíobío,Curanilahue,2020-09-07,,2.0,2.0
Del Bíobío,Curanilahue,2020-09-08,2.0,,2.0
Del Bíobío,Curanilahue,2020-09-15,2.0,,2.0
Del Bíobío,Curanilahue,2020-09-17,,2.0,2.0
Del Bíobío,Curanilahue,2020-09-20,2.0,,2.0
Del Bíobío,Curanilahue,2020-09-26,2.0,,2.0
Del Bíobío,Curanilahue,2020-10-09,2.0,,2.0
Del Bíobío,Curanilahue,2020-10-14,2.0,,2.0
Del Bíobío,Curanilahue,2020-10-17,2.0,,2.0
Del Bíobío,Curanilahue,2020-10-25,6.0,,6.0
Del Bíobío,Curanilahue,2020-12-04,2.0,,2.0
Del Bíobío,Curanilahue,2020-12-15,2.0,,2.0
Del Bíobío,Curanilahue,2020-12-16,2.0,,2.0
Del Bíobío,Curanilahue,2020-12-24,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-01,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-02,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-06,6.0,,6.0
Del Bíobío,Curanilahue,2021-01-09,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-11,4.0,,4.0
Del Bíobío,Curanilahue,2021-01-12,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-15,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-24,,2.0,2.0
Del Bíobío,Curanilahue,2021-01-28,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-30,2.0,,2.0
Del Bíobío,Curanilahue,2021-01-31,2.0,,2.0
Del Bíobío,Curanilahue,2021-02-08,,2.0,2.0
Del Bíobío,Curanilahue,2021-02-11,2.0,,2.0
Del Bíobío,Curanilahue,2021-02-14,2.0,,2.0
Del Bíobío,Curanilahue,2021-02-15,6.0,,6.0
Del Bíobío,Curanilahue,2021-02-19,2.0,,2.0
Del Bíobío,Curanilahue,2021-02-20,2.0,,2.0
Del Bíobío,Curanilahue,2021-02-21,2.0,,2.0
Del Bíobío,Curanilahue,2021-02-28,,2.0,2.0
Del Bíobío,Curanilahue,2021-03-02,2.0,,2.0
Del Bíobío,Curanilahue,2021-03-08,4.0,,4.0
Del Bíobío,Curanilahue,2021-03-10,4.0,,4.0
Del Bíobío,Curanilahue,2021-03-12,,2.0,2.0
Del Bíobío,Curanilahue,2021-03-13,4.0,,4.0
Del Bíobío,Curanilahue,2021-03-16,2.0,,2.0
Del Bíobío,Curanilahue,2021-03-22,6.0,,6.0
Del Bíobío,Curanilahue,2021-03-28,2.0,,2.0
Del Bíobío,Curanilahue,2021-03-31,2.0,,2.0
Del Bíobío,Curanilahue,2021-04-02,2.0,,2.0
Del Bíobío,Curanilahue,2021-04-03,2.0,,2.0
Del Bíobío,Curanilahue,2021-04-10,4.0,,4.0
Del Bíobío,Curanilahue,2021-04-25,2.0,,2.0
Del Bíobío,Curanilahue,2021-04-30,2.0,,2.0
Del Bíobío,Curanilahue,2021-05-05,2.0,,2.0
Del Bíobío,Curanilahue,2021-05-06,2.0,,2.0
Del Bíobío,Curanilahue,2021-05-14,2.0,,2.0
Del Bíobío,Curanilahue,2021-05-16,2.0,,2.0
Del Bíobío,Curanilahue,2021-05-22,2.0,,2.0
Del Bíobío,Curanilahue,2021-05-26,4.0,,4.0
Del Bíobío,Curanilahue,2021-05-29,,2.0,2.0
Del Bíobío,Curanilahue,2021-06-01,4.0,,4.0
Del Bíobío,Curanilahue,2021-06-02,,2.0,2.0
Del Bíobío,Curanilahue,2021-06-03,2.0,,2.0
Del Bíobío,Curanilahue,2021-06-06,2.0,,2.0
Del Bíobío,Curanilahue,2021-06-14,2.0,,2.0
Del Bíobío,Curanilahue,2021-06-22,2.0,,2.0
Del Bíobío,Curanilahue,2021-06-24,2.0,,2.0
Del Bíobío,Curanilahue,2021-07-16,2.0,,2.0
Del Bíobío,Curanilahue,2021-07-17,2.0,,2.0
Del Bíobío,Curanilahue,2021-07-31,2.0,,2.0
Del Bíobío,Curanilahue,2021-08-06,,2.0,2.0
Del Bíobío,Curanilahue,2021-08-10,2.0,,2.0
Del Bíobío,Curanilahue,2021-08-21,2.0,,2.0
Del Bíobío,Curanilahue,2021-11-25,2.0,,2.0
Del Bíobío,Curanilahue,2021-11-29,2.0,,2.0
Del Bíobío,Curanilahue,2022-01-10,1.0,,1.0
Del Bíobío,Curanilahue,2022-02-08,1.0,,1.0
Del Bíobío,Curanilahue,2022-02-19,1.0,,1.0
Del Bíobío,Curanilahue,2022-02-22,1.0,,1.0
Del Bíobío,Curanilahue,2022-02-24,2.0,,2.0
Del Bíobío,Curanilahue,2022-02-26,1.0,,1.0
Del Bíobío,Curanilahue,2022-02-28,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-01,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-02,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-03,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-07,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-10,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-11,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-12,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-13,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-15,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-24,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-27,1.0,,1.0
Del Bíobío,Curanilahue,2022-03-28,1.0,,1.0
Del Bíobío,Curanilahue,2022-04-03,1.0,,1.0
Del Bíobío,Curanilahue,2022-05-07,1.0,,1.0
Del Bíobío,Curanilahue,2022-05-08,1.0,,1.0
Del Bíobío,Curanilahue,2022-06-01,1.0,,1.0
Del Bíobío,Curanilahue,2022-06-29,1.0,,1.0
Del Bíobío,Curanilahue,2022-07-05,1.0,,1.0
Del Bíobío,Curanilahue,2022-07-20,1.0,,1.0
Del Bíobío,Curanilahue,2022-08-03,1.0,,1.0
Del Bíobío,Curanilahue,2022-08-14,1.0,,1.0
Del Bíobío,Curanilahue,2022-09-01,1.0,,1.0
Del Bíobío,Curanilahue,2022-09-02,1.0,,1.0
Del Bíobío,Curanilahue,2022-09-16,1.0,,1.0
Del Bíobío,Curanilahue,2022-09-18,1.0,,1.0
Del Bíobío,Florida,2020-06-03,2.0,,2.0
Del Bíobío,Florida,2020-06-14,,2.0,2.0
Del Bíobío,Florida,2020-07-09,2.0,,2.0
Del Bíobío,Florida,2020-10-15,2.0,,2.0
Del Bíobío,Florida,2020-10-26,2.0,,2.0
Del Bíobío,Florida,2020-10-29,2.0,,2.0
Del Bíobío,Florida,2020-12-08,2.0,,2.0
Del Bíobío,Florida,2020-12-19,2.0,,2.0
Del Bíobío,Florida,2020-12-22,2.0,,2.0
Del Bíobío,Florida,2021-01-19,2.0,,2.0
Del Bíobío,Florida,2021-01-30,2.0,,2.0
Del Bíobío,Florida,2021-02-04,2.0,,2.0
Del Bíobío,Florida,2021-02-10,2.0,,2.0
Del Bíobío,Florida,2021-03-13,2.0,,2.0
Del Bíobío,Florida,2021-03-14,2.0,,2.0
Del Bíobío,Florida,2021-03-30,2.0,,2.0
Del Bíobío,Florida,2021-04-01,2.0,,2.0
Del Bíobío,Florida,2021-04-11,2.0,,2.0
Del Bíobío,Florida,2021-04-17,2.0,,2.0
Del Bíobío,Florida,2021-06-09,2.0,,2.0
Del Bíobío,Florida,2021-06-29,2.0,,2.0
Del Bíobío,Florida,2021-07-06,,2.0,2.0
Del Bíobío,Florida,2021-07-12,2.0,,2.0
Del Bíobío,Florida,2021-08-04,2.0,,2.0
Del Bíobío,Florida,2021-08-31,2.0,,2.0
Del Bíobío,Florida,2021-12-01,2.0,,2.0
Del Bíobío,Florida,2022-03-02,2.0,,2.0
Del Bíobío,Florida,2022-03-14,1.0,,1.0
Del Bíobío,Florida,2022-03-18,1.0,,1.0
Del Bíobío,Florida,2022-03-21,1.0,,1.0
Del Bíobío,Florida,2022-04-10,1.0,,1.0
Del Bíobío,Florida,2022-07-15,1.0,,1.0
Del Bíobío,Florida,2022-09-07,1.0,,1.0
Del Bíobío,Hualpén,2020-03-26,2.0,,2.0
Del Bíobío,Hualpén,2020-04-10,,2.0,2.0
Del Bíobío,Hualpén,2020-05-03,2.0,,2.0
Del Bíobío,Hualpén,2020-06-05,,2.0,2.0
Del Bíobío,Hualpén,2020-07-06,2.0,2.0,4.0
Del Bíobío,Hualpén,2020-07-17,,2.0,2.0
Del Bíobío,Hualpén,2020-07-22,2.0,,2.0
Del Bíobío,Hualpén,2020-07-25,2.0,,2.0
Del Bíobío,Hualpén,2020-07-27,2.0,,2.0
Del Bíobío,Hualpén,2020-07-28,2.0,,2.0
Del Bíobío,Hualpén,2020-07-30,2.0,,2.0
Del Bíobío,Hualpén,2020-08-04,2.0,,2.0
Del Bíobío,Hualpén,2020-08-08,2.0,,2.0
Del Bíobío,Hualpén,2020-08-09,2.0,2.0,4.0
Del Bíobío,Hualpén,2020-08-15,2.0,,2.0
Del Bíobío,Hualpén,2020-08-17,2.0,,2.0
Del Bíobío,Hualpén,2020-08-19,4.0,,4.0
Del Bíobío,Hualpén,2020-08-20,2.0,,2.0
Del Bíobío,Hualpén,2020-08-22,2.0,,2.0
Del Bíobío,Hualpén,2020-08-23,2.0,2.0,4.0
Del Bíobío,Hualpén,2020-08-25,2.0,2.0,4.0
Del Bíobío,Hualpén,2020-08-27,2.0,,2.0
Del Bíobío,Hualpén,2020-08-30,4.0,,4.0
Del Bíobío,Hualpén,2020-09-03,2.0,,2.0
Del Bíobío,Hualpén,2020-09-06,,2.0,2.0
Del Bíobío,Hualpén,2020-09-18,4.0,,4.0
Del Bíobío,Hualpén,2020-09-19,2.0,,2.0
Del Bíobío,Hualpén,2020-09-29,2.0,,2.0
Del Bíobío,Hualpén,2020-10-05,2.0,,2.0
Del Bíobío,Hualpén,2020-10-08,2.0,,2.0
Del Bíobío,Hualpén,2020-10-09,2.0,,2.0
Del Bíobío,Hualpén,2020-10-13,2.0,,2.0
Del Bíobío,Hualpén,2020-10-15,2.0,,2.0
Del Bíobío,Hualpén,2020-10-16,2.0,,2.0
Del Bíobío,Hualpén,2020-10-28,2.0,,2.0
Del Bíobío,Hualpén,2020-11-01,2.0,,2.0
Del Bíobío,Hualpén,2020-11-06,2.0,,2.0
Del Bíobío,Hualpén,2020-11-07,2.0,,2.0
Del Bíobío,Hualpén,2020-11-08,,2.0,2.0
Del Bíobío,Hualpén,2020-11-13,2.0,,2.0
Del Bíobío,Hualpén,2020-11-15,2.0,,2.0
Del Bíobío,Hualpén,2020-11-19,2.0,,2.0
Del Bíobío,Hualpén,2020-11-22,2.0,,2.0
Del Bíobío,Hualpén,2020-11-26,2.0,,2.0
Del Bíobío,Hualpén,2020-11-30,2.0,,2.0
Del Bíobío,Hualpén,2020-12-02,,2.0,2.0
Del Bíobío,Hualpén,2020-12-04,2.0,,2.0
Del Bíobío,Hualpén,2020-12-05,2.0,,2.0
Del Bíobío,Hualpén,2020-12-06,4.0,,4.0
Del Bíobío,Hualpén,2020-12-13,2.0,,2.0
Del Bíobío,Hualpén,2020-12-17,4.0,,4.0
Del Bíobío,Hualpén,2020-12-18,6.0,,6.0
Del Bíobío,Hualpén,2020-12-25,2.0,,2.0
Del Bíobío,Hualpén,2020-12-28,2.0,,2.0
Del Bíobío,Hualpén,2020-12-29,2.0,,2.0
Del Bíobío,Hualpén,2021-01-02,2.0,,2.0
Del Bíobío,Hualpén,2021-01-04,4.0,,4.0
Del Bíobío,Hualpén,2021-01-06,2.0,,2.0
Del Bíobío,Hualpén,2021-01-09,2.0,,2.0
Del Bíobío,Hualpén,2021-01-10,,2.0,2.0
Del Bíobío,Hualpén,2021-01-12,2.0,,2.0
Del Bíobío,Hualpén,2021-01-13,2.0,,2.0
Del Bíobío,Hualpén,2021-01-15,2.0,,2.0
Del Bíobío,Hualpén,2021-01-17,4.0,,4.0
Del Bíobío,Hualpén,2021-01-18,4.0,,4.0
Del Bíobío,Hualpén,2021-01-19,6.0,2.0,8.0
Del Bíobío,Hualpén,2021-01-21,2.0,,2.0
Del Bíobío,Hualpén,2021-01-23,4.0,,4.0
Del Bíobío,Hualpén,2021-01-24,8.0,2.0,10.0
Del Bíobío,Hualpén,2021-01-25,2.0,,2.0
Del Bíobío,Hualpén,2021-01-26,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-01-28,6.0,,6.0
Del Bíobío,Hualpén,2021-02-05,4.0,,4.0
Del Bíobío,Hualpén,2021-02-07,,2.0,2.0
Del Bíobío,Hualpén,2021-02-09,4.0,,4.0
Del Bíobío,Hualpén,2021-02-10,4.0,,4.0
Del Bíobío,Hualpén,2021-02-11,2.0,,2.0
Del Bíobío,Hualpén,2021-02-14,2.0,,2.0
Del Bíobío,Hualpén,2021-02-16,2.0,,2.0
Del Bíobío,Hualpén,2021-02-20,2.0,,2.0
Del Bíobío,Hualpén,2021-02-21,2.0,,2.0
Del Bíobío,Hualpén,2021-02-22,2.0,,2.0
Del Bíobío,Hualpén,2021-02-24,2.0,,2.0
Del Bíobío,Hualpén,2021-02-25,2.0,,2.0
Del Bíobío,Hualpén,2021-02-26,2.0,,2.0
Del Bíobío,Hualpén,2021-02-27,2.0,,2.0
Del Bíobío,Hualpén,2021-03-01,2.0,,2.0
Del Bíobío,Hualpén,2021-03-02,2.0,,2.0
Del Bíobío,Hualpén,2021-03-07,2.0,,2.0
Del Bíobío,Hualpén,2021-03-10,,2.0,2.0
Del Bíobío,Hualpén,2021-03-11,2.0,,2.0
Del Bíobío,Hualpén,2021-03-12,2.0,,2.0
Del Bíobío,Hualpén,2021-03-13,4.0,2.0,6.0
Del Bíobío,Hualpén,2021-03-14,2.0,,2.0
Del Bíobío,Hualpén,2021-03-15,2.0,,2.0
Del Bíobío,Hualpén,2021-03-16,2.0,,2.0
Del Bíobío,Hualpén,2021-03-18,4.0,,4.0
Del Bíobío,Hualpén,2021-03-21,2.0,,2.0
Del Bíobío,Hualpén,2021-03-22,2.0,,2.0
Del Bíobío,Hualpén,2021-03-24,,2.0,2.0
Del Bíobío,Hualpén,2021-03-25,2.0,,2.0
Del Bíobío,Hualpén,2021-03-26,4.0,,4.0
Del Bíobío,Hualpén,2021-03-27,2.0,,2.0
Del Bíobío,Hualpén,2021-03-28,6.0,,6.0
Del Bíobío,Hualpén,2021-03-29,4.0,2.0,6.0
Del Bíobío,Hualpén,2021-04-01,2.0,,2.0
Del Bíobío,Hualpén,2021-04-02,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-04-05,4.0,,4.0
Del Bíobío,Hualpén,2021-04-06,2.0,,2.0
Del Bíobío,Hualpén,2021-04-08,2.0,,2.0
Del Bíobío,Hualpén,2021-04-10,2.0,,2.0
Del Bíobío,Hualpén,2021-04-11,4.0,2.0,6.0
Del Bíobío,Hualpén,2021-04-17,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-04-21,2.0,,2.0
Del Bíobío,Hualpén,2021-04-22,2.0,,2.0
Del Bíobío,Hualpén,2021-04-23,2.0,,2.0
Del Bíobío,Hualpén,2021-04-27,2.0,,2.0
Del Bíobío,Hualpén,2021-04-29,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-04-30,2.0,,2.0
Del Bíobío,Hualpén,2021-05-03,2.0,,2.0
Del Bíobío,Hualpén,2021-05-04,,2.0,2.0
Del Bíobío,Hualpén,2021-05-05,,2.0,2.0
Del Bíobío,Hualpén,2021-05-07,2.0,,2.0
Del Bíobío,Hualpén,2021-05-08,4.0,,4.0
Del Bíobío,Hualpén,2021-05-09,2.0,,2.0
Del Bíobío,Hualpén,2021-05-12,2.0,,2.0
Del Bíobío,Hualpén,2021-05-16,2.0,,2.0
Del Bíobío,Hualpén,2021-05-17,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-05-20,2.0,,2.0
Del Bíobío,Hualpén,2021-05-21,,2.0,2.0
Del Bíobío,Hualpén,2021-05-22,2.0,,2.0
Del Bíobío,Hualpén,2021-05-25,2.0,,2.0
Del Bíobío,Hualpén,2021-05-30,4.0,,4.0
Del Bíobío,Hualpén,2021-06-02,,2.0,2.0
Del Bíobío,Hualpén,2021-06-08,,2.0,2.0
Del Bíobío,Hualpén,2021-06-09,2.0,,2.0
Del Bíobío,Hualpén,2021-06-17,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-06-18,,2.0,2.0
Del Bíobío,Hualpén,2021-06-21,,2.0,2.0
Del Bíobío,Hualpén,2021-06-23,,2.0,2.0
Del Bíobío,Hualpén,2021-06-29,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-07-02,2.0,,2.0
Del Bíobío,Hualpén,2021-07-04,2.0,,2.0
Del Bíobío,Hualpén,2021-07-05,,4.0,4.0
Del Bíobío,Hualpén,2021-07-11,2.0,,2.0
Del Bíobío,Hualpén,2021-07-15,,2.0,2.0
Del Bíobío,Hualpén,2021-07-16,2.0,,2.0
Del Bíobío,Hualpén,2021-07-17,2.0,,2.0
Del Bíobío,Hualpén,2021-07-18,2.0,,2.0
Del Bíobío,Hualpén,2021-07-21,,2.0,2.0
Del Bíobío,Hualpén,2021-07-22,2.0,,2.0
Del Bíobío,Hualpén,2021-07-24,,2.0,2.0
Del Bíobío,Hualpén,2021-07-29,2.0,,2.0
Del Bíobío,Hualpén,2021-08-02,2.0,,2.0
Del Bíobío,Hualpén,2021-08-03,,2.0,2.0
Del Bíobío,Hualpén,2021-08-05,2.0,,2.0
Del Bíobío,Hualpén,2021-08-07,2.0,,2.0
Del Bíobío,Hualpén,2021-08-08,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-08-14,2.0,,2.0
Del Bíobío,Hualpén,2021-08-28,2.0,,2.0
Del Bíobío,Hualpén,2021-09-05,2.0,,2.0
Del Bíobío,Hualpén,2021-09-15,2.0,,2.0
Del Bíobío,Hualpén,2021-09-19,2.0,,2.0
Del Bíobío,Hualpén,2021-09-22,2.0,,2.0
Del Bíobío,Hualpén,2021-11-10,,2.0,2.0
Del Bíobío,Hualpén,2021-11-24,2.0,,2.0
Del Bíobío,Hualpén,2021-11-26,2.0,,2.0
Del Bíobío,Hualpén,2021-11-29,2.0,,2.0
Del Bíobío,Hualpén,2021-12-01,,2.0,2.0
Del Bíobío,Hualpén,2021-12-11,2.0,2.0,4.0
Del Bíobío,Hualpén,2021-12-18,2.0,,2.0
Del Bíobío,Hualpén,2021-12-19,2.0,,2.0
Del Bíobío,Hualpén,2021-12-27,4.0,,4.0
Del Bíobío,Hualpén,2021-12-30,2.0,,2.0
Del Bíobío,Hualpén,2022-01-04,1.0,,1.0
Del Bíobío,Hualpén,2022-01-10,1.0,,1.0
Del Bíobío,Hualpén,2022-01-21,1.0,,1.0
Del Bíobío,Hualpén,2022-01-24,1.0,,1.0
Del Bíobío,Hualpén,2022-01-31,1.0,,1.0
Del Bíobío,Hualpén,2022-02-06,1.0,,1.0
Del Bíobío,Hualpén,2022-02-07,1.0,1.0,2.0
Del Bíobío,Hualpén,2022-02-11,1.0,,1.0
Del Bíobío,Hualpén,2022-02-16,1.0,,1.0
Del Bíobío,Hualpén,2022-02-20,1.0,,1.0
Del Bíobío,Hualpén,2022-02-21,1.0,,1.0
Del Bíobío,Hualpén,2022-02-24,1.0,,1.0
Del Bíobío,Hualpén,2022-02-25,3.0,,3.0
Del Bíobío,Hualpén,2022-02-26,1.0,,1.0
Del Bíobío,Hualpén,2022-02-27,1.0,,1.0
Del Bíobío,Hualpén,2022-03-01,4.0,,4.0
Del Bíobío,Hualpén,2022-03-05,1.0,,1.0
Del Bíobío,Hualpén,2022-03-11,2.0,,2.0
Del Bíobío,Hualpén,2022-03-15,1.0,,1.0
Del Bíobío,Hualpén,2022-03-21,1.0,,1.0
Del Bíobío,Hualpén,2022-03-23,1.0,,1.0
Del Bíobío,Hualpén,2022-03-27,3.0,,3.0
Del Bíobío,Hualpén,2022-04-06,1.0,,1.0
Del Bíobío,Hualpén,2022-04-22,2.0,,2.0
Del Bíobío,Hualpén,2022-04-26,1.0,,1.0
Del Bíobío,Hualpén,2022-04-30,1.0,,1.0
Del Bíobío,Hualpén,2022-05-16,1.0,,1.0
Del Bíobío,Hualpén,2022-05-27,1.0,,1.0
Del Bíobío,Hualpén,2022-06-03,1.0,,1.0
Del Bíobío,Hualpén,2022-07-21,1.0,,1.0
Del Bíobío,Hualpén,2022-07-25,1.0,,1.0
Del Bíobío,Hualpén,2022-08-04,1.0,,1.0
Del Bíobío,Hualpén,2022-08-08,1.0,,1.0
Del Bíobío,Hualpén,2022-08-26,1.0,,1.0
Del Bíobío,Hualpén,2022-08-27,1.0,,1.0
Del Bíobío,Hualpén,2022-09-07,1.0,,1.0
Del Bíobío,Hualpén,2022-09-24,1.0,,1.0
Del Bíobío,Hualpén,2022-09-27,1.0,,1.0
Del Bíobío,Hualpén,2022-09-29,1.0,,1.0
Del Bíobío,Hualpén,2022-10-01,1.0,,1.0
Del Bíobío,Hualqui,2020-06-11,2.0,,2.0
Del Bíobío,Hualqui,2020-06-12,2.0,,2.0
Del Bíobío,Hualqui,2020-06-13,2.0,,2.0
Del Bíobío,Hualqui,2020-08-04,2.0,,2.0
Del Bíobío,Hualqui,2020-08-06,2.0,,2.0
Del Bíobío,Hualqui,2020-08-08,2.0,,2.0
Del Bíobío,Hualqui,2020-09-01,2.0,,2.0
Del Bíobío,Hualqui,2020-09-14,2.0,,2.0
Del Bíobío,Hualqui,2020-10-02,2.0,,2.0
Del Bíobío,Hualqui,2020-10-21,2.0,,2.0
Del Bíobío,Hualqui,2020-10-28,2.0,,2.0
Del Bíobío,Hualqui,2020-11-16,2.0,,2.0
Del Bíobío,Hualqui,2020-12-09,2.0,,2.0
Del Bíobío,Hualqui,2020-12-19,,2.0,2.0
Del Bíobío,Hualqui,2021-01-01,2.0,,2.0
Del Bíobío,Hualqui,2021-01-08,2.0,,2.0
Del Bíobío,Hualqui,2021-01-15,,2.0,2.0
Del Bíobío,Hualqui,2021-01-26,4.0,,4.0
Del Bíobío,Hualqui,2021-02-09,,2.0,2.0
Del Bíobío,Hualqui,2021-02-12,2.0,,2.0
Del Bíobío,Hualqui,2021-02-19,2.0,,2.0
Del Bíobío,Hualqui,2021-02-26,2.0,,2.0
Del Bíobío,Hualqui,2021-02-27,2.0,,2.0
Del Bíobío,Hualqui,2021-03-06,2.0,,2.0
Del Bíobío,Hualqui,2021-03-09,2.0,,2.0
Del Bíobío,Hualqui,2021-03-20,2.0,,2.0
Del Bíobío,Hualqui,2021-03-28,2.0,,2.0
Del Bíobío,Hualqui,2021-03-30,,2.0,2.0
Del Bíobío,Hualqui,2021-04-06,2.0,,2.0
Del Bíobío,Hualqui,2021-04-07,2.0,,2.0
Del Bíobío,Hualqui,2021-04-09,2.0,,2.0
Del Bíobío,Hualqui,2021-04-13,,2.0,2.0
Del Bíobío,Hualqui,2021-04-19,2.0,,2.0
Del Bíobío,Hualqui,2021-04-21,2.0,,2.0
Del Bíobío,Hualqui,2021-04-24,,2.0,2.0
Del Bíobío,Hualqui,2021-05-02,2.0,,2.0
Del Bíobío,Hualqui,2021-05-11,2.0,,2.0
Del Bíobío,Hualqui,2021-05-20,2.0,,2.0
Del Bíobío,Hualqui,2021-05-22,2.0,,2.0
Del Bíobío,Hualqui,2021-06-01,2.0,2.0,4.0
Del Bíobío,Hualqui,2021-06-04,,2.0,2.0
Del Bíobío,Hualqui,2021-06-29,2.0,,2.0
Del Bíobío,Hualqui,2021-07-05,,2.0,2.0
Del Bíobío,Hualqui,2021-07-07,2.0,,2.0
Del Bíobío,Hualqui,2021-07-20,2.0,,2.0
Del Bíobío,Hualqui,2021-07-21,2.0,,2.0
Del Bíobío,Hualqui,2021-08-27,,2.0,2.0
Del Bíobío,Hualqui,2021-09-06,2.0,,2.0
Del Bíobío,Hualqui,2021-09-13,2.0,,2.0
Del Bíobío,Hualqui,2021-09-22,2.0,,2.0
Del Bíobío,Hualqui,2021-12-03,2.0,,2.0
Del Bíobío,Hualqui,2021-12-13,2.0,,2.0
Del Bíobío,Hualqui,2021-12-18,2.0,,2.0
Del Bíobío,Hualqui,2022-02-09,2.0,,2.0
Del Bíobío,Hualqui,2022-02-16,1.0,,1.0
Del Bíobío,Hualqui,2022-03-01,1.0,,1.0
Del Bíobío,Hualqui,2022-03-06,1.0,,1.0
Del Bíobío,Hualqui,2022-03-11,1.0,,1.0
Del Bíobío,Hualqui,2022-03-13,1.0,,1.0
Del Bíobío,Hualqui,2022-03-21,1.0,,1.0
Del Bíobío,Hualqui,2022-08-19,1.0,,1.0
Del Bíobío,Hualqui,2022-08-31,1.0,,1.0
Del Bíobío,Hualqui,2022-09-05,1.0,,1.0
Del Bíobío,Hualqui,2022-09-06,2.0,,2.0
Del Bíobío,Laja,2020-05-11,,2.0,2.0
Del Bíobío,Laja,2020-06-28,,2.0,2.0
Del Bíobío,Laja,2020-11-01,2.0,,2.0
Del Bíobío,Laja,2020-11-02,2.0,,2.0
Del Bíobío,Laja,2020-11-05,2.0,,2.0
Del Bíobío,Laja,2020-11-13,2.0,,2.0
Del Bíobío,Laja,2020-12-21,2.0,,2.0
Del Bíobío,Laja,2020-12-24,2.0,,2.0
Del Bíobío,Laja,2020-12-26,2.0,,2.0
Del Bíobío,Laja,2021-01-07,2.0,,2.0
Del Bíobío,Laja,2021-01-23,2.0,,2.0
Del Bíobío,Laja,2021-01-24,2.0,,2.0
Del Bíobío,Laja,2021-01-26,,2.0,2.0
Del Bíobío,Laja,2021-01-28,2.0,,2.0
Del Bíobío,Laja,2021-01-31,,2.0,2.0
Del Bíobío,Laja,2021-03-16,2.0,,2.0
Del Bíobío,Laja,2021-03-19,2.0,,2.0
