Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113,202114,202115,202116,202117,202118,202119,202120
Tarapaca,01,Colchane,01403,1583.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,17.0,15.0,15.0,8.0,8.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
Tarapaca,01,Huara,01404,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,10.0,7.0,8.0,7.0,4.0,6.0,10.0,12.0,8.0,19.0,4.0,3.0,6.0,6.0,3.0,6.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,10.0,10.0,1.0,0.0,5.0,9.0,3.0,1.0,1.0,8.0,16.0,29.0,2.0,8.0,20.0,13.0,6.0,4.0,4.0,3.0,3.0,10.0,9.0,5.0,4.0,1.0,3.0,2.0,0.0
Tarapaca,01,Iquique,01101,223463.0,0,0.0,0.0,0.0,0.0,9.0,7.0,15.0,11.0,20.0,42.0,102.0,256.0,401.0,502.0,455.0,441.0,443.0,408.0,338.0,328.0,284.0,277.0,334.0,261.0,248.0,208.0,173.0,145.0,138.0,131.0,103.0,100.0,118.0,82.0,105.0,146.0,128.0,141.0,116.0,129.0,158.0,162.0,231.0,314.0,433.0,668.0,993.0,835.0,744.0,584.0,496.0,539.0,495.0,427.0,500.0,590.0,764.0,801.0,841.0,765.0,609.0,560.0,511.0,458.0,230.0,0.0
Tarapaca,01,Pica,01405,5958.0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,10.0,0.0,1.0,4.0,1.0,7.0,8.0,10.0,10.0,10.0,14.0,43.0,37.0,24.0,24.0,19.0,25.0,29.0,17.0,17.0,6.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,10.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,32.0,21.0,22.0,16.0,13.0,12.0,23.0,18.0,18.0,22.0,14.0,6.0,7.0,16.0,20.0,17.0,12.0,9.0,9.0,0.0
Tarapaca,01,Pozo Almonte,01401,17395.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,15.0,38.0,58.0,92.0,92.0,58.0,32.0,74.0,55.0,48.0,43.0,128.0,57.0,43.0,47.0,39.0,22.0,13.0,8.0,9.0,13.0,6.0,13.0,8.0,14.0,26.0,31.0,3.0,9.0,21.0,14.0,16.0,19.0,23.0,43.0,43.0,42.0,41.0,50.0,53.0,30.0,27.0,25.0,25.0,14.0,36.0,34.0,35.0,44.0,32.0,37.0,11.0,8.0,0.0
Tarapaca,01,Desconocido Tarapaca,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,10.0,2.0,0.0,0.0
Tarapaca,01,Total,,382773.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,30.0,39.0,54.0,83.0,226.0,406.0,698.0,876.0,845.0,808.0,762.0,646.0,568.0,577.0,491.0,478.0,531.0,558.0,465.0,464.0,344.0,318.0,244.0,221.0,164.0,165.0,184.0,152.0,178.0,229.0,202.0,266.0,221.0,192.0,231.0,275.0,378.0,518.0,686.0,1030.0,1546.0,1364.0,1239.0,958.0,811.0,893.0,807.0,673.0,745.0,883.0,1095.0,1150.0,1219.0,1234.0,1010.0,934.0,862.0,756.0,367.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antofagasta,02,Antofagasta,02101,425725.0,0,0.0,0.0,1.0,2.0,27.0,33.0,40.0,56.0,109.0,160.0,214.0,310.0,310.0,301.0,341.0,470.0,582.0,675.0,765.0,870.0,713.0,568.0,564.0,633.0,546.0,460.0,383.0,385.0,307.0,258.0,209.0,227.0,247.0,247.0,215.0,199.0,182.0,149.0,121.0,106.0,121.0,130.0,237.0,325.0,444.0,833.0,1491.0,1585.0,1334.0,1249.0,1252.0,935.0,907.0,809.0,739.0,791.0,820.0,736.0,707.0,687.0,664.0,539.0,473.0,434.0,271.0,0.0
Antofagasta,02,Calama,02201,190336.0,0,0.0,1.0,0.0,2.0,4.0,3.0,8.0,16.0,16.0,39.0,51.0,89.0,231.0,279.0,446.0,779.0,933.0,847.0,694.0,634.0,449.0,350.0,263.0,191.0,182.0,155.0,113.0,136.0,116.0,72.0,62.0,89.0,67.0,38.0,23.0,42.0,25.0,26.0,37.0,44.0,28.0,22.0,22.0,38.0,48.0,93.0,212.0,269.0,227.0,226.0,248.0,280.0,246.0,277.0,275.0,278.0,301.0,285.0,452.0,483.0,469.0,412.0,338.0,379.0,266.0,0.0
Antofagasta,02,Maria Elena,02302,6814.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,44.0,44.0,30.0,13.0,12.0,10.0,7.0,38.0,29.0,27.0,7.0,14.0,8.0,12.0,7.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,4.0,2.0,3.0,2.0,12.0,46.0,29.0,13.0,15.0,2.0,2.0,1.0,8.0,9.0,9.0,13.0,13.0,9.0,6.0,8.0,10.0,0.0
Antofagasta,02,Mejillones,02102,14776.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,17.0,30.0,77.0,46.0,51.0,19.0,19.0,10.0,17.0,38.0,50.0,25.0,16.0,10.0,22.0,24.0,9.0,21.0,16.0,13.0,8.0,19.0,16.0,7.0,7.0,15.0,10.0,14.0,11.0,5.0,9.0,6.0,16.0,23.0,31.0,25.0,25.0,30.0,98.0,93.0,112.0,102.0,70.0,78.0,54.0,56.0,35.0,16.0,22.0,25.0,13.0,19.0,21.0,23.0,14.0,9.0,8.0,0.0
Antofagasta,02,Ollague,02202,287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,15.0,18.0,29.0,35.0,35.0,35.0,45.0,19.0,20.0,19.0,17.0,13.0,9.0,9.0,4.0,2.0,14.0,7.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,45.0,20.0,30.0,59.0,36.0,36.0,28.0,20.0,18.0,18.0,11.0,7.0,12.0,6.0,23.0,12.0,16.0,23.0,13.0,0.0
Antofagasta,02,Sierra Gorda,02103,1746.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,13.0,6.0,8.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,8.0,5.0,1.0,0.0
Antofagasta,02,Taltal,02104,13657.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,9.0,6.0,9.0,9.0,6.0,10.0,18.0,14.0,2.0,10.0,10.0,15.0,9.0,2.0,4.0,2.0,5.0,7.0,2.0,13.0,2.0,3.0,0.0,4.0,9.0,0.0,0.0,3.0,11.0,16.0,10.0,17.0,14.0,12.0,18.0,15.0,17.0,4.0,11.0,31.0,37.0,75.0,42.0,48.0,15.0,17.0,23.0,32.0,19.0,15.0,8.0,0.0
Antofagasta,02,Tocopilla,02301,28079.0,0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,2.0,6.0,8.0,8.0,2.0,6.0,14.0,37.0,57.0,32.0,16.0,19.0,7.0,8.0,9.0,9.0,19.0,14.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,10.0,6.0,3.0,2.0,4.0,0.0,10.0,12.0,15.0,9.0,28.0,43.0,67.0,103.0,110.0,92.0,66.0,79.0,84.0,68.0,69.0,66.0,41.0,46.0,36.0,45.0,41.0,28.0,42.0,38.0,0.0
Antofagasta,02,Desconocido Antofagasta,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,6.0,5.0,0.0,12.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
Antofagasta,02,Total,,691854.0,0.0,0.0,2.0,1.0,4.0,35.0,38.0,63.0,100.0,153.0,248.0,392.0,503.0,648.0,633.0,846.0,1302.0,1590.0,1682.0,1641.0,1637.0,1264.0,1031.0,891.0,905.0,787.0,678.0,556.0,562.0,451.0,361.0,299.0,351.0,336.0,324.0,264.0,275.0,225.0,188.0,179.0,160.0,165.0,191.0,323.0,434.0,544.0,1013.0,1907.0,2050.0,1839.0,1827.0,1748.0,1423.0,1346.0,1281.0,1190.0,1248.0,1275.0,1152.0,1254.0,1263.0,1262.0,1070.0,904.0,915.0,617.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atacama,03,Alto del Carmen,03302,5729.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,14.0,4.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,4.0,5.0,17.0,10.0,3.0,9.0,17.0,2.0,11.0,5.0,18.0,9.0,1.0,4.0,1.0,0.0
Atacama,03,Caldera,03102,19426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,5.0,14.0,7.0,6.0,19.0,20.0,24.0,57.0,31.0,43.0,23.0,3.0,14.0,13.0,3.0,3.0,6.0,3.0,4.0,9.0,1.0,1.0,5.0,0.0,1.0,10.0,28.0,21.0,13.0,23.0,17.0,38.0,30.0,16.0,16.0,28.0,56.0,44.0,71.0,54.0,59.0,59.0,73.0,58.0,47.0,22.0,11.0,10.0,0.0
Atacama,03,Chanaral,03201,13164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,11.0,3.0,4.0,9.0,6.0,12.0,11.0,10.0,19.0,13.0,21.0,35.0,17.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,15.0,21.0,22.0,13.0,7.0,16.0,37.0,29.0,40.0,24.0,33.0,29.0,30.0,28.0,25.0,40.0,47.0,31.0,18.0,0.0
Atacama,03,Copiapo,03101,171766.0,0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,12.0,28.0,27.0,14.0,26.0,58.0,113.0,116.0,146.0,154.0,173.0,196.0,301.0,511.0,654.0,632.0,388.0,259.0,148.0,123.0,152.0,91.0,58.0,82.0,71.0,89.0,91.0,26.0,12.0,20.0,14.0,26.0,25.0,28.0,39.0,55.0,144.0,242.0,282.0,238.0,243.0,193.0,229.0,218.0,254.0,216.0,242.0,249.0,286.0,381.0,590.0,595.0,575.0,432.0,415.0,275.0,0.0
Atacama,03,Diego de Almagro,03202,14358.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,3.0,9.0,4.0,2.0,10.0,6.0,1.0,5.0,1.0,11.0,44.0,20.0,40.0,7.0,12.0,13.0,25.0,27.0,29.0,22.0,20.0,11.0,1.0,5.0,5.0,0.0,3.0,1.0,6.0,5.0,7.0,29.0,40.0,42.0,27.0,15.0,16.0,10.0,13.0,21.0,24.0,32.0,29.0,25.0,26.0,30.0,12.0,11.0,18.0,13.0,0.0
Atacama,03,Freirina,03303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,10.0,23.0,6.0,4.0,8.0,20.0,24.0,15.0,10.0,6.0,6.0,8.0,22.0,10.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,2.0,1.0,8.0,5.0,12.0,35.0,19.0,18.0,17.0,13.0,14.0,16.0,15.0,16.0,4.0,16.0,18.0,22.0,13.0,21.0,14.0,0.0
Atacama,03,Huasco,03304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,6.0,3.0,0.0,1.0,9.0,9.0,3.0,10.0,16.0,8.0,22.0,15.0,28.0,20.0,12.0,9.0,11.0,7.0,16.0,6.0,10.0,25.0,19.0,5.0,1.0,0.0,0.0,1.0,3.0,7.0,12.0,37.0,32.0,26.0,16.0,9.0,26.0,35.0,19.0,14.0,9.0,8.0,4.0,5.0,19.0,7.0,0.0,0.0
Atacama,03,Tierra Amarilla,03103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,4.0,9.0,2.0,0.0,1.0,10.0,15.0,11.0,5.0,14.0,22.0,23.0,40.0,49.0,49.0,36.0,18.0,22.0,5.0,5.0,2.0,7.0,18.0,25.0,12.0,6.0,1.0,2.0,5.0,5.0,7.0,1.0,5.0,10.0,2.0,5.0,17.0,19.0,38.0,40.0,44.0,37.0,24.0,31.0,43.0,6.0,9.0,7.0,21.0,45.0,34.0,44.0,29.0,27.0,16.0,0.0
Atacama,03,Vallenar,03301,57009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,10.0,13.0,3.0,7.0,16.0,27.0,54.0,66.0,56.0,72.0,59.0,33.0,34.0,38.0,37.0,61.0,64.0,86.0,134.0,94.0,136.0,130.0,67.0,49.0,34.0,24.0,16.0,15.0,33.0,24.0,31.0,27.0,27.0,13.0,17.0,21.0,47.0,78.0,64.0,64.0,68.0,52.0,74.0,59.0,51.0,108.0,106.0,104.0,153.0,172.0,219.0,169.0,161.0,111.0,79.0,0.0
Atacama,03,Desconocido Atacama,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Atacama,03,Total,,314709.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,8.0,11.0,24.0,45.0,52.0,24.0,38.0,88.0,168.0,212.0,253.0,243.0,294.0,323.0,391.0,635.0,794.0,825.0,627.0,452.0,359.0,335.0,317.0,299.0,270.0,221.0,197.0,172.0,154.0,80.0,37.0,79.0,79.0,88.0,64.0,72.0,103.0,104.0,196.0,384.0,470.0,473.0,494.0,398.0,415.0,441.0,474.0,458.0,535.0,534.0,546.0,693.0,964.0,1001.0,923.0,735.0,645.0,426.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,04,Andacollo,04103,11791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,6.0,6.0,1.0,5.0,7.0,3.0,3.0,3.0,2.0,5.0,5.0,10.0,16.0,15.0,23.0,21.0,14.0,13.0,11.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,7.0,14.0,19.0,19.0,17.0,23.0,16.0,13.0,9.0,15.0,28.0,18.0,3.0,6.0,3.0,10.0,0.0,0.0
Coquimbo,04,Canela,04202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,6.0,5.0,0.0,4.0,3.0,2.0,10.0,19.0,11.0,7.0,4.0,4.0,7.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,6.0,8.0,16.0,18.0,4.0,19.0,19.0,9.0,7.0,7.0,8.0,7.0,7.0,6.0,13.0,20.0,19.0,11.0,11.0,3.0,0.0
Coquimbo,04,Combarbala,04302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,5.0,6.0,6.0,7.0,1.0,4.0,2.0,4.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,2.0,19.0,4.0,3.0,6.0,1.0,4.0,6.0,7.0,4.0,3.0,11.0,18.0,18.0,12.0,14.0,29.0,22.0,10.0,18.0,12.0,15.0,15.0,21.0,22.0,6.0,0.0
Coquimbo,04,Coquimbo,04102,256735.0,0,0.0,0.0,0.0,4.0,13.0,3.0,2.0,1.0,6.0,7.0,17.0,79.0,82.0,62.0,136.0,132.0,149.0,168.0,230.0,229.0,321.0,354.0,345.0,320.0,316.0,312.0,317.0,263.0,187.0,164.0,86.0,99.0,79.0,69.0,37.0,39.0,21.0,22.0,23.0,36.0,44.0,45.0,49.0,71.0,78.0,118.0,155.0,238.0,283.0,308.0,273.0,266.0,332.0,386.0,409.0,401.0,344.0,347.0,287.0,305.0,279.0,267.0,307.0,372.0,206.0,0.0
Coquimbo,04,Illapel,04201,32801.0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,19.0,14.0,17.0,20.0,40.0,43.0,63.0,9.0,22.0,48.0,19.0,25.0,18.0,10.0,17.0,22.0,8.0,29.0,16.0,6.0,6.0,4.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,7.0,2.0,2.0,10.0,22.0,33.0,24.0,31.0,42.0,43.0,35.0,41.0,52.0,87.0,60.0,98.0,79.0,69.0,58.0,45.0,30.0,23.0,0.0
Coquimbo,04,La Higuera,04104,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,9.0,27.0,9.0,17.0,18.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,3.0,0.0,6.0,6.0,9.0,4.0,0.0,12.0,14.0,16.0,6.0,7.0,3.0,13.0,11.0,0.0,14.0,1.0,0.0
Coquimbo,04,La Serena,04101,249656.0,0,0.0,0.0,1.0,0.0,3.0,7.0,4.0,2.0,3.0,6.0,14.0,51.0,47.0,67.0,96.0,110.0,124.0,180.0,156.0,190.0,239.0,266.0,328.0,294.0,223.0,130.0,194.0,156.0,158.0,92.0,51.0,55.0,66.0,48.0,36.0,37.0,31.0,23.0,12.0,38.0,25.0,50.0,53.0,57.0,81.0,101.0,137.0,215.0,257.0,309.0,400.0,316.0,359.0,423.0,466.0,505.0,472.0,408.0,347.0,344.0,404.0,427.0,381.0,337.0,178.0,0.0
Coquimbo,04,Los Vilos,04203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,5.0,12.0,25.0,10.0,12.0,17.0,19.0,18.0,25.0,29.0,25.0,15.0,27.0,20.0,13.0,16.0,7.0,8.0,2.0,3.0,3.0,1.0,0.0,0.0,5.0,4.0,4.0,8.0,8.0,25.0,45.0,44.0,53.0,46.0,32.0,39.0,31.0,42.0,45.0,40.0,87.0,66.0,23.0,32.0,48.0,37.0,44.0,56.0,49.0,0.0
