Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,2020-08-31,2020-09-04,2020-09-07,2020-09-11,2020-09-14,2020-09-18,2020-09-21,2020-09-25,2020-09-28,2020-10-02,2020-10-05,2020-10-09,2020-10-12,2020-10-16,2020-10-19,2020-10-24,2020-10-26,2020-10-30,2020-11-02,2020-11-06,2020-11-09,2020-11-13,2020-11-16,2020-11-20,2020-11-23,2020-11-27,2020-11-30,2020-12-04,2020-12-07,2020-12-11,2020-12-14,2020-12-18,2020-12-21,2020-12-25,2020-12-28,2021-01-01,2021-01-04,2021-01-08,2021-01-11,2021-01-15,2021-01-18,2021-01-22,2021-01-25,2021-01-29,2021-02-01,2021-02-05,2021-02-08,2021-02-12,2021-02-15,2021-02-19,2021-02-22,2021-02-26,2021-03-01,2021-03-05,2021-03-08,2021-03-12,2021-03-15,2021-03-19,2021-03-22,2021-03-26,2021-03-29,2021-04-02,2021-04-05,2021-04-09,2021-04-12,2021-04-16,2021-04-19,2021-04-23,2021-04-26,2021-04-30,2021-05-03,2021-05-07,2021-05-10,2021-05-14,2021-05-17,2021-05-21,2021-05-24,2021-05-28,2021-05-31,2021-06-04,2021-06-07,2021-06-11,2021-06-14,2021-06-18,2021-06-21,2021-06-25,2021-06-28,2021-07-02,2021-07-05,2021-07-09
Maule,07,San Javier,07406,49451.0,0.0,0.0,0.0,14.2,14.2,16.2,16.2,18.2,22.2,32.4,40.4,40.4,46.5,46.5,50.6,54.6,68.8,68.8,82.9,91.0,99.1,109.2,133.5,165.8,210.3,242.7,331.6,370.1,434.8,467.1,539.9,586.4,635.0,719.9,748.2,798.8,857.4,922.1,968.6,1005.0,1033.3,1055.6,1079.9,1092.0,1104.1,1120.3,1144.6,1185.0,1215.3,1272.0,1306.3,1346.8,1391.3,1427.7,1462.1,1500.5,1526.8,1571.3,1607.7,1640.0,1670.3,1761.3,1791.7,1850.3,1906.9,1931.2,1975.7,2020.2,2046.5,2072.8,2109.2,2157.7,2198.1,2246.7,2325.5,2376.1,2473.2,2568.2,2663.2,2758.3,2821.0,2932.2,3021.2,3112.2,3235.5,3324.5,3447.9,3559.1,3666.3,3733.0,3819.9,3929.1,3985.8,4060.6,4139.5,4200.1,4289.1,4368.0,4432.7,4533.8,4675.3,4816.9,4918.0,5102.0,5257.7,5522.6,5680.4,5904.8,6084.8,6309.3,6509.5,6790.6,7025.1,7261.7,7405.3,7605.5,7848.2,8024.1,8171.7,8299.1,8414.4,8555.9,8727.8,8885.6,8998.8,9146.4,9217.2,9358.8,9453.8,9597.4,9668.2,9743.0,9807.7,9850.2,9890.6,9931.0
Maule,07,San Rafael,07110,9959.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,20.1,20.1,20.1,30.1,30.1,30.1,30.1,40.2,40.2,60.2,120.5,291.2,411.7,451.9,482.0,552.3,592.4,652.7,712.9,793.3,823.4,984.0,1024.2,1074.4,1184.9,1184.9,1204.9,1245.1,1255.1,1255.1,1265.2,1285.3,1315.4,1325.4,1425.8,1466.0,1636.7,1747.2,1847.6,1877.7,1917.9,1958.0,1958.0,1998.2,2028.3,2098.6,2219.1,2279.3,2329.6,2369.7,2419.9,2419.9,2460.1,2490.2,2560.5,2560.5,2580.6,2671.0,2761.3,2771.4,2811.5,2922.0,3002.3,3032.4,3072.6,3092.7,3122.8,3122.8,3132.8,3142.9,3193.1,3243.3,3303.5,3454.2,3514.4,3584.7,3634.9,3675.1,3675.1,3735.3,3845.8,3865.8,3936.1,4046.6,4106.8,4187.2,4267.5,4307.7,4408.1,4428.2,4518.5,4659.1,4769.6,4859.9,4990.5,5050.7,5191.3,5331.9,5552.8,5833.9,5994.6,6205.4,6275.7,6577.0,6707.5,6787.8,6958.5,7239.7,7360.2,7420.4,7490.7,7681.5,7862.2,8093.2,8324.1,8585.2,8966.8,9258.0,9649.6,9870.5,10121.5,10382.6,10613.5,10814.3,11025.2,11165.8,11416.8,11527.3,11597.5
Maule,07,Talca,07101,236724.0,14.4,15.6,17.7,20.3,21.5,21.5,21.5,24.1,38.4,56.2,61.3,62.9,67.6,68.4,68.9,70.1,80.7,85.8,104.3,119.5,131.4,139.0,165.6,182.9,223.9,256.4,321.9,396.7,487.5,523.4,588.0,661.1,690.7,722.4,741.4,764.6,787.8,811.1,818.3,855.8,892.2,923.0,953.9,1002.0,1028.2,1064.1,1090.7,1133.8,1172.7,1228.4,1282.9,1355.6,1402.1,1472.6,1523.3,1597.6,1650.4,1713.0,1774.2,1794.5,1848.6,1899.3,1922.5,1964.3,1997.7,2032.3,2059.4,2086.8,2111.3,2137.1,2154.4,2171.7,2187.4,2204.7,2222.4,2246.5,2284.1,2333.5,2375.3,2423.9,2477.6,2537.6,2602.2,2671.5,2734.0,2845.9,2944.8,3077.0,3169.5,3323.7,3448.3,3581.0,3695.0,3788.4,3874.6,3936.7,4014.4,4112.4,4218.8,4351.9,4469.3,4637.0,4771.8,4932.3,5078.9,5258.9,5384.3,5543.6,5661.9,5803.0,5938.6,6055.6,6145.1,6217.8,6287.9,6382.5,6467.4,6581.1,6674.9,6805.8,6927.5,7100.7,7210.1,7394.3,7540.8,7720.0,7858.1,8016.9,8145.8,8272.1,8376.0,8451.2,8542.4,8621.9,8684.4,8740.1
Maule,07,Teno,07308,30850.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,6.5,6.5,6.5,13.0,13.0,16.2,22.7,25.9,25.9,29.2,35.7,38.9,38.9,48.6,71.3,100.5,110.2,184.8,262.6,353.3,382.5,440.8,512.2,538.1,625.6,645.1,735.8,781.2,820.1,862.2,927.1,969.2,1008.1,1030.8,1066.5,1079.4,1131.3,1154.0,1212.3,1244.7,1280.4,1309.6,1338.7,1345.2,1416.5,1526.7,1572.1,1611.0,1646.7,1679.1,1685.6,1705.0,1721.2,1737.4,1737.4,1743.9,1750.4,1779.6,1818.5,1844.4,1883.3,1912.5,1961.1,2022.7,2071.3,2090.8,2132.9,2162.1,2210.7,2301.5,2350.1,2385.7,2453.8,2557.5,2677.5,2774.7,3017.8,3137.8,3273.9,3364.7,3478.1,3542.9,3624.0,3711.5,3763.4,3799.0,3834.7,3886.5,4006.5,4084.3,4188.0,4278.8,4372.8,4486.2,4593.2,4722.9,4884.9,5027.6,5251.2,5442.5,5669.4,5915.7,6246.4,6541.3,6881.7,7205.8,7471.6,7630.5,7818.5,7967.6,8132.9,8295.0,8453.8,8606.2,8748.8,8865.5,8995.1,9105.3,9218.8,9400.3,9624.0,9753.6,9863.9,9990.3,10022.7,10061.6,10107.0
Maule,07,Vichuquen,07309,4381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,91.3,114.1,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,159.8,205.4,251.1,319.6,365.2,365.2,388.0,388.0,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,410.9,433.7,433.7,525.0,525.0,525.0,593.5,616.3,639.1,661.9,661.9,730.4,730.4,730.4,776.1,867.4,981.5,1392.4,2830.4,4245.6,4428.2,4656.5,4907.6,4976.0,5044.5,5044.5,5090.2,5158.6,5272.8,5409.7,5523.9,5569.5,5752.1,5866.2,6003.2,6071.7,6094.5,6208.6,6459.7,6596.7,6688.0,6756.4,6824.9,7053.2,7144.5,7258.6,7304.3,7304.3,7304.3,7349.9,7486.9,7646.7,7783.6,8080.3,8103.2,8194.5,8308.6,8354.3,8331.4,8399.9,8468.4,8491.2,8514.0
Maule,07,Villa Alegre,07407,17512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,11.4,11.4,11.4,11.4,11.4,17.1,17.1,22.8,28.6,34.3,34.3,68.5,97.1,131.3,171.3,239.8,268.4,285.5,314.1,394.0,485.4,502.5,593.9,622.4,736.6,776.6,805.2,816.6,833.7,873.7,868.0,902.2,930.8,970.8,1010.7,1045.0,1073.5,1079.3,1096.4,1102.1,1119.2,1130.7,1142.1,1147.8,1239.2,1250.6,1279.1,1296.3,1341.9,1381.9,1404.8,1404.8,1410.5,1450.4,1473.3,1524.7,1536.1,1553.2,1553.2,1553.2,1564.6,1604.6,1644.6,1678.8,1678.8,1707.4,1827.3,1901.6,2004.3,2061.4,2090.0,2107.1,2187.1,2232.8,2301.3,2335.5,2426.9,2489.7,2575.4,2609.6,2672.5,2729.6,2741.0,2820.9,2855.2,2889.4,2963.7,3049.3,3140.7,3334.9,3466.2,3500.5,3660.3,3757.4,3803.1,3860.2,4077.2,4180.0,4254.2,4374.1,4437.0,4545.5,4693.9,4779.6,4922.3,4996.6,5122.2,5287.8,5424.9,5510.5,5636.1,5847.4,6098.7,6315.7,6549.8,6709.7,6966.7,7086.6,7212.2,7315.0,7429.2,7480.6,7600.5,7669.0,7680.4
Maule,07,Yerbas Buenas,07408,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,10.4,10.4,15.6,15.6,26.0,41.7,78.1,93.8,125.0,145.8,239.6,250.0,307.3,322.9,453.1,479.2,468.8,484.4,510.4,515.6,526.0,572.9,593.8,625.0,630.2,671.9,687.5,750.0,786.5,807.3,812.5,864.6,927.1,921.9,937.5,953.1,979.2,1046.9,1099.0,1161.5,1187.5,1218.8,1250.0,1260.4,1265.6,1270.8,1359.4,1375.0,1390.6,1411.5,1411.5,1453.1,1458.3,1458.3,1468.8,1531.2,1572.9,1619.8,1656.2,1682.3,1687.5,1692.7,1697.9,1718.8,1755.2,1791.7,1812.5,1869.8,1895.8,1989.6,2093.8,2229.2,2270.8,2411.5,2447.9,2546.9,2583.3,2630.2,2682.3,2750.0,2833.3,2932.3,2989.6,3151.0,3302.1,3369.8,3552.1,3588.5,3687.5,3817.7,3937.5,4046.9,4197.9,4484.4,4661.5,4864.6,5083.3,5286.5,5552.1,5849.0,6026.0,6208.3,6416.7,6531.2,6614.6,6713.5,6942.7,7140.6,7296.9,7546.9,7807.3,7974.0,8083.3,8322.9,8468.8,8666.7,8807.3,9010.4,9182.3,9312.5,9453.1,9531.2,9583.3,9682.3
Maule,07,Total,,1131939.0,4.2,4.9,5.9,7.8,8.9,9.5,12.5,13.4,19.7,27.4,31.7,33.1,36.0,36.5,38.8,41.3,49.2,54.8,70.7,86.0,106.6,121.6,165.4,195.6,240.8,276.8,363.3,430.6,506.2,543.0,597.8,658.4,691.1,734.6,758.3,797.7,830.4,863.1,882.5,917.5,945.5,975.9,999.2,1030.1,1054.5,1086.7,1112.7,1152.2,1189.4,1237.8,1278.5,1329.1,1359.3,1410.6,1449.7,1498.5,1529.7,1565.9,1600.4,1621.6,1656.5,1693.4,1710.7,1738.8,1762.2,1785.0,1808.2,1833.8,1855.7,1880.9,1900.7,1924.7,1945.0,1964.8,1986.9,2019.8,2054.6,2103.2,2152.7,2213.9,2275.3,2355.1,2435.8,2525.3,2609.5,2745.2,2844.2,2958.6,3046.6,3168.1,3270.8,3377.4,3473.1,3568.5,3641.8,3717.0,3795.0,3889.9,3984.5,4097.4,4208.0,4338.3,4443.0,4588.8,4731.8,4898.5,5053.7,5244.4,5412.7,5625.8,5814.2,6049.3,6242.6,6452.8,6619.3,6820.2,6971.2,7133.9,7280.5,7434.5,7572.9,7741.1,7880.5,8065.1,8213.6,8396.5,8527.8,8695.0,8828.6,8974.5,9088.2,9180.9,9278.2,9357.7,9422.1,9484.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16,Bulnes,16102,22607.0,53.1,79.6,141.5,159.2,199.1,212.3,212.3,212.3,212.3,238.9,261.0,265.4,274.3,318.5,340.6,353.9,477.7,583.9,610.4,707.7,747.6,787.4,836.0,871.4,889.1,906.8,1043.9,1048.3,1110.3,1128.0,1185.5,1300.5,1362.4,1464.1,1486.3,1521.7,1588.0,1689.7,1760.5,1964.0,2025.9,2136.5,2171.9,2295.7,2379.8,2463.8,2565.6,2685.0,2764.6,2870.8,2959.3,3061.0,3105.2,3149.5,3207.0,3242.4,3264.5,3322.0,3352.9,3406.0,3476.8,3543.2,3609.5,3662.6,3671.4,3680.3,3706.8,3768.7,3795.3,3808.6,3813.0,3866.1,3883.8,3910.3,3950.1,3981.1,3998.8,4082.8,4127.0,4180.1,4197.8,4255.3,4312.8,4419.0,4458.8,4565.0,4613.6,4680.0,4750.7,4883.4,4980.8,5104.6,5224.0,5343.5,5440.8,5485.0,5617.7,5666.4,5737.2,5869.9,5909.7,5971.6,6015.8,6095.5,6245.9,6369.7,6467.0,6546.6,6652.8,6838.6,6874.0,7011.1,7148.2,7205.7,7285.4,7365.0,7484.4,7572.9,7621.5,7807.3,7873.7,8001.9,8077.1,8249.7,8382.4,8488.5,8590.3,8714.1,8802.6,8886.6,8948.6,9063.6,9099.0,9156.5,9209.5,9244.9
Nuble,16,Chillan,16101,198624.0,57.4,87.1,120.8,146.5,164.6,172.2,178.7,187.8,194.8,198.9,206.9,203.9,208.4,208.9,210.4,216.0,223.5,248.2,254.2,276.9,293.0,302.6,326.2,352.4,386.2,406.3,468.2,498.9,566.4,581.5,642.4,714.9,751.7,794.5,821.1,841.3,859.9,872.0,888.6,924.4,947.0,979.7,995.3,1044.7,1095.5,1186.7,1263.2,1350.3,1426.3,1519.0,1586.4,1679.6,1724.4,1788.8,1835.1,1886.0,1903.6,1945.4,1977.6,2017.9,2057.7,2136.7,2162.4,2212.7,2259.0,2305.9,2343.6,2415.1,2468.0,2533.4,2595.4,2675.4,2745.4,2836.0,2894.9,2990.6,3055.0,3139.6,3201.5,3308.3,3433.6,3552.9,3614.4,3732.2,3826.3,3965.8,4070.5,4236.1,4356.0,4499.5,4604.7,4735.6,4825.2,4954.6,5066.4,5174.6,5249.6,5363.9,5462.1,5586.4,5664.0,5810.0,5922.2,6111.5,6242.4,6443.3,6590.3,6742.4,6833.0,6986.1,7100.9,7256.9,7331.4,7437.2,7517.7,7621.4,7706.5,7810.2,7871.7,7966.8,8061.5,8200.4,8268.9,8441.1,8533.2,8682.2,8784.9,8908.8,8987.3,9080.5,9154.0,9226.0,9285.4,9347.3,9390.6,9449.0
Nuble,16,Chillan Viejo,16103,33827.0,38.4,65.0,76.9,88.7,100.5,118.2,130.1,133.0,133.0,144.9,153.7,162.6,162.6,162.6,162.6,168.5,180.3,198.1,212.8,269.0,286.8,295.6,316.3,340.0,372.5,384.3,499.6,517.3,555.8,591.2,629.7,685.8,709.5,765.7,815.9,839.6,845.5,854.3,860.3,878.0,901.6,931.2,943.0,999.2,1040.6,1129.3,1235.7,1309.6,1321.4,1374.6,1419.0,1451.5,1460.4,1510.6,1590.4,1640.7,1652.5,1670.3,1685.0,1708.7,1732.3,1794.4,1812.2,1824.0,1841.7,1877.2,1894.9,1942.2,2004.3,2060.5,2093.0,2137.3,2164.0,2214.2,2249.7,2302.9,2347.2,2400.4,2471.4,2583.7,2613.3,2681.3,2734.5,2820.2,2852.8,2944.4,3036.0,3163.2,3257.8,3364.2,3470.6,3612.5,3665.7,3757.4,3834.2,3925.9,3970.2,4038.2,4109.1,4221.5,4298.3,4455.0,4540.8,4670.8,4777.2,4945.8,5087.7,5279.8,5380.3,5486.7,5569.5,5684.8,5847.4,6030.7,6193.3,6282.0,6412.0,6494.8,6562.8,6698.8,6805.2,6920.5,7026.9,7127.4,7186.6,7328.5,7437.8,7535.4,7612.3,7695.0,7745.3,7798.5,7863.5,7896.1,7937.4,7987.7
Nuble,16,Cobquecura,16202,5275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,37.9,37.9,37.9,37.9,75.8,341.2,341.2,379.1,379.1,379.1,379.1,379.1,473.9,473.9,492.9,530.8,625.6,644.5,720.4,796.2,815.2,815.2,815.2,815.2,834.1,966.8,966.8,985.8,985.8,1004.7,1023.7,1042.7,1042.7,1042.7,1042.7,1042.7,1042.7,1023.7,1023.7,1023.7,1080.6,1118.5,1118.5,1118.5,1118.5,1137.4,1213.3,1251.2,1308.1,1364.9,1421.8,1478.7,1573.5,1725.1,1725.1,1744.1,1744.1,1744.1,1744.1,1782.0,1800.9,1838.9,1838.9,1857.8,1876.8,2009.5,2028.4,2123.2,2180.1,2369.7,2729.9,3052.1,3260.7,3355.5,3601.9,3658.8,3715.6,3848.3,3867.3,3943.1,4000.0,4019.0,4113.7,4151.7,4189.6,4208.5,4227.5,4227.5,4246.4,4246.4,4246.4,4265.4,4284.4,4379.1,4492.9,4530.8,4549.8,4625.6,4644.5,4701.4
Nuble,16,Coelemu,16203,16845.0,0.0,0.0,0.0,0.0,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,29.7,35.6,47.5,106.9,124.7,148.4,172.2,207.8,207.8,296.8,344.3,368.1,368.1,374.0,391.8,415.6,433.4,433.4,433.4,445.2,451.2,474.9,486.8,504.6,540.2,540.2,540.2,540.2,546.2,575.8,587.7,593.6,688.6,789.6,807.4,854.9,896.4,932.0,1003.3,1044.8,1127.9,1175.4,1187.3,1205.1,1234.8,1246.7,1264.5,1329.8,1371.3,1383.2,1418.8,1436.6,1454.4,1472.2,1484.1,1490.1,1501.9,1507.9,1519.7,1513.8,1531.6,1537.5,1549.4,1579.1,1644.4,1686.0,1721.6,1763.1,1792.8,1852.2,1947.2,2006.5,2089.6,2160.9,2214.3,2238.1,2297.4,2392.4,2463.6,2523.0,2647.7,2760.5,2956.4,3081.0,3288.8,3401.6,3567.8,3680.6,3817.2,3912.1,4084.3,4191.2,4363.3,4505.8,4660.1,4784.8,4867.9,4897.6,5046.0,5105.4,5253.8,5319.1,5396.3,5515.0,5657.5,5716.8,5817.8,5883.1,5984.0,6043.3,6108.6,6233.3,6292.7,6334.2,6369.8,6399.5,6417.3,6464.8,6470.8
Nuble,16,Coihueco,16302,28375.0,0.0,0.0,0.0,21.1,24.7,28.2,38.8,38.8,49.3,74.0,84.6,88.1,141.0,148.0,148.0,148.0,158.6,176.2,176.2,183.3,186.8,186.8,186.8,190.3,215.0,218.5,257.3,278.4,324.2,348.9,405.3,489.9,539.2,599.1,659.0,697.8,718.9,736.6,743.6,761.2,785.9,821.1,831.7,845.8,870.5,944.5,983.3,1007.9,1046.7,1124.2,1219.4,1321.6,1385.0,1511.9,1681.1,1825.6,1892.5,1977.1,2001.8,2061.7,2061.7,2079.3,2089.9,2153.3,2181.5,2202.6,2248.5,2287.2,2301.3,2350.7,2403.5,2428.2,2463.4,2474.0,2477.5,2526.9,2565.6,2607.9,2657.3,2752.4,2784.1,2858.1,2900.4,2960.4,3041.4,3140.1,3182.4,3242.3,3305.7,3358.6,3411.5,3453.7,3527.8,3658.1,3725.1,3778.0,3876.7,3929.5,4000.0,4088.1,4211.5,4486.3,4637.9,4838.8,4930.4,5074.9,5159.5,5420.3,5518.9,5638.8,5765.6,5948.9,6058.1,6192.1,6304.8,6421.1,6495.2,6562.1,6607.9,6689.0,6784.1,6872.2,6970.9,7147.1,7295.2,7499.6,7682.8,7894.3,8063.4,8211.5,8334.8,8398.2,8486.3,8567.4,8623.8,8676.7
Nuble,16,El Carmen,16104,12334.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,32.4,32.4,40.5,48.6,56.8,129.7,137.8,202.7,218.9,227.0,251.3,413.5,470.2,510.8,518.9,551.3,672.9,697.3,729.7,745.9,754.0,794.6,827.0,835.1,875.6,835.1,835.1,835.1,851.3,867.5,1005.4,1102.6,1143.2,1264.8,1297.2,1362.1,1394.5,1410.7,1451.3,1459.4,1467.5,1467.5,1467.5,1475.6,1475.6,1516.1,1581.0,1597.2,1662.1,1751.3,1767.5,1783.7,1783.7,1783.7,1791.8,1832.3,1840.4,1840.4,2010.7,2108.0,2124.2,2148.5,2197.2,2221.5,2245.8,2253.9,2326.9,2359.3,2375.5,2505.3,2562.0,2562.0,2570.1,2635.0,2740.4,2789.0,2813.4,2845.8,2902.5,2926.9,3040.4,3089.0,3137.7,3170.1,3202.5,3251.2,3283.6,3332.3,3437.7,3567.4,3705.2,3843.0,4013.3,4037.6,4102.5,4159.2,4280.8,4394.4,4434.9,4443.0,4524.1,4580.8,4645.7,4718.7,4775.4,4848.4,4921.4,4994.3,5067.3,5091.6,5156.5,5270.0,5367.3,5415.9,5505.1,5586.2,5651.0,5691.6,5691.6,5764.6,5788.9
Nuble,16,Ninhue,16204,5414.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,55.4,55.4,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,92.4,92.4,110.8,110.8,184.7,221.6,203.2,221.6,277.1,350.9,443.3,609.5,628.0,720.4,757.3,757.3,757.3,794.2,812.7,886.6,886.6,923.5,923.5,960.5,960.5,997.4,1015.9,1015.9,1015.9,1015.9,1015.9,1071.3,1108.2,1163.6,1182.1,1219.1,1256.0,1256.0,1256.0,1256.0,1292.9,1292.9,1292.9,1311.4,1311.4,1311.4,1329.9,1329.9,1329.9,1348.4,1385.3,1403.8,1514.6,1588.5,1699.3,1699.3,1754.7,1773.2,1828.6,2216.5,2419.7,2678.2,2770.6,2826.0,2918.4,2973.8,3084.6,3140.0,3195.4,3306.2,3509.4,3583.3,3583.3,3638.7,3749.5,3805.0,4026.6,4174.4,4248.2,4469.9,4673.1,4783.9,4950.1,5061.0,5097.9,5227.2,5393.4,5411.9,5448.8,5485.8,5504.2,5504.2,5559.7,5707.4,5836.7,5873.7,5855.2,5929.1,5984.5,6021.4,6113.8,6169.2,6243.1,6280.0,6353.9,6446.3,6557.1,6686.4,6871.1,7037.3,7240.5,7536.0,7794.6,7776.1,7794.6,7887.0,7997.8,8108.6,8311.8
Nuble,16,Niquen,16303,11567.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,17.3,17.3,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,34.6,77.8,77.8,95.1,172.9,242.1,276.6,354.5,518.7,536.0,570.6,579.2,587.9,596.5,622.5,648.4,674.3,726.2,752.1,778.1,786.7,795.4,821.3,985.6,1020.1,1072.0,1175.8,1184.4,1219.0,1270.9,1279.5,1305.4,1331.4,1374.6,1409.2,1417.8,1426.5,1426.5,1443.8,1461.1,1469.7,1478.3,1487.0,1487.0,1487.0,1487.0,1487.0,1487.0,1487.0,1530.2,1642.6,1668.5,1659.9,1642.6,1659.9,1659.9,1659.9,1659.9,1659.9,1659.9,1677.2,1703.1,1729.1,1772.3,1815.5,1824.2,1876.0,1893.3,1936.5,1971.1,2083.5,2187.3,2316.9,2360.2,2386.1,2507.1,2576.3,2628.2,2662.7,2706.0,2731.9,2835.7,3146.9,3579.1,3786.6,3907.7,4071.9,4244.8,4409.1,4625.2,4832.7,5161.2,5481.1,5628.1,5948.0,6172.7,6553.1,6682.8,6959.5,7192.9,7478.2,7668.4,7815.3,8169.8,8299.5,8541.5,8645.3,8835.5,9008.4,9198.6,9259.1,9336.9,9457.9,9587.6,9622.2,9648.1,9725.9,9795.1
Nuble,16,Pemuco,16105,8639.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,46.3,46.3,57.9,57.9,69.5,69.5,69.5,69.5,81.0,104.2,115.8,115.8,115.8,127.3,127.3,173.6,185.2,185.2,231.5,567.2,821.9,856.6,879.7,983.9,1041.8,1099.7,1134.4,1157.5,1180.7,1180.7,1192.3,1192.3,1203.8,1215.4,1215.4,1215.4,1215.4,1273.3,1331.2,1377.5,1435.4,1435.4,1493.2,1551.1,1666.9,1690.0,1724.7,1736.3,1736.3,1736.3,1747.9,1747.9,1747.9,1771.0,1805.8,1805.8,1840.5,1840.5,1840.5,1863.6,1875.2,1898.4,1933.1,1944.7,1944.7,1956.2,2002.5,2048.8,2083.6,2118.3,2106.7,2129.9,2187.8,2199.3,2222.5,2268.8,2280.4,2315.1,2338.2,2384.5,2419.3,2442.4,2523.4,2546.6,2592.9,2616.0,2627.6,2685.5,2731.8,2812.8,3067.5,3148.5,3206.4,3252.7,3299.0,3310.6,3345.3,3356.9,3414.7,3449.5,3634.7,3692.6,3900.9,4155.6,4363.9,4526.0,4815.4,5012.2,5208.9,5371.0,5556.2,5741.4,5961.3,6123.4,6285.4,6424.4,6736.9,6910.5,7084.2,7176.8,7269.4,7431.4,7616.6,7744.0,7894.4,8056.5,8230.1,8311.1,8426.9
Nuble,16,Pinto,16106,11880.0,0.0,0.0,50.5,75.8,84.2,84.2,84.2,84.2,84.2,92.6,92.6,101.0,101.0,101.0,101.0,101.0,101.0,117.8,143.1,126.3,126.3,126.3,126.3,143.1,143.1,151.5,218.9,235.7,286.2,294.6,294.6,378.8,454.5,471.4,505.1,547.1,555.6,572.4,572.4,572.4,597.6,614.5,631.3,622.9,639.7,665.0,690.2,698.7,740.7,757.6,850.2,917.5,934.3,1001.7,1094.3,1144.8,1161.6,1279.5,1296.3,1304.7,1321.5,1338.4,1355.2,1363.6,1380.5,1380.5,1388.9,1414.1,1447.8,1447.8,1447.8,1473.1,1506.7,1515.2,1532.0,1565.7,1565.7,1582.5,1582.5,1599.3,1607.7,1683.5,1691.9,1717.2,1767.7,1818.2,1885.5,2045.5,2096.0,2205.4,2264.3,2348.5,2407.4,2500.0,2508.4,2550.5,2643.1,2794.6,2912.5,2963.0,3047.1,3122.9,3223.9,3400.7,3535.4,3644.8,3787.9,3939.4,4015.2,4250.8,4360.3,4444.4,4469.7,4444.4,4478.1,4528.6,4638.0,4747.5,4823.2,4915.8,5067.3,5151.5,5176.8,5294.6,5420.9,5530.3,5673.4,5740.7,5841.8,5934.3,6001.7,6085.9,6153.2,6262.6,6313.1,6363.6
