Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,2020-08-31,2020-09-04,2020-09-07,2020-09-11,2020-09-14,2020-09-18,2020-09-21,2020-09-25,2020-09-28,2020-10-02,2020-10-05,2020-10-09,2020-10-12,2020-10-16,2020-10-19,2020-10-24,2020-10-26,2020-10-30,2020-11-02,2020-11-06,2020-11-09,2020-11-13,2020-11-16,2020-11-20,2020-11-23,2020-11-27,2020-11-30,2020-12-04,2020-12-07,2020-12-11,2020-12-14,2020-12-18,2020-12-21,2020-12-25,2020-12-28,2021-01-01,2021-01-04,2021-01-08,2021-01-11,2021-01-15,2021-01-18,2021-01-22,2021-01-25,2021-01-29,2021-02-01,2021-02-05,2021-02-08,2021-02-12,2021-02-15,2021-02-19,2021-02-22,2021-02-26,2021-03-01,2021-03-05,2021-03-08,2021-03-12,2021-03-15,2021-03-19,2021-03-22,2021-03-26,2021-03-29,2021-04-02,2021-04-05,2021-04-09,2021-04-12,2021-04-16,2021-04-19,2021-04-23,2021-04-26,2021-04-30,2021-05-03,2021-05-07,2021-05-10,2021-05-14,2021-05-17,2021-05-21,2021-05-24,2021-05-28,2021-05-31,2021-06-04,2021-06-07,2021-06-11,2021-06-14,2021-06-18,2021-06-21,2021-06-25,2021-06-28,2021-07-02,2021-07-05,2021-07-09
Maule,07,Curepto,07103,9426.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.8,74.3,84.9,84.9,84.9,84.9,84.9,95.5,95.5,106.1,127.3,148.5,127.3,137.9,137.9,137.9,137.9,148.5,159.1,244.0,307.7,318.3,360.7,403.1,413.7,424.4,435.0,477.4,488.0,519.8,541.1,562.3,700.2,816.9,933.6,1029.1,1060.9,1135.2,1273.1,1283.7,1273.1,1304.9,1315.5,1326.1,1357.9,1442.8,1453.4,1485.3,1495.9,1527.7,1548.9,1570.1,1633.8,1633.8,1644.4,1655.0,1665.6,1676.2,1676.2,1676.2,1686.8,1708.0,1718.7,1739.9,1739.9,1761.1,1835.3,1867.2,1899.0,1941.4,1962.7,1994.5,2079.4,2249.1,2323.4,2387.0,2418.8,2429.5,2461.3,2482.5,2514.3,2578.0,2715.9,2737.1,2843.2,2959.9,3055.4,3161.5,3161.5,3214.5,3214.5,3235.7,3246.3,3331.2,3437.3,3447.9,3554.0,3638.9,3670.7,3755.6,3766.2,3851.1,3946.5,4010.2,4126.9,4201.1,4243.6,4328.5,4561.9,4667.9,4869.5,5018.0,5187.8,5166.6,5262.0,5400.0,5633.4,5834.9,6047.1,6248.7,6418.4,6482.1,6598.8,6704.9,6800.3,6832.2,6842.8,6864.0
Maule,07,Curico,07301,163626.0,3.7,4.9,6.7,7.9,7.9,10.4,12.2,14.1,14.7,18.9,18.9,22.6,27.5,27.5,31.2,34.2,38.5,50.7,70.9,99.6,141.2,170.5,262.2,326.4,413.7,476.7,609.9,727.3,803.7,864.2,919.2,993.7,1031.6,1088.5,1120.2,1168.5,1205.2,1262.0,1293.2,1323.1,1333.5,1354.9,1381.2,1409.9,1418.5,1431.9,1454.5,1479.6,1490.6,1521.2,1546.8,1582.3,1598.8,1648.3,1684.9,1724.1,1757.7,1798.0,1834.1,1867.7,1917.8,1966.7,1999.1,2027.8,2051.6,2074.2,2107.2,2134.7,2155.5,2175.1,2189.1,2206.9,2225.8,2241.7,2268.0,2346.2,2400.6,2495.3,2589.4,2706.8,2850.4,2999.5,3196.9,3374.8,3556.9,3887.5,4028.7,4209.0,4350.2,4523.7,4644.1,4749.2,4845.8,4954.6,5010.8,5074.4,5128.2,5226.6,5321.3,5449.6,5543.7,5697.1,5821.8,6014.9,6238.0,6491.0,6715.3,6983.0,7236.6,7553.8,7814.2,8165.0,8440.6,8741.9,8991.8,9274.8,9466.1,9687.9,9883.5,10096.2,10280.8,10467.2,10639.5,10792.3,10948.1,11121.7,11238.4,11373.5,11477.4,11591.1,11687.0,11747.5,11812.3,11842.9,11874.6,11926.0
Maule,07,Empedrado,07104,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,23.8,71.3,166.4,451.7,546.8,618.2,618.2,641.9,641.9,689.5,689.5,713.3,713.3,760.8,760.8,760.8,784.6,784.6,784.6,784.6,832.1,855.9,879.7,903.5,903.5,998.6,998.6,1022.3,1022.3,1022.3,1022.3,1022.3,1022.3,1022.3,1022.3,1022.3,1069.9,1069.9,1069.9,1069.9,1093.7,1093.7,1093.7,1093.7,1165.0,1188.8,1188.8,1188.8,1188.8,1260.1,1426.5,1545.4,1569.2,1569.2,1593.0,1783.2,1973.4,2116.0,2282.5,2377.6,2520.2,2662.9,2686.6,2710.4,2781.7,2971.9,2971.9,3185.9,3851.6,4160.7,4374.7,4517.4,4612.5,4636.2,4683.8,4683.8,4731.3,4755.1,4778.9,4850.2,4969.1,4992.9,5301.9,5349.5,5492.2,5563.5,5658.6,5872.6,6015.2,6205.4,6229.2,6490.7,6680.9,6823.6,6942.5,7013.8,7061.3,7061.3,7132.7,7156.4,7227.8,7275.3,7322.9,7394.2,7536.9,7608.2,7774.6,7798.4,7845.9,7964.8,8155.0,8155.0
Maule,07,Hualane,07302,10222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,68.5,176.1,205.4,450.0,616.3,743.5,792.4,997.8,1017.4,1095.7,1095.7,1105.5,1105.5,1105.5,1105.5,1105.5,1125.0,1125.0,1125.0,1125.0,1134.8,1125.0,1134.8,1134.8,1134.8,1134.8,1144.6,1154.4,1154.4,1164.2,1183.7,1183.7,1203.3,1203.3,1242.4,1291.3,1320.7,1340.2,1340.2,1350.0,1350.0,1350.0,1359.8,1359.8,1359.8,1359.8,1359.8,1359.8,1359.8,1369.6,1369.6,1379.4,1379.4,1389.2,1398.9,1398.9,1408.7,1408.7,1457.6,1516.3,1555.5,1594.6,1741.3,1800.0,1878.3,1897.9,1927.2,2054.4,2142.4,2152.2,2201.1,2269.6,2357.7,2416.4,2494.6,2621.8,2670.7,2739.2,2846.8,2954.4,3042.5,3062.0,3140.3,3199.0,3335.9,3414.2,3463.1,3629.4,3971.8,4196.8,4382.7,4500.1,4793.6,4940.3,5184.9,5272.9,5409.9,5468.6,5556.6,5644.7,5811.0,6026.2,6251.2,6329.5,6583.8,6691.4,6779.5,6867.5,7161.0,7219.7,7258.9,7356.7,7434.9,7523.0,7620.8,7718.6,7992.6
Maule,07,Licanten,07303,6989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,114.5,114.5,186.0,214.6,257.5,271.9,271.9,286.2,286.2,286.2,286.2,300.5,314.8,343.4,357.7,357.7,372.0,372.0,372.0,372.0,372.0,372.0,400.6,400.6,400.6,615.3,1373.6,1945.9,2003.1,2160.5,2174.8,2203.5,2232.1,2232.1,2246.4,2260.7,2260.7,2260.7,2246.4,2246.4,2246.4,2246.4,2275.0,2289.3,2289.3,2289.3,2289.3,2289.3,2289.3,2289.3,2289.3,2289.3,2303.6,2432.4,2489.6,2775.8,2804.4,2847.3,2861.6,2861.6,2918.9,3019.0,3062.0,3090.6,3205.0,3348.1,3476.9,3720.1,3949.1,4235.2,4364.0,4478.5,4592.9,4736.0,4864.8,4964.9,4979.3,5022.2,5151.0,5179.6,5422.8,5422.8,5465.7,5494.3,5551.6,5680.4,5794.8,6038.1,6324.2,6510.2,6653.3,6796.4,6853.6,6996.7,7096.9,7168.4,7211.3,7712.1,7798.0,8127.1,8227.2,8327.4,8413.2,8499.1,8542.0,8613.5,8627.8,8728.0,8799.5,8956.9,9042.8,9100.0
Maule,07,Linares,07401,101073.0,4.0,5.9,9.9,10.9,11.9,12.9,12.9,12.9,14.8,21.8,21.8,23.7,26.7,26.7,30.7,33.6,45.5,48.5,59.4,64.3,74.2,83.1,101.9,105.9,127.6,160.3,221.6,277.0,338.4,377.0,432.4,487.8,528.3,564.9,584.7,627.3,674.8,698.5,728.2,791.5,815.3,850.9,875.6,934.0,1000.3,1053.7,1096.2,1137.8,1184.3,1216.9,1225.8,1258.5,1274.3,1298.1,1308.0,1323.8,1337.6,1346.6,1360.4,1379.2,1393.1,1412.8,1419.8,1443.5,1453.4,1471.2,1484.1,1506.8,1522.7,1553.3,1577.1,1606.8,1628.5,1639.4,1650.3,1670.1,1691.8,1717.6,1745.3,1766.1,1792.8,1833.3,1870.9,1913.5,1976.8,2030.2,2110.4,2187.5,2279.5,2362.6,2433.9,2519.0,2607.0,2696.1,2786.1,2913.7,3033.5,3155.1,3268.9,3415.4,3594.4,3745.8,3871.5,4030.8,4189.1,4345.4,4578.9,4790.6,4954.8,5218.0,5440.6,5683.0,5893.8,6112.4,6313.3,6511.1,6662.5,6819.8,6968.2,7119.6,7204.7,7325.4,7405.5,7574.7,7720.2,7900.2,8046.7,8241.6,8355.3,8514.6,8622.5,8739.2,8845.1,8924.2,9019.2,9098.4
Maule,07,Longavi,07403,32810.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,9.1,9.1,12.2,12.2,12.2,12.2,18.3,21.3,30.5,39.6,57.9,61.0,82.3,94.5,134.1,149.3,207.3,286.5,417.6,487.7,533.4,542.5,594.3,670.5,716.2,762.0,774.2,780.2,795.5,807.7,819.9,853.4,908.3,947.9,975.3,990.6,1008.8,1045.4,1097.2,1130.8,1261.8,1386.8,1456.9,1508.7,1542.2,1603.2,1688.5,1746.4,1783.0,1819.6,1859.2,1874.4,1895.8,1917.1,1917.1,1920.1,1923.2,1929.3,1941.5,1944.5,1953.7,1956.7,1975.0,2002.4,2002.4,2020.7,2020.7,2026.8,2036.0,2054.3,2072.5,2109.1,2118.3,2148.7,2145.7,2167.0,2203.6,2234.1,2255.4,2285.9,2334.7,2374.3,2413.9,2477.9,2541.9,2645.5,2721.7,2788.8,2910.7,2980.8,3075.3,3178.9,3313.0,3428.8,3520.3,3636.1,3739.7,3886.0,3983.5,4139.0,4236.5,4516.9,4739.4,5160.0,5464.8,5836.6,6153.6,6589.5,6894.2,7150.3,7406.3,7787.3,7985.4,8287.1,8521.8,8817.4,9021.6,9292.9,9445.3,9771.4,9975.6,10253.0,10362.7,10466.3,10548.6,10576.0,10621.8,10664.4
Maule,07,Maule,07105,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,8.3,16.7,21.7,36.7,36.7,38.3,38.3,40.0,40.0,46.7,48.3,60.0,75.0,83.3,86.7,130.0,150.0,175.0,185.0,243.3,270.0,348.3,366.7,428.3,501.7,541.7,578.3,616.7,670.0,705.0,738.3,750.0,775.0,816.7,860.0,908.3,933.3,948.3,991.7,1005.0,1045.0,1088.3,1133.3,1176.7,1228.3,1271.7,1333.3,1363.3,1438.3,1473.3,1533.3,1575.0,1610.0,1648.3,1686.7,1705.0,1743.3,1761.7,1790.0,1805.0,1835.0,1865.0,1935.0,1966.7,2000.0,2035.0,2050.0,2068.3,2086.7,2123.3,2171.7,2205.0,2270.0,2325.0,2410.0,2493.3,2630.0,2720.0,2816.7,2923.3,3070.0,3141.7,3303.3,3403.3,3495.0,3581.7,3690.0,3736.7,3800.0,3846.7,3933.3,4020.0,4116.7,4178.3,4288.3,4386.7,4573.3,4690.0,4795.0,4918.3,5103.3,5216.7,5358.3,5476.7,5633.3,5693.3,5801.7,5911.7,6026.7,6113.3,6245.0,6340.0,6470.0,6626.7,6853.3,6976.7,7155.0,7295.0,7488.3,7616.7,7796.7,7918.3,8035.0,8125.0,8223.3,8303.3,8353.3,8415.0,8480.0
Maule,07,Molina,07304,49800.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,10.0,14.1,14.1,14.1,14.1,16.1,18.1,16.1,16.1,20.1,26.1,40.2,46.2,66.3,92.4,110.4,124.5,166.7,208.8,309.2,349.4,377.5,409.6,435.7,461.8,473.9,498.0,518.1,546.2,554.2,584.3,618.5,654.6,670.7,700.8,716.9,755.0,791.2,879.5,979.9,1096.4,1148.6,1222.9,1245.0,1309.2,1347.4,1467.9,1485.9,1536.1,1558.2,1576.3,1614.5,1640.6,1656.6,1670.7,1690.8,1706.8,1718.9,1726.9,1730.9,1736.9,1745.0,1749.0,1757.0,1761.0,1765.1,1787.1,1811.2,1849.4,1919.7,1969.9,2078.3,2214.9,2343.4,2520.1,2682.7,2933.7,3106.4,3208.8,3299.2,3465.9,3580.3,3676.7,3747.0,3821.3,3867.5,3925.7,3977.9,4056.2,4132.5,4214.9,4317.3,4403.6,4528.1,4646.6,4795.2,4931.7,5072.3,5365.5,5642.6,5949.8,6164.7,6552.2,6901.6,7190.8,7425.7,7648.6,7851.4,8010.0,8170.7,8309.2,8445.8,8566.3,8680.7,8845.4,8953.8,9070.3,9182.7,9265.1,9397.6,9520.1,9622.5,9712.9,9789.2,9911.6,9939.8,9981.9
Maule,07,Parral,07404,44544.0,9.0,0.0,0.0,0.0,9.0,11.2,13.5,13.5,13.5,13.5,20.2,20.2,20.2,20.2,20.2,20.2,24.7,29.2,47.1,76.3,125.7,161.6,215.5,238.0,291.8,321.0,386.1,442.3,487.2,496.1,516.3,538.8,545.5,570.2,585.9,583.7,594.9,612.9,621.9,635.3,653.3,666.8,675.7,615.1,610.6,633.1,646.6,695.9,731.9,790.2,835.1,904.7,951.9,1008.0,1048.4,1079.8,1113.5,1156.2,1196.6,1228.0,1254.9,1284.1,1290.9,1324.5,1360.5,1412.1,1470.5,1553.5,1625.4,1690.5,1739.9,1811.7,1831.9,1872.3,1908.2,1937.4,1966.6,1984.6,2020.5,2036.2,2054.1,2067.6,2090.1,2146.2,2193.3,2258.4,2310.1,2393.1,2449.3,2545.8,2637.8,2725.4,2839.9,2927.4,3021.7,3077.9,3183.4,3268.7,3358.5,3434.8,3565.0,3632.4,3710.9,3755.8,3809.7,3877.1,3922.0,4034.2,4097.1,4198.1,4310.3,4496.7,4723.4,5015.3,5174.7,5518.1,5700.0,5852.6,6052.4,6232.0,6402.7,6633.9,6844.9,7044.7,7231.1,7513.9,7689.0,8007.8,8266.0,8488.2,8667.8,8791.3,8964.2,9089.9,9184.2,9253.8
Maule,07,Pelarco,07106,9083.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,55.0,55.0,55.0,55.0,55.0,55.0,66.1,88.1,143.1,143.1,187.2,209.2,209.2,231.2,253.2,286.2,363.3,363.3,374.3,396.3,429.4,429.4,451.4,484.4,583.5,649.6,726.6,935.8,1101.0,1266.1,1387.2,1464.3,1464.3,1475.3,1486.3,1497.3,1497.3,1552.4,1574.4,1574.4,1596.4,1629.4,1629.4,1640.4,1651.4,1662.4,1673.5,1695.5,1706.5,1717.5,1717.5,1717.5,1717.5,1717.5,1750.5,1750.5,1772.5,1794.6,1794.6,1816.6,1816.6,1838.6,1849.6,1904.7,1915.7,1926.7,1959.7,1959.7,1959.7,1970.7,1992.7,2036.8,2036.8,2058.8,2080.8,2102.8,2190.9,2234.9,2356.0,2411.1,2455.1,2510.2,2565.2,2631.3,2686.3,2796.4,2873.5,2950.6,3005.6,3060.7,3236.8,3402.0,3479.0,3556.1,3721.2,3765.3,3930.4,4117.6,4271.7,4447.9,4668.1,4778.2,4976.3,5229.5,5515.8,5835.1,6088.3,6297.5,6418.6,6726.9,6803.9,6859.0,6925.0,7079.2,7277.3,7519.5,7783.8,8070.0,8213.1,8477.4,8664.5,8884.7,9016.8,9071.9,9115.9,9126.9,9115.9,9138.0
Maule,07,Pelluhue,07203,8092.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.4,24.7,24.7,24.7,24.7,24.7,24.7,61.8,86.5,123.6,123.6,123.6,123.6,148.3,148.3,370.7,395.5,580.8,630.3,679.7,679.7,704.4,729.1,741.5,741.5,741.5,778.5,803.3,840.3,852.7,852.7,889.8,926.8,963.9,988.6,1124.6,1198.7,1211.1,1211.1,1235.8,1248.1,1260.5,1260.5,1260.5,1260.5,1297.6,1359.4,1359.4,1445.9,1445.9,1458.2,1495.3,1507.7,1544.7,1557.1,1569.5,1581.8,1594.2,1606.5,1606.5,1618.9,1618.9,1631.2,1631.2,1631.2,1631.2,1631.2,1631.2,1643.6,1656.0,1693.0,1730.1,1767.2,1804.3,1915.5,1940.2,2076.1,2113.2,2199.7,2286.2,2323.3,2348.0,2360.4,2533.4,2619.9,2669.3,2694.0,2805.2,2916.5,3003.0,3101.8,3250.1,3460.2,3497.3,3583.8,3620.9,3942.2,4115.2,4127.5,4201.7,4275.8,4325.3,4461.2,4634.2,4881.4,4955.5,5054.4,5103.8,5140.9,5165.6,5190.3,5313.9,5449.8,5499.3,5610.5,5783.5,6030.6,6450.8,6784.5,7031.6,7192.3,7451.8,7587.7,7909.0,8020.3,8168.6,8267.4
Maule,07,Pencahue,07107,8601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,23.3,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,58.1,139.5,139.5,162.8,162.8,197.7,209.3,267.4,290.7,325.5,395.3,418.6,546.4,581.3,604.6,604.6,627.8,639.5,651.1,662.7,662.7,662.7,662.7,662.7,767.4,802.2,860.4,965.0,1092.9,1104.5,1278.9,1337.1,1348.7,1406.8,1441.7,1464.9,1534.7,1581.2,1604.5,1604.5,1604.5,1627.7,1627.7,1627.7,1627.7,1627.7,1639.3,1639.3,1639.3,1674.2,1697.5,1709.1,1778.9,1802.1,1802.1,1813.7,1825.4,1837.0,1837.0,1848.6,1860.2,1918.4,2069.5,2081.2,2127.7,2139.3,2185.8,2197.4,2232.3,2232.3,2383.4,2488.1,2802.0,3022.9,3267.1,3453.1,3546.1,3685.6,3860.0,4022.8,4208.8,4301.8,4360.0,4487.9,4685.5,4848.3,4987.8,5057.6,5162.2,5231.9,5336.6,5383.1,5406.3,5429.6,5580.7,5743.5,5999.3,6231.8,6545.8,6615.5,6882.9,6952.7,7022.4,7150.3,7429.4,7685.2,7999.1,8080.5,8266.5,8487.4,8603.7,8778.0,8824.6,8929.2,8929.2,8952.4,8964.1
Maule,07,Rauco,07305,11248.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,26.7,35.6,53.3,88.9,106.7,151.1,151.1,177.8,248.9,311.2,346.7,400.1,435.6,497.9,577.9,613.4,729.0,764.6,862.4,897.9,960.2,969.1,978.0,1013.5,1040.2,1058.0,1075.7,1084.6,1102.4,1111.3,1120.2,1120.2,1120.2,1120.2,1191.3,1200.2,1262.4,1351.4,1378.0,1422.5,1440.3,1511.4,1546.9,1591.4,1680.3,1707.0,1724.8,1760.3,1849.2,1911.5,1955.9,1964.8,1964.8,2018.1,2035.9,2080.4,2124.8,2133.7,2142.6,2160.4,2231.5,2276.0,2284.9,2409.3,2533.8,2622.7,2720.5,2800.5,2907.2,2969.4,3120.6,3271.7,3422.8,3511.7,3591.7,3609.5,3645.1,3654.0,3698.4,3742.9,3805.1,3831.8,3920.7,4036.3,4178.5,4294.1,4498.6,4783.1,5103.1,5298.7,5458.7,5876.6,6667.9,7192.4,7743.6,7974.8,8348.2,8757.1,8890.5,9157.2,9290.5,9495.0,9512.8,9672.8,9939.5,10161.8,10428.5,10668.6,10846.4,11024.2,11086.4,11166.4,11282.0,11344.2,11442.0,11522.0,11593.2,11646.5,11646.5
Maule,07,Retiro,07405,21071.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,9.5,9.5,4.7,4.7,4.7,4.7,9.5,9.5,9.5,9.5,14.2,28.5,61.7,90.2,232.5,280.0,322.7,370.2,474.6,512.6,541.0,560.0,588.5,612.2,617.0,626.5,631.2,640.7,645.4,683.4,697.6,745.1,768.8,778.3,802.1,821.0,825.8,840.0,863.7,963.4,1029.9,1101.0,1115.3,1153.2,1205.4,1267.1,1333.6,1352.6,1442.7,1485.5,1509.2,1513.9,1537.7,1580.4,1589.9,1608.8,1632.6,1665.8,1708.5,1737.0,1756.0,1765.5,1765.5,1770.2,1770.2,1775.0,1779.7,1789.2,1793.9,1817.7,1822.4,1827.2,1831.9,1846.1,1869.9,1931.6,2026.5,2083.4,2130.9,2154.6,2178.3,2202.1,2259.0,2292.3,2344.5,2387.2,2448.9,2477.3,2553.3,2657.7,2781.1,2899.7,2970.9,3018.4,3056.3,3151.3,3175.0,3217.7,3279.4,3364.8,3445.5,3564.1,3730.2,3967.5,4209.6,4475.3,4622.5,4845.5,5054.3,5234.7,5396.0,5481.5,5619.1,5799.4,5979.8,6145.9,6373.7,6558.8,6734.4,6938.4,7038.1,7156.8,7394.0,7531.7,7683.5,7835.4,8006.3,8115.4
Maule,07,Rio Claro,07108,14753.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.3,40.7,40.7,47.4,47.4,54.2,61.0,61.0,61.0,74.6,74.6,88.1,94.9,94.9,108.5,128.8,149.1,169.5,176.2,189.8,237.2,318.6,352.5,433.8,488.0,501.6,508.4,508.4,576.2,616.8,677.8,677.8,745.6,752.4,779.5,786.3,786.3,806.6,827.0,854.1,928.6,935.4,969.3,1023.5,1091.3,1104.9,1206.5,1254.0,1315.0,1342.1,1362.4,1403.1,1416.7,1416.7,1443.8,1450.6,1450.6,1464.1,1470.9,1491.2,1559.0,1606.5,1613.2,1633.6,1647.1,1653.9,1681.0,1714.9,1728.5,1748.8,1755.6,1782.7,1877.6,1952.1,1979.3,2108.0,2155.5,2189.4,2325.0,2406.3,2521.5,2555.4,2616.4,2711.3,2765.5,2846.9,2880.8,3023.1,3145.1,3260.4,3341.7,3416.3,3456.9,3524.7,3612.8,3626.4,3721.3,3816.2,4046.6,4250.0,4622.8,4805.8,5124.4,5415.8,5578.5,5768.3,6141.1,6276.7,6459.7,6649.5,6934.2,7076.5,7313.8,7605.2,7781.5,8018.7,8337.3,8513.5,8750.8,8899.9,9028.7,9150.7,9171.0,9238.8,9252.4,9279.5,9435.4,9557.4,9611.6
Maule,07,Romeral,07306,16170.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,24.7,30.9,74.2,80.4,80.4,80.4,80.4,80.4,80.4,80.4,80.4,80.4,92.8,111.3,197.9,272.1,327.8,432.9,470.0,643.2,872.0,1119.4,1224.5,1280.1,1342.0,1372.9,1397.6,1447.1,1478.0,1552.3,1583.2,1638.8,1669.8,1706.9,1787.3,1855.3,1910.9,1917.1,1917.1,1917.1,1923.3,1923.3,1923.3,1923.3,1935.7,1985.2,2133.6,2133.6,2201.6,2195.4,2201.6,2214.0,2226.3,2263.5,2300.6,2300.6,2337.7,2350.0,2356.2,2356.2,2362.4,2362.4,2362.4,2362.4,2362.4,2374.8,2374.8,2535.6,2578.8,2653.1,2733.5,2863.3,3036.5,3116.9,3333.3,3376.6,3494.1,3586.9,3791.0,3902.3,4094.0,4310.5,4465.1,4607.3,4743.4,4860.9,4947.4,5003.1,5027.8,5133.0,5380.3,5572.0,5683.4,5788.5,5906.0,5961.7,6153.4,6326.5,6425.5,6530.6,6784.2,7000.6,7167.6,7408.8,7687.1,7798.4,8033.4,8280.8,8726.0,8923.9,9208.4,9375.4,9523.8,9709.3,9907.2,9993.8,10265.9,10420.5,10822.5,11020.4,11144.1,11311.1,11502.8,11583.2,11614.1,11682.1,11756.3,11805.8,11886.2
Maule,07,Sagrada Familia,07307,19469.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,5.1,5.1,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,15.4,15.4,30.8,30.8,51.4,71.9,118.1,164.4,195.2,226.0,282.5,292.8,323.6,390.4,426.3,416.0,421.2,441.7,452.0,467.4,488.0,534.2,549.6,580.4,606.1,616.4,647.2,667.7,693.4,708.8,714.0,729.4,739.6,898.9,904.0,909.1,914.3,929.7,934.8,940.0,950.2,975.9,981.0,986.2,991.3,991.3,1001.6,1006.7,1032.4,1063.2,1114.6,1124.9,1140.3,1150.5,1171.1,1186.5,1196.8,1227.6,1263.5,1309.8,1361.1,1505.0,1582.0,1679.6,1787.5,1905.6,1992.9,2203.5,2306.2,2388.4,2419.2,2480.9,2522.0,2635.0,2681.2,2748.0,2783.9,2809.6,2861.0,2907.2,2943.1,3015.0,3051.0,3071.5,3081.8,3128.0,3184.5,3246.2,3287.3,3348.9,3461.9,3636.6,3749.6,3960.1,4124.5,4345.4,4514.9,4674.1,4843.6,5013.1,5223.7,5367.5,5680.8,5809.2,6045.5,6348.6,6569.4,6728.6,6913.6,6990.6,7119.0,7252.6,7334.7,7442.6,7524.8,7545.3,7565.9,7622.4
Maule,07,San Clemente,07109,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.1,19.4,19.4,21.6,21.6,30.2,41.0,49.7,54.0,77.8,95.0,118.8,129.6,168.5,190.1,239.8,278.7,341.3,419.1,542.2,600.5,734.5,829.5,900.8,965.6,1011.0,1052.0,1073.6,1108.2,1127.6,1186.0,1216.2,1261.6,1298.3,1322.0,1367.4,1410.6,1436.5,1507.8,1620.2,1685.0,1803.8,1855.6,1935.5,1989.5,2073.8,2108.4,2127.8,2138.6,2158.0,2162.4,2179.6,2188.3,2199.1,2235.8,2242.3,2259.6,2266.1,2272.5,2274.7,2283.3,2311.4,2330.9,2363.3,2384.9,2395.7,2449.7,2488.6,2521.0,2555.5,2624.6,2661.4,2762.9,2849.3,2935.7,3013.5,3132.3,3231.7,3352.6,3423.9,3583.8,3719.9,3804.1,3877.6,4028.8,4160.5,4309.6,4406.8,4525.6,4620.7,4750.3,4812.9,4951.2,5037.6,5186.6,5318.4,5463.1,5616.5,5828.2,6124.2,6376.9,6534.6,6742.0,6899.7,7115.7,7199.9,7320.9,7381.4,7470.0,7565.0,7690.3,7737.8,7826.4,7934.4,8128.8,8234.7,8396.7,8498.2,8692.6,8822.3,9059.9,9224.1,9364.5,9461.7,9563.2,9625.9,9656.1
